yy;mm;dd;5813_2;5817_1;5820;5832;5833;5849_2;5863;5868_1;5870;5880_1;5882_1;5884;5887;5888;5889;5893;5919;5924;5926;5933;5934;5937_2;5941_1;6933;7136;7144;7203_1;14233_1;14437_1
1995;2;23;16;16.2;NA;12.6;10.8;0.4;21.6;13.2;6.6;12.2;9;8.6;NA;15.6;5.4;0;20.2;11.8;5.8;16.4;16;15.8;15;10.2;21.2;6.8;17;9;7.6
1995;2;24;0.6;2;NA;13.4;0;5.8;0;6.4;0;0;1.2;0;NA;0.2;0;3.8;9.6;9.2;0;6.4;0;2.8;3.4;4;0;2.4;0;2.2;2.4
1995;2;25;0;0.2;NA;20.8;0;0;0;1;0;9.2;1.2;0;NA;0.2;0;2.8;42.4;19.2;0;26.2;0;6;8.2;3;0;0;0;0;1
1995;2;26;20.4;10.6;NA;5.6;3.2;2;11.6;20;2.8;4;11;1;NA;13.6;0.6;0;16.2;4.8;2.6;7;1.8;14;9;13.2;2;0;26;13.6;13.2
1995;2;27;12.8;6.6;NA;4.6;13.4;35;4.2;6;25.2;1.2;4.8;2.2;NA;10.4;3.8;1.6;4.3;26.8;2.8;12.6;3.8;8.8;7;4.2;9.2;7.6;8;3.6;8.8
1995;2;28;0;0;NA;0;0;0;0;0;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1995;3;1;0;0;NA;0;0;0;0;0;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1995;3;2;0;0;NA;0;0;0;0;0.4;0;8.4;0;0;NA;0;0;0;0;0.6;0;4.4;0;0;0;0;0;0;0;0;0
1995;3;3;0;0;NA;3;0;0;0;1;0;2;0;0;NA;0;0;0;19.4;1.4;0;14.6;0;0;0.6;0.6;0;0;0;0;0.2
1995;3;4;5.4;13.6;NA;7.6;0.2;0;0.2;16.8;0;1.8;7.6;0;NA;5.4;0;0;10.5;9.8;2;9;0;10;12.4;12;0.8;4.4;17;16.4;14.4
1995;3;5;0.2;2;NA;1;5.4;1.2;0;0;0;0;1.4;0;NA;0;0;1;15.3;0;0.2;0;0;0;0;0;0;5.6;2;2.8;0.8
1995;3;6;3;7.8;NA;6.2;0;0;0;11;0;8.6;15.8;0;NA;2;0;2.4;0;8.4;0.4;8.4;0;6.4;8.8;6.8;0;0;5;4.6;1.2
1995;3;7;0;0;NA;1.4;0;0;0;0;0;0;0;0;NA;0;0;0;0;1.2;0;3.6;0;0;1.8;0;0;0;0;0;0
1995;3;8;0;0;NA;1.6;0;0;0;0;0.2;0;0;0;NA;0;0;0;0;0.2;0;0.6;0;0;0;0;0;0;0;0;0
1995;3;9;31.4;38;NA;20;10.8;21;21.4;40.2;19.4;25.4;23.8;8.8;NA;30.8;8;9;32.6;37.2;14.8;31.4;13.6;53.6;32.2;35.8;17;27.4;45.4;53.8;26.6
1995;3;10;0;20;NA;0;0;0;0;0;0;0;18.8;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1995;3;11;0;0;NA;0;0;0;0;0;0;0;0;0;NA;0;0;0;0;0.4;0;0.2;0;0;0;0;0;0;0;0;0
1995;3;12;0;0;NA;0;0;0;0;0;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1995;3;13;0;0;NA;0;0;0;0;0;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1995;3;14;0;0;NA;0;0;0;0;0;0;0;0.2;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1995;3;15;0;0;NA;0;0;0;0;0;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1995;3;16;1.4;2.2;NA;2.8;0;0;0;4.2;0;4.4;0;0;NA;1;0;1.2;6.4;3;0;9.2;0;3.2;9.8;3.2;0;0.6;0;1;0
1995;3;17;0;0;NA;0.4;0;0;0;0;0;0;0;0;NA;0;0;0;0;10.4;0;0;0;2;1.4;0.4;0;0;0;0;0
1995;3;18;0;0;NA;1.4;0;0;0;0;0;0;0;0;NA;0;0;0;20.1;0.4;0;0.8;0;0;0.6;0;0;0;0;0;0
1995;3;19;0;0;NA;4.6;0;0;0;0;0;0;0;0;NA;0;0;0;0;1.6;0;0.4;0;0;0.6;0;0;0;0;0;0
1995;3;20;0;0;NA;0.4;0;0;0;0;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0
1995;3;21;0;0;NA;0.2;0;0;0;0;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1995;3;22;0;0;NA;0;0;0;0;0;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1995;3;23;0;0;NA;0;0;0;0;0;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1995;3;24;0;0;NA;0;0;0;0;0;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1995;3;25;0;0;NA;0;0;0;0;0;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0
1995;3;26;0;1.2;NA;1.4;0;0;5;2.2;0;0.8;0;0.8;NA;0;0;0.6;2.8;1.8;0;0.8;0;0;3.2;1;0;0;0;0;0
1995;3;27;0;0;NA;1.2;0;0;0;1.6;0;0;0;0.2;NA;0;0;0;0;1.2;0;1.2;0;1;2.8;0.4;0;0;0;0;0
1995;3;28;0;0.4;NA;2.4;0.6;0;1.6;2.8;0;1.2;0;0;NA;0.4;0;0;4.6;3.6;0;9.8;0;0.6;1.4;1.2;0;0.4;0;0;0
1995;3;29;0;0;NA;0;0;0;0;0;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1995;3;30;0;0;NA;0.8;0;0;0;0;0;0;0;0;NA;0;0;0;0;0.8;0;0;0;0;0;0;0;0;0;0;0
1995;3;31;0;0;NA;0;0;0;0;0;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1995;4;1;0;0;NA;0;0;0;0;0;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1995;4;2;0;0;NA;0;0;0;0;0;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1995;4;3;0;0;NA;0;0;0;0;0;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1995;4;4;0;0;NA;0;0;0;7.4;0;0;0;0;0.2;NA;0.2;0;0;0;0;0;0;0.4;0;0;0;0;4.8;0;0;0
1995;4;5;0;0;NA;0;0;0;0;0;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1995;4;6;0;0;NA;0;0;0;0;0;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1995;4;7;0;0;NA;0;0;0;0;0;0;0;0;0;NA;0;0;0;0;0;0;0;0;1.4;0;0;0;1;0;0;0
1995;4;8;0;0;NA;0;0;0;0;0;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1995;4;9;0;0;NA;0;0;0;0;0;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1995;4;10;0;0;NA;0;0;0;0;0;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1995;4;11;0;1.2;NA;5.8;0.2;0.8;1;1.6;0.2;2.6;0;0.6;NA;0;0;0.4;4.6;4.6;0;3.6;1.4;0.6;3.8;0;1;0;0;0;0
1995;4;12;0;0;NA;0;0;0;0;0;0;0;0;0;NA;0;0;0;1.8;0;0;0.2;0;0;0;0;0;4.2;0;0;0
1995;4;13;0.6;0.2;NA;0;0.4;4;0.8;0;3.8;0;0;0.8;NA;1.4;12.4;0;0;0.2;1.2;0.8;0;0;0.2;0;2.6;0;0;0;0
1995;4;14;0;0;NA;0;0.2;2.4;0.8;0;16.8;0;0;0.2;NA;0;0;0;10.4;0;8.2;0;0;0;0;0;10.4;0;0;0;0
1995;4;15;1.8;0;NA;1.6;0.2;0;0;0;4.2;0.4;0;0.2;NA;2.2;0.4;0;0;0;0.8;0.6;0;0;0;0;3.2;1.6;0;0;0
1995;4;16;0;0;NA;0;0;0;0;0;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1995;4;17;0;0;NA;0;0;0;0;0;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1995;4;18;0;0;NA;0;0;0;0;0;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1995;4;19;3.4;7.4;NA;4.4;0;0;6.8;14.6;0;0.2;0.8;0;NA;3.4;0;0;0;4.4;0;0.8;0;3.2;3.2;1.4;0;0;13;1.8;1.2
1995;4;20;9.4;17.6;NA;8.4;3;6.6;2.6;10.6;2.8;0.6;8.4;4.2;NA;11.6;2.8;0;0;7.4;9.2;0.6;1.4;8.6;6.6;5.6;6.6;0;22;27.4;5
1995;4;21;19;48.8;NA;2.8;19;5.6;46.2;23.2;6.6;0;27.8;12.8;NA;19.6;4.8;4.4;1.7;1.6;2.8;1;8.2;7.2;3;22.4;9.4;14.4;111;44.2;14.4
1995;4;22;1.8;1.8;NA;1.6;2.6;2.2;0;0.2;0;4.2;2.2;1.8;NA;2.6;1.2;6.6;3.6;0.2;1.8;1.4;1.2;0.8;0.4;0.8;7.2;0;1;0.6;2.4
1995;4;23;6.4;7.2;NA;8;5.4;25.2;0;8.6;12;0.4;8.6;6.4;NA;3.8;1.2;1.6;7.4;7.6;28;3.4;4.4;6.8;7.8;10.4;13.2;4;11;7.4;9.6
1995;4;24;24;23.2;NA;16.2;24.6;16;39.4;18.6;10.8;21.6;22.2;23;NA;20.6;8;0.4;28.6;18;6.4;17.4;32.4;28.8;22;15.4;33;15.8;27;15.6;18.4
1995;4;25;7.8;10.4;NA;13.4;23.8;20;40.6;9.8;17.2;28.2;6.4;19.2;NA;4.8;22.2;0;25.2;14;21.6;12.8;32.2;20.4;13;11.6;45.2;7.8;14;8.8;13
1995;4;26;5.4;15.2;NA;28.6;13;5.2;18.4;29;0;12.6;4.2;3.6;NA;5.2;20.2;5.6;24.8;22.6;2.6;15.4;0.4;19.2;17;21.6;4.8;22;21;8.4;13
1995;4;27;0.4;2;NA;10.4;0;0;1.2;8.2;0;3;0;0.2;NA;0.2;0;0;12.4;6.6;0;12.6;0;5;8;0.6;0;4.2;5;0.2;0.2
1995;4;28;0;1.2;NA;43.2;0;2;0.4;7.4;0;7;0;0;NA;0;0;4.4;15.7;19.4;0.4;6.4;0;11;18.6;4.8;0;2;6;0.2;0
1995;4;29;1;3.4;NA;2;0;0;4;3.2;0;0.6;0;0;NA;0.8;0;25;0;36;0;0;0;22.6;8;4.8;0.2;8.4;0;2.4;0.8
1995;4;30;0.6;1;NA;0;20.2;0;0.4;0;10.2;0;0.8;12.2;NA;0.4;0.4;0;0;0;0;0;11.2;0;0;0.4;9.6;0;0;0;0
1995;5;1;0.2;0.2;NA;1.4;3;0;4.4;2.2;0;4.4;0;0;NA;0;5.2;10.2;0;7;0;0;0.8;6.8;2.4;0;0;0;6.2;0.4;11.2
1995;5;2;0;0;NA;0;0;0;0;0;0;0;0;0;NA;0;0;0;0;0;0;1;0;0;0;0;0;0.2;0;0;0
1995;5;3;0;1;NA;0;0;0;0;0.6;0;0;0;0;NA;0;0;0.6;0;1;0;0.2;0;0.6;0;0;0;0;0;0;0
1995;5;4;0;0;NA;0;0;0;0;0;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1995;5;5;0;0;NA;0;0;0;0;0;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1995;5;6;0;0;NA;0;0;0;0;0;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1995;5;7;0;0;NA;0;0;0;0;0;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1995;5;8;0;0;NA;0;0;0;0;0;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1995;5;9;0;0;NA;0;0;0;0;0;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1995;5;10;0;0;NA;0;0;0;0;0;0;0;0;0.2;NA;0;0;0;0;0;0;0;0.6;0;0;0;0;0;0;0;0
1995;5;11;0;0;NA;0;0.6;2;0.8;0;0;0;0;1;NA;0;0;0;0;0;0;0;0.4;0;0;0;1.6;0;0;0;0
1995;5;12;12.4;0;NA;9.8;4;39;7.4;31.4;12.2;29;34.6;5.2;NA;10.4;0.4;8.4;12.5;8.8;12.2;5.4;5.6;48.4;10.6;12.2;21.8;12.4;82;36.6;21.8
1995;5;13;36;54;NA;39;23.2;9.6;39.8;37.8;17.8;32.4;29.2;20.6;NA;32.4;20.6;34.8;54.8;58;5;49.4;16.4;69.6;43;41.8;19.2;24.2;38;27.8;24
1995;5;14;6;36;NA;21.2;2.6;8.8;3;22;3.6;14.6;7;1.6;NA;6.8;3;29;24.5;28.8;0;24;1.8;14.8;10;14.2;4.4;5.6;10;5.8;14.6
1995;5;15;0.2;10.2;NA;3.4;0;6;0;0.6;2;1.8;0.8;0;NA;0;0.2;0.2;13.6;5;0.2;8;0;1;0.6;0.4;0;0;0;0.4;2.2
1995;5;16;0;0.2;NA;0;0;0;0;0.4;0;0;0;0;NA;0;0;0;0;0;0;0.2;0;0;0;0.2;0;0.2;0;0;0
1995;5;17;12.8;0.2;NA;17.8;4.6;8.6;48.2;37;4;19.6;11.6;6;NA;13.2;1.4;0;33.7;22;4.6;19.8;5.2;31.6;23;29.2;4;23.6;39;20.4;5.8
1995;5;18;0.2;29.2;NA;5;0.2;0;1.4;2.6;0;4.2;0;1;NA;0;0;2;8.4;2.6;0;3.2;0.6;1.4;0.6;5;0;0;2;0;0
1995;5;19;11.2;0;NA;0;0.4;5.2;29.4;34.6;4;51.2;12;2;NA;10.8;0;7.4;74.6;44.2;8.4;43;0.8;42;46.2;29.8;0;42;29;14.6;8.2
1995;5;20;0;18.8;NA;0;0;0;0;0;0;0;0.8;1.2;NA;0;1.6;4.2;4.3;1;0;0.8;6.8;0;0.2;0;0.8;0.2;0;0;1.4
1995;5;21;0;0;NA;0.2;0;0;0;0;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1995;5;22;0;0;NA;0;0;0;0;0;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1995;5;23;0;0;NA;0;0;0;0;0;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1995;5;24;0;0;NA;0;0;0;0;0;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1995;5;25;0;0;NA;0;0;0;0;0;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1995;5;26;0.2;0;NA;0;3.4;9.8;0.2;0;9.8;0;0;1.8;NA;0;5.8;0;0;0;3.8;0;0.4;0;0;0;13.4;0;0;0;0
1995;5;27;9.6;0;NA;5.4;6.8;8.6;18.2;21.2;7;2.4;10;4.4;NA;10;4;12;6.7;3.4;4.8;1.2;4;16;5.8;13.4;4.6;6;14;9.2;11.4
1995;5;28;0;15.4;NA;0.2;0.2;0;0;0.4;0;0;0;0;NA;0;0;0;0;0;0;0.2;0;0;0;2.6;0;0;0;0;0
1995;5;29;0;0;NA;0;0;0;0;0;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1995;5;30;0;0.2;NA;0;0.2;0;0;0;0.2;0;0.2;0;NA;0;0.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1995;5;31;3.8;0;NA;10;6.6;22;16.6;12.8;11.4;7.8;9.6;6.2;NA;4.8;24.2;12;3.2;9.2;1.2;1.6;13.2;13.4;8.8;9.2;12.4;16;15;7.2;10.6
1995;6;1;14.4;6.8;NA;16.2;18.4;15.2;17.4;16.4;10.4;31.6;11.2;12.6;NA;16;7.6;27;22.3;17.8;11.6;22.2;26.4;33;18;17.6;31.8;4;15.6;8;12.8
1995;6;2;4.8;13.6;NA;1;1.6;0;9.8;6.4;0;0.6;6.2;2.6;NA;1.4;1;2;0;2.4;0;0.8;2;2.4;2;3.8;0;0.4;2;3.4;5
1995;6;3;4.2;6.2;NA;0;0;0;7.6;0.6;0;0;5.8;0;NA;4;0;0;0;0.2;0;0;0.4;0;0;0.8;0;0;10;5.4;5.4
1995;6;4;0.4;1.6;NA;0.2;0.6;4.4;7.2;0.8;0;0;0.2;0;NA;0;0.6;0;0;0;0.2;0;0;1.2;0;0.2;13.4;0;1.2;0;0.8
1995;6;5;0;0.2;NA;0;0.8;2.4;0.2;0.4;0;0;0;0;NA;0;14.2;0;0;0;0;0;0.4;2.8;0;1;0.2;0;1.4;1.8;0
1995;6;6;0;4.8;NA;0.2;1.2;2.2;4.8;8.2;6;0;1.6;0.6;NA;0.6;15.4;0;0;0;0;0.2;0;0;0;5.4;6.6;0;0;0;1.6
1995;6;7;0;0;NA;14.4;0;0;0;0;0;9.4;0.2;0;NA;0;0;0;9.4;19;0;6.4;0;0;0;0;0;0;0;0;0
1995;6;8;0;0;NA;0;0;0;0;0;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1995;6;9;0;0;NA;0;0;0.4;0;0;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0.2;0;0;0;0
1995;6;10;5.4;16.4;NA;0.2;0.8;0.4;13.6;2.8;0.2;0;15.8;0.4;NA;6.6;0.4;0;0;0.2;0;0.4;5.6;0.6;0;0.4;0.2;0;0;19.4;3.2
1995;6;11;37.8;21.2;NA;5.6;0.6;8.4;136.2;25.2;0.2;0;17.4;0.8;NA;29.4;0.2;6;5.6;17.2;0.2;1.4;0.8;11;0;15.6;1;9;29;13.2;10.4
1995;6;12;21.4;62.8;NA;11.8;0;6;1;13.2;0;1.4;24;0;NA;9.2;0;5.6;7.5;1.2;0;14.6;3.4;15;26;6;0;2;21.4;35.4;9.6
1995;6;13;7.6;2.4;NA;22.2;0;31.8;10.4;0.2;0;26.6;1.2;2.6;NA;0;0.6;15.4;48.6;40;2;26.8;0;10;0.6;3.4;15;0;0;0.2;0
1995;6;14;0;NA;NA;5;0.4;0.6;0;2.6;0;0;7.6;0.2;NA;0;0;4.2;62.2;4;0;12.6;0;0;0.4;0.4;0.8;0;2.6;18.2;6.8
1995;6;15;0;NA;NA;9.6;0;0;0;7.2;0;0;3.6;0;NA;0;0;0;4.3;2.6;0;8.6;0;0;0;0;0;0;10.6;1.6;1.6
1995;6;16;0;NA;NA;0;0.2;0;2.4;0;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;2.8;0;0;0;0
1995;6;17;0;NA;NA;0;0;0;0;0;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1995;6;18;0;NA;NA;0;0;0;0;0;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9.4
1995;6;19;0;0;NA;0;0;0;0;0;0;0;0;0;NA;0;9.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1995;6;20;0;0;NA;0;0;0;0;0;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1995;6;21;0;0;NA;0;0;0;0;0;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2
1995;6;22;0;0;NA;0;0;0;0;0;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1995;6;23;0;0;NA;2;0;0;0;0;0;15.2;0;0;NA;0;14.8;10;25.4;2.4;0;26.4;0;16.6;1;0;0.6;0;0;0;0.2
1995;6;24;0;0;NA;4.6;7.2;14.6;3.4;1.2;28.8;1.2;1;11.8;NA;0;16.8;0;26.3;14;27.2;31;19.2;1.2;0;0;14.2;0;0;0;5
1995;6;25;0;0;NA;0;0;0;0;0;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1995;6;26;0;0;NA;0;0;0;0;0;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1995;6;27;0;0;NA;0;0;0;0;0;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;1.2;2;0;0
1995;6;28;0;0;NA;0;0;0;0;0;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1995;6;29;0;0;NA;0;0;0;0;0;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;1.6;0;0;0
1995;6;30;0;0;NA;0;0;0.4;0;1.4;0;0;2.4;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0;0;12.2
1995;7;1;0;0;NA;0;0;0;0;0;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.4
1995;7;2;0;0;NA;0;0;0;0;0;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0.8;0;0;0
1995;7;3;0.4;8.6;NA;1.2;0;0;2.6;0.6;0.4;1;0;0;NA;0;0;0.4;0;0;0;0;0;1;0;0;0;0;0;0.4;0
1995;7;4;2.4;12.2;NA;6.8;0;9.8;2;36.8;0;2;6.8;0;NA;0.4;0;2.4;14.2;9.8;0;4;0;4.8;2.8;12;3.4;0;33.4;10.4;21.2
1995;7;5;0;0;NA;0.2;0;0;0.2;0;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0.4;0;0;0;0;0
1995;7;6;16.4;4.4;NA;0;12.8;4.8;10.6;1.6;26;0;1;4.6;NA;7.6;1.6;0;0;0.2;8.2;0;7.8;0;0;2.6;37.2;0;10;2.2;0
1995;7;7;0;0;NA;0;0;0;0;0;0;0;0;0.2;NA;0;0;0.2;0;0;0;0;0;0;0;0.4;0;0;0;0;0.2
1995;7;8;0;0;NA;0;0;13.6;0;1;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0
1995;7;9;0;0;NA;0;0;0;0;0;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1995;7;10;0;0;NA;0;0;0;0;0;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1995;7;11;0;2.6;NA;0;0;0;0;0;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.6;0
1995;7;12;0;0;NA;0;0;0;0;0;0;0;0.2;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.6
1995;7;13;0;0;NA;0;0;0;0;0;0;0;3.4;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.4;3.4
1995;7;14;0;0;NA;0;0;0;0;0;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7
1995;7;15;0;0;NA;0;0;0;0;0;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1995;7;16;0;0;NA;0;0;0;0;0;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2
1995;7;17;0;0;NA;0;0;0;0;0;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1995;7;18;0.4;0;NA;0;0;3;1.6;0.8;0;0;18.6;0;NA;1.8;2;0;0;0;0;0;0;0;0;0;0.2;0;9.4;0.4;15.2
1995;7;19;0;0;NA;0;0;0;0;0;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1995;7;20;0;0;NA;0;0;0;0;0;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1995;7;21;0;0;NA;0;0;0;0;0;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1995;7;22;0;0;NA;0;0;0;0;0;0;0;1;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.8;0
1995;7;23;0;0;NA;0;0;0;0;0;0;0;0.4;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1995;7;24;0;0;NA;0;0;0;0;0;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
1995;7;25;0;0;NA;1;0;0;0;0;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0.4;0;0
1995;7;26;0;0;NA;0.4;0;0;0;6.4;0;1.4;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;20.6;0;0.4
1995;7;27;0;0;NA;0;0;0;0;0;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1995;7;28;0;0;NA;0;0;0;0;0;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1995;7;29;0;0;NA;0;0;0.2;0;0;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1995;7;30;0;0;NA;0;0;0.4;0;0;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1995;7;31;0;0;NA;0;0;0;0;0;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1995;8;1;0;0;NA;0;0;2;0;0;0;0;0;0;NA;0;0;0;0;0;0.4;0;0;0;0;0;0;0;0;0;0
1995;8;2;0;0;NA;0;0;0.2;22.2;0;0;1;0;0;NA;1.8;0;0;0;0;0;0;0;0;0;0;0;1.2;0;0;0.4
1995;8;3;0;0;NA;0;0;0;0;0;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1995;8;4;0;NA;NA;0;0;0;0;0;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.8
1995;8;5;0;NA;NA;0;0;0.4;0;0;0;0;23.2;0;NA;0;0;0;0;14.2;0;0;0;0;0;0;0;0;0;3.8;33.8
1995;8;6;0;NA;NA;0;4.2;9.2;21.8;0;2.2;0;0;1.2;NA;0;1.6;0;0;3;0.8;0;0;0;0;0;2.6;0;0;0;0.4
1995;8;7;0;NA;NA;0;0;0;1.8;0;0;0;0;1;NA;1.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.4
1995;8;8;43.4;NA;NA;4.2;0;4.8;26.6;3.2;0;1.2;11;0;NA;68.8;0;7;0;1;0;2.2;0;25.2;0;9;0.2;0;14;21;0.2
1995;8;9;40.6;NA;NA;19.4;0;2.6;20.2;124.6;0;4.2;40;0;NA;13.8;0;5.8;105.6;36.6;0;6.6;0;115;32.8;80.4;0;5.2;84;40.8;14.2
1995;8;10;0;NA;NA;0.6;0;0.4;0;3.2;0;0.4;0;0;NA;0;0;0;4.2;16.4;0;0;0;9;5.2;2.4;0;1.4;0.8;7.4;0.6
1995;8;11;0.2;NA;NA;0;0;0;0;0.4;0;0;0;0;NA;0.2;0;0;0;0;0;0;0;1.2;0;0;0;0;0;0;0
1995;8;12;2.6;NA;NA;1;6.2;7;3.8;2;9;0.2;12.8;9;NA;1.4;9.8;2;0;2.2;4.6;0.8;2.6;0.6;2.6;1.4;9.8;0;10;5.6;10.6
1995;8;13;0;NA;NA;4.8;0;17.2;0;1.8;0;0.6;0;0;NA;0;0;0.2;0;9.4;0.8;0.2;0;0.2;0.2;0;0;4;0;0;0
1995;8;14;0;NA;NA;0;0;1.4;0;0;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0.4;0;0;0
