yy;mm;dd;5813_2;5817_1;5820;5832;5833;5849_2;5863;5868_1;5870;5880_1;5882_1;5884;5887;5888;5889;5893;5919;5924;5926;5933;5934;5937_2;5941_1;6933;7136;7144;7203_1;14233_1;14437_1
1980;4;3;5.6;NA;0;0;0;0;0.2;0.4;0;0;0;0;0;6;0;NA;0;0;0;0;0;1.6;1.2;0;0;4.3;0;0.4;0
1980;4;4;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0
1980;4;5;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;0.2;0;0;0;0;0;0;0;0;0
1980;4;6;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;0;0;0;0.6;0;0;0;0;0;0
1980;4;7;0;NA;0;0;0;0.2;0.6;0;0;0;0;0;0.4;0;0;NA;0;0;0;0.2;0;0;0;0;0;0;0;0;0
1980;4;8;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;0.2;0;0;0;0;0;0;0;0;0
1980;4;9;0;NA;2.8;4.4;0.6;0;0;0.4;0;1.8;2;0.6;0;0;0;NA;1.9;0;0;0.6;0;0.6;0;0.4;0;0;0;0;2.2
1980;4;10;0;NA;0;0;0;0;0;1.8;3.2;0;0;0;0;0;0;NA;0;0;0;0;0;0.2;0;0;0;0;0;0;0
1980;4;11;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;0.2;0;0;0;0;0;0;0;0;0
1980;4;12;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;0.2;0;0;0;0;0;0;0;0;0
1980;4;13;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0
1980;4;14;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;0.2;0;0;0;0;0;0;0;0;0
1980;4;15;0;NA;0;0;0;0.4;0;0;0;0;0;0.2;0;0;0;NA;0;0;0;0;0;0;0;0;0;15.6;0;0;0
1980;4;16;1.2;NA;1.8;0;4.6;13.2;1.6;0;3.6;0;0;6;1.6;0;3.2;NA;0;0;15;0;2.8;0;0;0;0;33.4;0;0;0
1980;4;17;3;NA;1.6;7.2;1;5.4;1;3.8;3;6.6;4.6;1;0.8;2.6;1.4;NA;14.1;0;2;0.6;1.4;1;5.4;1.4;11;6.7;3.6;2.6;0
1980;4;18;0;NA;4.2;0;0.2;7.6;0.2;0;18.4;0;0;0.2;0;0;3;NA;0;0;16.8;0.4;0.4;1;0;0;0.3;0;0;0;0
1980;4;19;0;NA;0;0;0;1.2;0.8;0;0;0;0.6;0;1.2;0;0;NA;0;0.4;0;0;0;0.2;0;0;0;0;0;0.2;21
1980;4;20;0;NA;0.6;0.4;2.4;0.4;11.8;1;1;0;0;3.4;6;0.2;1.4;NA;0;0;0.4;0;2.6;0.2;0.8;0.4;0;0;0;0;0
1980;4;21;5.8;NA;7.6;43.4;4.6;12.4;4.6;11.2;19.4;22.8;12;6.2;7.6;12.3;9.4;NA;28.5;19.6;17.2;0.2;1.2;21.8;18;8;10;0;1;4;6
1980;4;22;0;NA;0;0.2;0;0;0;0;0;0;0;0;0;0;0;NA;0;0.6;0;22.2;0;0;0;0;0;0;0;0;0
1980;4;23;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0
1980;4;24;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0
1980;4;25;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0
1980;4;26;0;NA;0;0;0;0.2;0;0;0;0;0;0;0;0;0;NA;0;0;0;2.2;0;0;0.2;0;0;2.8;0;0;0
1980;4;27;8.2;NA;1.8;16;2;8.4;21;9.4;2;15.4;9.4;5.6;23.8;9;1;NA;18.8;16;0;20.4;1.8;12.6;19;7.8;0;11.5;16.8;9;8.2
1980;4;28;0;NA;0;4.4;0;0;0;7;0;0;4;0;0;0;1.4;NA;0.9;1.2;0;1.6;0;0.4;0.6;1.6;0.8;0;7;0;1.4
1980;4;29;0;NA;0;2;0;0;0;0;0;3.6;0;0;0;0;0;NA;0;5.4;0;4;0;0.4;4.4;3.2;0;0;0;0;0
1980;4;30;0;NA;0;0;0;0;0;0;0;12;0;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;17.7;0;0;0
1980;5;1;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;NA;0;0
1980;5;2;0;NA;0;0;0.8;0;0;0;0.4;0;0;0;0;0;0;NA;0;0;0.2;0;0;0.2;0;0;0;6.6;NA;2;4
1980;5;3;2;NA;0;1.2;0;0.2;0;1.2;0;0;0;0;0;0;0;NA;0;0;0;0;0;0;0;0.2;0;13.4;NA;0;0
1980;5;4;0;NA;0;0;0;0;2;0.2;1.6;0;0;0;0;0;0;NA;0;0;0;0;0;0;0;0.2;0;0;NA;0;0
1980;5;5;16.2;NA;14.2;71.6;30.6;13.8;43;20.4;6;0;15;22.8;39;16;21.8;NA;45;39.6;10.4;2;36;1.8;18.2;18.8;0;0;NA;27;13.6
1980;5;6;0;NA;0;6.8;0.2;0;1.4;9.8;0;23.3;5.8;0.4;0.2;0.2;0;NA;9;5.6;0;7.4;0;0.4;10.8;7.8;0;0;NA;0;3.2
1980;5;7;1.8;NA;0;20.2;0.2;4.8;1.2;3;0.2;4;2.6;0;1.6;0;0;NA;4.1;2.4;0.6;3.6;0;0.2;4;0.8;0;0;NA;1.6;6.8
1980;5;8;0.2;NA;0;7.4;0;0.2;2;4.2;0;0;0.6;0;1.2;1.6;0;NA;2;21.4;0;0.4;0;0.4;1.6;1.4;0;45.4;NA;4.2;5.2
1980;5;9;12.4;NA;3.4;24;13.4;26.2;64.6;30;4.6;0;9.6;8.6;51;10.2;6.4;NA;5.6;0;2.6;12;19.4;7.4;12.8;16.4;10;7.3;NA;15.6;14
1980;5;10;9;NA;0.8;0;0.6;0.4;1.6;21.4;1.2;4.5;12.4;4;2.6;9.3;1.6;NA;0;0;3.8;0;2;2.4;2.6;9;0.9;0;NA;12.8;37
1980;5;11;3.4;NA;0;0;0.4;0.2;1;0;0;0;0;0;0.4;12;0;NA;0;0;0;0;0.6;0;0;0;0;0;NA;0;0
1980;5;12;0;NA;0;0;0;0;0;0;0;0;0;0;0.2;0;0;NA;0;0;0;0;0;0.2;0;0;0;0;NA;0;0
1980;5;13;0;NA;0;0.6;0;0;0;0;0;0;0;0.2;0;0;0;NA;0;0;0;0.2;0;0.2;0;0;0;13.3;NA;0;0
1980;5;14;0.6;NA;5.6;0;12;2.2;5.2;0.6;3;0.3;0.2;11.6;4;0.3;7.8;NA;0;0.4;1.8;1.8;5.6;0.2;1;0.4;10;4.6;NA;0.2;0
1980;5;15;2.4;NA;2.8;12;2.4;0.2;0;4.2;0.6;10.8;0.6;4;0;1.2;4.2;NA;10;10;2;12.4;2.6;11.2;10.6;3.2;0;0;NA;0.2;9
1980;5;16;1.6;NA;0;0.6;3;0.2;0;0.2;0;1.6;0.6;0.6;0;3.2;0;NA;1.5;0.6;0.2;0.2;0;1.4;0.4;0.2;0;0;NA;0;8.8
1980;5;17;1;NA;0;0.8;0.4;5.6;0.8;2.4;0;1.2;3.8;0.4;0;0.8;0;NA;1.7;0.8;1.6;0.6;0.4;2.4;0.4;0;0;0;NA;1.4;6
1980;5;18;0.2;NA;0;0;0;0.2;0;0;0;0;0;0.2;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;NA;0;0
1980;5;19;4.4;NA;0.2;1;0;6.2;0;1.4;0;0.2;0.4;0.2;0.2;2;0.4;NA;0;2.8;0.6;0;0;0;3.8;0.2;0;0;NA;0;3.2
1980;5;20;0;NA;2.8;0;11.6;4;0.6;0;2.8;0;0.8;5;1.2;0.1;4.2;NA;0;2.4;3;0.2;13.8;0.2;0;0.2;0;0;NA;0.2;1
1980;5;21;0.6;NA;0;0;0;0.4;0;2;0;0.8;3.6;1;0;0.7;0;NA;0;0.2;0;0.8;0;0;1;1.6;0;0;NA;0;3
1980;5;22;4;NA;0;0.2;2;0;23.4;12.4;9.8;0;0.2;12;5.2;3.7;0;NA;0;3;0;0;2.8;0;2.6;6.4;0;0;NA;1.6;1
1980;5;23;6.8;NA;11.8;2.8;9.2;21.4;10.6;0;16.2;2;1.2;9.2;6.8;10;13.8;NA;17;0;6;2.6;7.8;0;0.2;0;34;0;NA;1.6;3.8
1980;5;24;0.4;NA;0.8;2.2;2.2;0;0.4;3.2;1;1.4;1.4;1.6;0.6;0.8;0.6;NA;0;0;0.4;0.8;1.2;0.4;0.2;0;0;0;NA;0;9
1980;5;25;0;NA;0;5.4;0.2;2.4;0;0.4;0;0;0;0;0;0;0;NA;1;0;0;3.2;0;0;0.4;1.8;0;0;NA;0;6.2
1980;5;26;0;NA;0;0;0;1;0;0;0;0;0;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;NA;0;0
1980;5;27;3.4;NA;0;1;0.4;8.6;1.4;3.2;0;0;2.2;0.4;1.6;1.4;0;NA;0;0.8;0;0.6;0.2;0.8;1.2;1;0;0;NA;3.2;3.6
1980;5;28;9.4;NA;1.2;1.8;2.4;2.8;3.2;2;0.2;0.4;5.2;2.8;3.2;4;1.2;NA;0;1.6;0.4;2.6;1;0.8;1;1.4;0;0;NA;2.2;7
1980;5;29;15.4;NA;3.4;17.8;1.8;11.2;30.8;17.6;4.6;10.2;13.6;15.4;29.8;15;3.8;NA;18.4;8.6;3.8;25;24;12.8;13.4;14.6;0;0;NA;6.8;7.6
1980;5;30;20;NA;1.6;3.4;2;2;0.6;16.6;0.8;6.8;9.4;4;4.4;13.6;0;NA;0;15.4;3.4;0.6;3;14.4;31;9.8;0.4;0;NA;19;8
1980;5;31;14.6;NA;0;5.4;2.4;0;4.2;5.2;0;1;2.4;9.2;6.8;20;0;NA;7.5;6.2;4.6;1.8;0;3;3;5.2;0;0;NA;9;2.8
1980;6;1;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;0;0;0;0.2;0;0;0;0;0;0
1980;6;2;0;NA;0;0;0;0;0;0;0;0;0;0;0;0.4;0;NA;12.1;0;0;0;0;0;0.8;0;0;0;0;0;0
1980;6;3;0;NA;0;0;0;0;0;0;0;16.6;0;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;1.6;0;0;0
1980;6;4;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0.6;0;0;0
1980;6;5;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;0;0;0;0.2;0;0;4.4;0;0;0
1980;6;6;0;NA;0;0;0.2;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;33;0;0;0
1980;6;7;2;NA;0;0;0;0;0;0;0;0;0;0;0.2;2.2;0;NA;0;0;0;0;0;0;1;0;0;4.2;0;0;0
1980;6;8;44.2;NA;0.2;2.6;0.2;5.2;92.2;12.4;0.8;0.2;35;0.4;89.6;35.5;0.4;NA;6;3.6;2.2;4.4;1.4;3;2.4;7.2;0;13.2;23;42.4;9.6
1980;6;9;37.4;NA;15.4;19.8;10;27.2;79;28.6;11.4;5.4;19.2;5.4;52.2;63.2;8;NA;13.2;5.6;0;6.8;8.6;13.8;15.2;15.8;10;0;59.2;37.6;16.2
1980;6;10;30.6;NA;2;49.2;4.6;9.6;10.8;51.2;1.2;4.4;31.6;15.6;19.6;30;1.2;NA;56;41;4;44.8;3.2;49.2;56.6;34.2;0.8;38;43.2;48;38.6
1980;6;11;5;NA;12;44.2;4.6;0.4;30.8;22.4;14;51;12.8;4.4;17.8;6.5;14;NA;9.5;38.6;11;2;5;41;43.6;24.2;0.5;15.4;28;14;8.6
1980;6;12;0;NA;0;0;0;0.2;0;0;0;0;0;0.4;0;0;0;NA;0;2;0;0.4;0;0;0.2;0;0;0;0;0;0
1980;6;13;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0
1980;6;14;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;0.2;0;0;0;0;0;0;0;0;0
1980;6;15;0.4;NA;0;1.6;0;0;0;1.4;0;0.6;0;0;0;0.5;0;NA;1.1;0;0;0.4;0;3;2;0;0;0;0;0;0
1980;6;16;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;0;0;0.2;0;2;0;0;0;0;0
1980;6;17;0;NA;0;8.8;0;0.2;0.2;0;0;0;0;0;1.2;0;0;NA;0;0;0;0;0;0;0;0;0;0.2;0;0;0
1980;6;18;0.8;NA;0;0;1.4;1.4;0;1.6;0.2;0;0.6;0.6;0;0.6;0.4;NA;0;0;0.6;0;0.4;0;0;0;0;0.8;0;1.6;3.4
1980;6;19;0;NA;0;0;0;0;0;7;0;0;6.2;0;0;0;0;NA;0;0;0;0;0;2.4;0;10.8;0;0.4;0;1.4;0
1980;6;20;0;NA;0;0;0;0;0;0;0;0;0;0;0.8;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0
1980;6;21;0;NA;0;0;1;1;0;0;0;0;0;0.6;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0
1980;6;22;0;NA;0;0;0;5.8;0;0.8;0;0;0;0.2;0;0;0;NA;0;0.2;0;0;0;0;0.6;0;0;0;0;0;0
1980;6;23;0;NA;0;0;0;0;0;0.2;0;0;0;0;0;0;0;NA;0;0.2;0;5;0;0;0;0.4;0;0.2;7.4;0;0
1980;6;24;11;NA;5.6;0;7.2;8;4.6;31.4;7.6;5.2;21;6.8;0.4;15;5.8;NA;8.4;16.6;10.8;8.4;4;18.2;26.6;16.2;10;4.6;35.2;20;23.8
1980;6;25;0;NA;0;0.4;0;0;0;2.2;0;0;0;0;2.2;0;0;NA;0;1.8;0;0.2;0.2;6.8;2;1.4;0;20;2.2;0;0.4
1980;6;26;0;NA;0;1.6;0;0.2;0;0.2;0;0;0;0;0;0;0;NA;0;0.2;0;0.4;0;0;0;0;0;0.2;0;0;0
1980;6;27;9.4;NA;0;8.6;2;0;10.6;5;0;0;4.8;0.8;0;10;0;NA;0;17;0;0.4;1.8;6.6;20.6;7.8;0;19.6;6;4.2;3
1980;6;28;0.2;NA;0;4.8;0;0;0;0;0;0;0.2;0;0;0;0;NA;0;4.6;4;2.8;0;0;0.6;0;0;0;0;0;0
1980;6;29;0;NA;0;0.2;0;0;0;0.2;0;0;0;0.2;0;0;0;NA;0;0;0;0.6;0;0;0.8;0.2;0;1.4;0;0;0
1980;6;30;0;NA;0;2.4;0;0;0;0.2;0;0.2;0;0.2;0;0;0;NA;1.8;0;0;1.4;0;0.4;0.6;0;0;12.4;0;0;0
1980;7;1;0;NA;0;0;0;0;0;0;0;0;0;0;9.4;0;0;NA;0;0;0;0;0;0;0;0.2;0;0;0;0;0
1980;7;2;0;NA;0;0.4;0;0;0.4;1.6;0;0;0;0;0;0;0;NA;0;0.6;0;0;0;0;0.4;0.2;0;0;4.6;0;0
1980;7;3;0;NA;0;0;0;0;0;0;0;0.2;0;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0.2;0;0;0
1980;7;4;0;NA;0;0;0;0;0;0;0;0;0;0;8.2;0;0;NA;0;0;0;0.2;0;0;0;0;0;0;0;0;0
1980;7;5;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0
1980;7;6;0;NA;0;0.6;1;1.6;0.8;0;0;0;0;0;0;0;0;NA;0.5;0;0;0;0;0;0.2;0;0;0;0;0;0
1980;7;7;2.2;NA;1;0.2;4.6;1.6;0;1.6;0;0;0;2.2;0;2.2;1.8;NA;0;0;0;0;0.6;0;0;0.2;0;7.2;2.6;1;0
1980;7;8;0;NA;0;0.2;0.4;0.6;0;0;0;0;0;0.4;0;0;0;NA;0;0;0;0;0;0;0.2;0;0;5;0;0;0
1980;7;9;1.2;NA;0.6;0.4;0.8;2.2;0.8;2.6;0.6;0;2.6;0.4;0.8;0.8;0;NA;0;1.8;2.6;0.6;0.4;0.4;1.8;3;0;0.2;9;7.4;2.8
1980;7;10;10.8;NA;0;6.4;10.8;0;1.4;29.8;0;8;3.2;17.4;1.2;9.5;0;NA;15;13.4;0;13.2;4.4;13.2;15.8;10;0;3.4;33;12.8;15
1980;7;11;0;NA;0;0.2;0;0.8;0;0.4;0;0;0;0;0;0;0;NA;0;2.2;0;0;0;1.8;0.2;0;0.9;0;0;0;0
1980;7;12;0;NA;0;0.2;0;8.8;0;6.4;0;0;2.4;0;0;0;0;NA;0;0.2;0;0;0;0;0.4;0;0;0;0;12.8;15
1980;7;13;0;NA;0;0;0;0;0;1;0;0;0.6;0;0;0;0;NA;0;0;0;0;0;0;0.8;0;0;0;0;0;0
1980;7;14;0;NA;0;0.4;0;0;2.2;0.8;0;1.6;0;0;0.6;0;0;NA;2.5;3.2;0;1.4;0;2.6;2.8;1.6;0;6.2;0;0;0
1980;7;15;4.6;NA;0;0.2;0.4;0;7.2;7.2;0;0;0;0.8;11.6;5.6;0;NA;0;0.6;0;0;0.2;3.8;2.8;1.4;0;3.4;10;2.6;0
1980;7;16;0;NA;0;0;0.2;0;0;0;0;0;0;0.2;0;0;0;NA;0;0.2;0;0;0;0;0;0;0;9.2;0;0;0
1980;7;17;1;NA;0;0.8;0;0;0;0.4;0;0.6;0;0;0;0.3;0;NA;0;0.6;0;0.2;0;0.8;1.2;0.2;0;0;0.6;0;0
1980;7;18;0;NA;0;0;0;0;0.2;0;0;0;0;0;0;0;0;NA;0;0;0;2.2;0;0;0;0;0;0;0;0;0
1980;7;19;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0
1980;7;20;0;NA;0;0;1;0;0;0;0;0;0;0.8;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0
1980;7;21;11;NA;0;0.4;0.4;0;20;6.8;0;0;3.6;1.2;22.4;3.5;0;NA;0;1;0;0.6;0.2;0;0.8;2.2;0;0;6;8.8;4.4
1980;7;22;0;NA;0;3;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0
1980;7;23;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0
1980;7;24;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0
1980;7;25;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;3.8;0;0;0
1980;7;26;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0
1980;7;27;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0
1980;7;28;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;0;0;0;0.2;0;0;0;0;0;0
1980;7;29;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;19.8;0;0;0
1980;7;30;0;NA;0.6;0;0;0;0;0;0.4;0;0;0;0;0;0.8;NA;0;0;0;0;0;0;0.2;0;0;0;0;0;0
1980;7;31;0;NA;0;0;0;0;0;0;0.2;0;0;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0
1980;8;1;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0
1980;8;2;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0
1980;8;3;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0
1980;8;4;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0
1980;8;5;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0
1980;8;6;0;NA;0;12;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0
1980;8;7;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;46.4;0;0;0
1980;8;8;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0
1980;8;9;10.2;NA;0.4;32.4;0;0;22.6;41.2;0.6;1.2;0;1.6;21.8;10.5;0;NA;13.3;63;0.8;5.4;0;20.8;32.6;11.4;0;0;33;19.2;45.4
1980;8;10;0;NA;0;0;0;0;0;0;0;0;24;0;0;0;0;NA;0;0;0;0;0;0;0.2;0;0;0;0;0;0
1980;8;11;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0
1980;8;12;0;NA;0;0;0;0;0.2;0;0;2.6;0;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;1.2
1980;8;13;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0
1980;8;14;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0
1980;8;15;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0
1980;8;16;45;NA;33.6;0;68;2;46.4;4;17.4;2.4;42.6;49.6;53.8;0;42.8;NA;27.2;0;0.4;4.2;69;0.6;11.4;29.6;27;0;0;17.8;32.4
1980;8;17;36.6;NA;11.8;60;8;7.4;9.2;37.8;9.2;46.8;32.8;7;11.2;0;6.8;NA;10;43.3;4;14.8;9;28;21.4;11;13;58.6;50;39.2;13
1980;8;18;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0
1980;8;19;0;NA;0;0;0;0;0;0;0;0;0;0;0;40;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0
1980;8;20;0;NA;0;0;0;17;0;0;0;0;0;0;0;33;0;NA;0;0;0;0;0;0;0.4;0;0;0;0;0;0
1980;8;21;0;NA;0;0;0;0.2;0;0;0;0;3.2;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0
1980;8;22;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0.5;0;0;0;0;0;0;0;0;0;0;0
1980;8;23;0;NA;0;0;0;0;0;0.2;0;0;0;0;0;0;0;NA;0;0;0;0;0;0;0.4;0;0;0;0;0;0
1980;8;24;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0
1980;8;25;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0
1980;8;26;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0
1980;8;27;0;NA;0;0;0;0;0;0;0;16.2;0;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0
1980;8;28;36;NA;57.8;26.6;100;47.4;55.8;37.6;21.8;0.2;17;95.8;70.6;32;47.6;NA;44.1;74.2;30.8;16;66.2;34.6;41.8;32.4;75;37.6;33.2;29;32.8
1980;8;29;1.4;NA;0.6;0.8;2.8;0;1.6;1;0;0;1;2.8;5;0.5;0.4;NA;0;3.4;0.4;0;2.2;3;0;1.4;0.7;3.8;3.2;0.2;1.4
1980;8;30;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;0;0;0;0.2;0;0;0;0;0;0
1980;8;31;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0.2;0;0;0;0;0;0;0;0;0;0;0
1980;9;1;0;NA;0;7.6;0;0;0;0;0;0;0;0;0;0;0;NA;6.9;6.6;0;0;0;1.4;0.2;0;0;0;0;0;0
1980;9;2;0;NA;0;0;5.6;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0.2;0;0;0
1980;9;3;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;5.2;0;0;0
1980;9;4;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0
1980;9;5;0;NA;0;0;0;0.4;0;0;0;0;0;0;0;0;0;NA;0;0;0;0;0;0;0.2;0;0;0;0;0;0
1980;9;6;0;NA;0;0;0.4;0.6;0;0.4;0;0;0;0;0;0;0.2;NA;0;0;0;0;0;0;0;0.4;0;14.8;0;0;0
1980;9;7;0;NA;0;0.4;0;0;0;1.6;0;0;0;0;0;0;0;NA;0;0;0;0;0;1.4;0;1;0;0;0;0;0
1980;9;8;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0
1980;9;9;0;NA;1.4;0;0.4;0;0;0;0;0;0;0;0;0;5.4;NA;0;0;0;0;0;0;0;0;0;0.2;0;0;0
1980;9;10;3.4;NA;0;12.8;1.2;0;0;7.6;0;22.4;3;4.4;5.4;0;0;NA;15;15.4;0;7;1;1.4;11.2;9.2;0;3.8;5.6;4.8;3.2
1980;9;11;0;NA;0;0;0;0;0;0;0;0;0;0;0;1.5;0;NA;0;0;0;0;0;0;0.2;0;0;0;0;0;0
1980;9;12;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0
1980;9;13;0;NA;0;0;0.2;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0
1980;9;14;0;NA;0;0;0;0;1.4;0.4;0;0;0;0;0;0;0;NA;0;0;0;0;0;0;0.2;0;0;0;0;0;0
1980;9;15;0;NA;0;0;0;0;0;0;0;0;0;1;0;0;0;NA;0;0;0;0;0;0;0.4;0;0;0;0;0;0
1980;9;16;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;0;0;0;0.2;0;0;0;0;0;0
1980;9;17;0;NA;0;0;0;0;4.2;0;0;0;0;0;0;0;0;NA;0;0;0;0;0;0;0.2;0;0;0;0;0;0
1980;9;18;0;NA;0;0;0.6;0;1.2;0;0;0;0;0;0;0;0;NA;0;0;0;0;0;0;0.2;0.2;0;0;0;0;0
1980;9;19;0;NA;0;0;0;0.8;2.6;0;0;0;0;0;0;0;0;NA;0;0;0;0;0.8;0;0;0;0;0;0;0;0
1980;9;20;0;NA;0;0;3.2;0;16;0;0;0;0;0;3.8;0;0;NA;0;0;0;0;17.6;0;0.2;0;0;0;0;0;0
1980;9;21;0;NA;0;0;0;0;1.8;0;0;0;0;0;0;0;0;NA;0;0;0;0;0;0;0.2;0;0;20.4;0;0;0
1980;9;22;0;NA;0.4;0.6;3;1.4;0;0.2;0.2;0;0;0.8;1.6;0;0.8;NA;0;0;0.2;0;1.6;0;0;0;0;0.8;0;0;0
1980;9;23;43;NA;8.2;18;7;25.6;0;34.4;0.4;0;17.2;0.2;28.4;0;7.4;NA;0;30.8;0.4;0.8;6.8;61.4;36.6;50.2;30;0;24;8.6;32
