yy;mm;dd;aeronautica_6827;aeronautica_6828;aeronautica_6856;aeronautica_6869;aeronautica_6874;aeronautica_6881;aeronautica_6883;aeronautica_6891;aeronautica_6919;aeronautica_6923;calabria_146;calabria_7;calabria_34;calabria_127;calabria_140;calabria_191;calabria_196;calabria_212;calabria_213;calabria_246;calabria_294;calabria_386;sicilia_11806;sicilia_11807;sicilia_11839;sicilia_11842;sicilia_11843;sicilia_11857;sicilia_11864;sicilia_11876;sicilia_11888;sicilia_11933;sicilia_13881;aeronautica_6812
2013;9;19;0.5;0;0;0;0;0.3;0;NA;0;NA;0;0.2;0.6;0;1.8;0;0;0;0;0;0.2;0;0;0;0;0;0;2.8;0;0;0;0;0;0
2013;9;20;0;0;0;0;0;0;0;NA;0;NA;0;0;0;8;0;1.4;0;0;0.2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;15
2013;9;21;0;0;0;0;0;0;1;NA;0;NA;0;0;0;4.8;0;0;0.2;8.4;10;0;0;0;0;0.6;0;0;0;13.4;0;0;0;0;0;0
2013;9;22;0.8;0;0;0;0;3;0;NA;0;NA;0;0;0;0;0;2.2;0;0.6;0.4;0;0;0;0;0;0;0;0;5;0;3.6;18.8;0.2;0;0
2013;9;23;0;0;0;0;0;0;0;NA;0;NA;0;0;0;0;0;1.4;0;0;0;0;0;0;0;0;0;42.4;0;3.8;0.2;11.4;5.2;4;0;0
2013;9;24;0;0;0;0;0;0;0;NA;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2013;9;25;0;0;0;0;0;0;0;NA;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2013;9;26;0;0;0;0;0;0;0;NA;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2013;9;27;0;0;0;0;0;0;0;NA;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0;0;0;0
2013;9;28;0;0;0;0;0;0;0;NA;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0;0;0;0
2013;9;29;0;0;0;0;0;0;0;NA;0.3;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0.5
2013;9;30;3;18;8.6;1;0.5;0;0.5;NA;6.1;NA;5.8;12;24.2;0.4;2.2;0.4;2;0.6;2.2;2.4;0;14.4;1;1.8;2.2;0.6;0.4;0;0;1.6;0.8;0;0.8;14.5
2013;10;1;0;4.1;6.1;0;0;10.9;0;NA;0;NA;1;6.4;6.8;0.2;1.8;2.4;2.6;1.4;0.4;4;2.8;0;0.8;0;0;0;0;44.6;0;2;0;0;0;27.9
2013;10;2;0;0;0;0;0;2;0;NA;0;NA;0;0;0.2;0.4;6;1;4.6;2;3;0.6;5.4;0.4;0;0;0;0;0;2.8;0;0;0;0;0;0
2013;10;3;0;0;0;0;0;0;0;NA;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0;0;44.8;0;0;0
2013;10;4;0;0;0;0;0;0;0;NA;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0;0;0
2013;10;5;39.9;2;0;0;28.2;0;1;NA;3;NA;2.6;16;4.8;4;3;0;0;0;0;0.6;1;7.6;0;0;0;0;0;0.4;0;0.6;0;0;0;3
2013;10;6;25.1;2;3.3;10.9;25.9;0.5;16;NA;0;NA;1;16.4;27.6;3;1;4.2;5.2;8.6;3.6;2;3;16.6;5;0.6;8;23.6;37.4;2.8;0;2;1.6;17;2.2;2.3
2013;10;7;9.9;2.3;126;36.1;0;7.9;0;NA;0;NA;0;0;0;0.6;0;0;0;0;0;0;0;0;1.2;11.6;6.4;27.4;19.4;11.4;29.8;21.8;3.6;18.2;3.8;0.3
2013;10;8;23.1;6.1;2;9.9;0;7.1;0;NA;0.5;NA;2.2;0;0;0;0.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2;4.8
2013;10;9;9.9;23.9;1;0;0;0;0;NA;0;NA;0;0;13;0;0;0;0;0;0;0;0;0.8;0;0;0;0;0;0;0;0;0;0;0;0
2013;10;10;0.3;0;0;0;0;0;7.1;NA;0;NA;0.2;0;0.6;0;0;0;0;0;0;0;1.8;0;0.8;1;0.2;0;0;0;0;0;0;0.2;0;2
2013;10;11;2;0.8;0;0.5;26.9;8.9;1.3;NA;0;NA;4.4;0.4;0.2;1;0.6;2.6;5;7.8;4.6;7.2;13.4;0;1.4;0.4;0.2;0;0.2;0.8;1.2;0;0.2;0.2;7.4;0
2013;10;12;17;0.5;0.8;0;0;0.5;0;NA;0.3;NA;0.2;0.2;0;0.2;0.4;1.2;1.4;0.4;0.6;0.4;1.2;0;42.4;42;1.2;0;0.4;25.4;0;11.2;5.2;6.2;0;0.5
2013;10;13;0;0;0;0;0;0;0;NA;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.6;0;0.4;2;0;0;0;1.6;0.2;0
2013;10;14;0;0;1;0;0;0;0;NA;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0
2013;10;15;0;0;0;0;0;0;0;NA;0;NA;1.2;0;0.2;0;1.2;0;0;0;0.2;0;3.8;0;0;0;0;0;0;0;0;0;0;0;0;0
2013;10;16;35.1;2;8.9;6.1;0;14;0;NA;0;NA;24.2;7;27;4.4;26.2;29.2;25.6;6.6;6.6;13.2;6.6;1.4;0;0;0;0;0;6.8;0;0;0;0;0;0
2013;10;17;0;0;0;0;0;0;0;NA;0;NA;0;0;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;1.6;0;0;0;0
2013;10;18;0;0;0;0;0;0;0;NA;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0;0.4;0;0
2013;10;19;0;0;0;0;0;0;0;NA;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0;0.2;0.2;0
2013;10;20;0;0;0;0;0;0;0;NA;0;NA;0;0;0;0;0;0;0;0;0.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2013;10;21;0;0;0;0;0;0;0;NA;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2013;10;22;0;0;0;0;0;0;0;NA;0;NA;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0.2;0;0;0;0;0;0;0;0;0
2013;10;23;0;0;0;0;0;0;0;NA;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2013;10;24;0;0;0;0;0;0;0;NA;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0;0;0.2;0;0;0;0.2;0;0
2013;10;25;0;0;0;0;0;0;0;NA;0;NA;0;0;0;0;0;0;0;0;0.2;0;0;0;0.2;0;0;0;0;0;0;0;0;0;0;0
2013;10;26;0;0;0;0;0;0;0;NA;0;NA;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0.2;0;0;0.2;0;0;0;0;0;0
2013;10;27;0;0;0;0;0;0;0;NA;0;NA;0;0;0;0;0;0;0;0;0;0;0.2;0;0;0;0.2;0;0;0;0;0;0;0.2;0;0
2013;10;28;0;0;0;7.1;0;0;0;NA;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0
2013;10;29;0;0;0;0;0;0;0;NA;0;NA;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0.2;0;0;0;0;0;0;0;0;0
2013;10;30;0;0;0;0;0;0;0;NA;0;NA;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2013;10;31;0;0;0;0;0;0;0;NA;13.7;NA;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0.2;1.2;0.6;0;0;0;0;0.2;0;0.3
2013;11;1;0;0;0;0;2;23.9;3;NA;10.4;NA;1.8;0;0;0;0.6;3.8;1.8;0;2.6;0;8;0;6;1.2;1.4;13.6;10.4;0;1.2;0.2;0;1.6;5;0
2013;11;2;0;0;0;0;0;0;0;NA;0;NA;0;0;1;0;0;0;0;0;1.6;0;0;0;3.8;0;0;0.4;0;0;0;0;0;0;0.2;0
2013;11;3;7.9;0;0;0;0;0;0;NA;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
2013;11;4;0;0;0;0;0;0;0;NA;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.6;0;0;0;0;0;0
2013;11;5;7.1;1.3;6.1;5.1;16;19;5.1;NA;4.8;NA;8;13.6;27.2;9.2;12.2;8.6;9.2;12;9.6;12.2;13.2;3.6;2.6;2.8;0.4;3.6;1.4;21.8;5.8;7.8;5;1.8;0.6;1.5
2013;11;6;0;1;4.1;4.1;0;5.8;1;NA;1;NA;0.2;0;0;0;0;0;0;0.6;0.4;5.8;12.2;0;15.6;9;1;4.4;2.2;0;20.6;1.6;2;6.6;0.8;1
2013;11;7;0;0;0;0;0;0;0;NA;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2013;11;8;0;0;0;0;0.3;0;0;NA;0;NA;0;0;0;0;0;0;0;0;0;0;0.2;0;0;0;0.4;0;0;0;0;0;0;0;0.2;0
2013;11;9;0;0;0;0;0;0;0;NA;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0;0;0;0
2013;11;10;0;0;0;0;0;0.3;0;NA;0;NA;4.6;6.8;11.8;6.4;6.2;0;0;0;0.2;3;15.8;0.2;0;0;0;0;0;31.6;0;0;0;0;0;0
2013;11;11;15.2;9.1;7.1;18;NA;10.2;9.9;NA;7.9;NA;9.4;39.6;61.2;10;17.2;5.2;8;7;6.2;11.2;22.6;26;21;8.6;8.6;22.8;18.8;0.8;21.4;8.6;6.8;2.4;2.4;4.1
2013;11;12;1;71.1;37.1;88.9;0;0.5;7.6;NA;2;NA;0.6;0;0.2;1.8;1.4;23.6;3.6;16.8;11;1.4;3;0.4;33;17.8;4.6;11.6;9.8;0;2;0.2;0;6;14;23.1
2013;11;13;0;6.1;9.9;19;18;0.8;25.9;NA;0.3;NA;53.4;7.2;22.6;46.8;55.6;51.4;18.8;14.6;11.2;0;5.4;34.2;0.4;0;1.8;5.6;7.2;0.4;3;0.6;2.6;0.2;0.2;17
2013;11;14;0;0;1;0.5;0;5.8;0.3;NA;0;NA;1.2;0.8;5.6;3;1.6;1.4;0;0;0.2;12;0;8.6;2.6;3.4;0.4;0;0;1;15;2.6;0.4;5.6;4;0.5
2013;11;15;0;0;0;0;8.9;1;7.1;NA;0;NA;65.6;15.2;16.4;71.2;61.8;13.4;26;0.2;0.2;0;0;28.4;0;0;0.2;0;6.6;0.2;0;0;0.2;0.6;0.4;0
2013;11;16;0.5;0;0;6.1;0.5;0.5;3;NA;0;NA;41.8;1.8;11;61.6;8.2;0;0.4;4.8;6;0;0;70.2;2.4;7.8;2.4;7.8;0.8;6;12.6;4;9;0.6;7.4;0
2013;11;17;0;2;0.8;11.9;0;0;0;NA;0;NA;0;0;0.2;0;0;0;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0;0;0;0
2013;11;18;0;0;0;0;0;7.9;0;NA;3;NA;8.2;1.2;0.6;9;5.2;30.2;45.8;22.8;5.8;0;0.2;0.2;0;0;0;0;0;0;0;0;0.8;0;0;0
2013;11;19;37.1;4.1;51.1;13;9.9;30.2;3;NA;16;NA;110.8;9;7.6;44.4;140.4;0.2;0;6;6.4;4.2;1.6;6.6;34.6;3.6;36.4;6;1.4;2.4;2.2;4.2;1.2;23.6;2.2;3
2013;11;20;6.9;2;0.5;0;4.3;0;4.1;NA;1;NA;0.6;20.4;42.4;0.2;5.2;0.2;1.6;0.4;0.4;2;1;10.6;1;0.2;0.8;0;0;0.8;0.2;0;0;1.8;4.2;0
2013;11;21;1.5;0;0;0;20.1;7.9;2.8;NA;2;NA;1.4;13;26;1.2;6.8;0;0;0;0;6.4;4;12.2;4;3.8;5.4;6.2;3.4;0;2.8;9.2;2.8;2.6;3.2;0
2013;11;22;16;3;0;0;30;0;2.3;NA;16;NA;0;0.2;21.6;0;0;0.8;0;0;0;0;0.2;4.8;4.4;1.8;1;1.8;0;6.6;0.4;0;0;0;1;0.8
2013;11;23;26.9;2.8;0;8.9;11.9;0;3;NA;3;NA;0;36.2;58.4;0.6;1;0;0;0;0;0;0;15.8;9;3.6;6.2;3.2;5.8;1.4;8.2;3.2;0.4;1.2;2;1
2013;11;24;4.8;0.3;0;17;20.1;0;25.9;NA;0.5;NA;5;7.6;4.6;0;4;0;0;0;0.2;0.2;9.8;0.8;23.6;8.8;10.2;14.2;17.2;0.4;3;3.4;1;6.6;18;0.8
2013;11;25;4.1;2.3;0;3;4.1;0.5;3;NA;0;NA;0.4;3.2;11.6;0.2;1.8;0.4;2.8;2;1;4.4;4;6.8;8.2;9;9.6;20;32.8;0.6;4.4;5.8;2;5.6;4.6;22.1
2013;11;26;4.1;7.1;NA;1.3;4.6;26.9;2;NA;0;NA;21.2;9.4;2.6;13.4;14.4;9.8;12.6;3;0.8;15.6;18.2;6.8;4.4;5.4;0.4;0;0;15.6;0;0;0;4;4;3
2013;11;27;0;2;5.1;1;1;8.1;2.8;NA;0;NA;0.2;0;2;0;0.8;0;0;0.4;0;6.8;10.2;0.4;1.4;0.4;0.6;0;0;25.6;0;1.6;0;1.8;2.2;6.1
2013;11;28;3;0;0;0;3;0;2;NA;0;NA;1.2;0;1.6;1.8;0.2;0.2;2;0.4;2.2;0;0.2;0;0;0.4;1;9.2;6;2.6;0;0;0;2.4;0.8;0
2013;11;29;0.5;0;0;0;1.3;0.5;0.3;NA;0;NA;4;0.6;5.4;5;3.4;27.6;15.6;41.6;61;3.2;1.4;5.6;0;1.4;0.4;0.6;0.8;0.2;5.2;0;0;0.2;1;0
2013;11;30;0;6.1;11.9;31;0;5.1;0;NA;0;NA;17.4;10;13.2;18.8;14.6;28.8;33.2;85;92.2;12.6;14.8;11;0;0.2;1.2;0;0;0.4;0;0.4;19.8;0;0.2;0
2013;12;1;0.8;49;64;27.9;100.1;27.9;13;NA;2;NA;30.6;30.4;33.4;59.6;41;15.4;19.4;32.8;32;23.4;24.6;37.4;9.2;8.8;7.2;9.6;7.2;20.6;36.8;11.8;19.4;53.4;27.6;29
2013;12;2;4.1;1;0;0.3;4.1;0.3;0.3;NA;15;NA;1.4;3.8;6.6;2.2;0.8;0;0;0;0.6;0;0;0.2;3.8;8.4;2;3;0.6;3.6;34.8;8.4;4;0.4;6.4;13
2013;12;3;10.9;0;0;1.5;27.9;11.7;0;NA;0;NA;26.2;27.4;15.6;28.6;22.6;50.6;48;48.6;55;12.4;16.6;12.4;6.4;4;4.6;2.8;3.8;5.4;3.6;10.8;8.2;3;0;0
2013;12;4;0;0;0;0;0;0;0;NA;0;NA;0;0;0;0;0;0;0;0;0.6;0;0;0;0.6;0;4.6;4.4;4.4;8.4;3.4;6.2;10.6;20.4;0;0
2013;12;5;0;0;0;0;0;0;0;NA;0;NA;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0;0;0;0
2013;12;6;0;0;0;0;0;0;0;NA;0;NA;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0;0.2;0;0;0;0;0;0;0
2013;12;7;0;0;10.9;0;0;0;0;NA;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2013;12;8;0;0;0;0;0;0;0;NA;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0;5.2;0.2;0;0
2013;12;9;1;0;0;0;0;3;7.6;NA;0;NA;0;3;6.2;0;0;0;0;0;0;4;1.2;1.6;8.8;6.8;0;0;0;0;0;0;0;0;11.8;0
2013;12;10;0;0;0;0;0.5;3.3;0;NA;0;NA;0;0.2;0;0;0;0;0.6;0.2;0;1.6;0.8;0;0.2;0.6;0;0;0.2;2.4;0;0;0;0;2;0
2013;12;11;0;0;0;0;0;0;0;NA;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.8;0;0;0;0;0;0
2013;12;12;0;0;0;0;0;0;0;NA;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0;0;0.6;0;0;0;0;0.2;0
2013;12;13;0;0;0;0;0;0;0;NA;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0;0
2013;12;14;0;0;0;0;0;0;0;NA;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.4;0;0;0.2;0;0;0;0.2;0.2;0
2013;12;15;0.3;0;0;0;0;6.1;0;NA;0;NA;4.2;2.2;2.2;0;4.8;2.4;1.8;0.4;0.2;11.6;11;0;0;0;0.2;0;0;0;0;0;0;0;0;0
2013;12;16;0;0;4.1;0;0;4.1;0;NA;0;NA;0.2;0;0;0;0;0.2;0.2;0.4;0.2;0.8;0.4;0;0;0;0.2;0;0;0;0;0;0;4.6;0;0
2013;12;17;0;0;0;0;0;2;0;NA;0;NA;0;0;0;0;0;0;0;0;0;0.8;0;0;0;0;0;0;0;8.4;0;0;0;0;0.2;0
2013;12;18;0;0;0;0;0;0;0;NA;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2013;12;19;0;0;0;0;0;0;0;NA;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0;0;0;0
2013;12;20;0;0;0;0;0;0;0.3;NA;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0.6;0
2013;12;21;0;0;0;0;0;0;0;NA;5.1;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.8;0;17;0;0;0
2013;12;22;0;0;0;0;0;0;0;NA;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.8;0;0.6;0;2.6;0;18.6;0.4;0;0
2013;12;23;0;0;0;0;0;0;0;NA;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.8;0;0;0
2013;12;24;0;0;0;1;0;0;0;NA;0;NA;0.4;0.4;0;1.6;0.8;14.2;11.4;3.6;3;0;2.6;0;0;0;0;0;0;0;0;0;0.2;0;0;0
2013;12;25;0;0;3;2.3;0;0;0;NA;0;NA;0.2;0;0;3.2;1.4;0;0;0;0;0;0;0;0;0;0.2;0;0;0;0.8;0;0;0;0.2;0
2013;12;26;22.1;2;6.1;4.1;8.6;19;13;NA;10.9;NA;13.6;19.8;48.8;19.4;29.8;13.4;14;13.2;17.8;22.6;30;14.6;6.4;14.2;5;8;5.2;0.4;0;0;0;3.4;8;0
2013;12;27;4.1;5.1;11.2;13;1;5.3;2;NA;0;NA;0;6;6;0;1.4;0;0.2;0;0;3;11.2;0.8;23;13.2;13;23;32.4;11.2;33.8;23.2;5.8;11.4;8.4;1
2013;12;28;0;0;0;0;1;2;0;NA;0.3;NA;0;0;0;0;0;0;0;0;0;1.8;0;0;3.4;0.8;0.2;2.8;0.2;8.4;0;0;0;0.2;0;0
2013;12;29;0.5;0;0;0;0;0;0;NA;0.3;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0;0;0;0
2013;12;30;0.8;0;0;0;17;0;5.1;NA;0;NA;2;0;0;0;0;0;0;0;0;0;2;0;23.6;0.2;0;0;0;0;0;0;0;0;11.2;0.3
2013;12;31;0;0;8.1;8.9;2.3;23.9;7.1;NA;0;NA;26.8;4.4;4.6;26.6;24.8;38;26.4;23.6;28.6;29.2;46.4;3;0.4;1.2;18.2;6.6;18.6;23.8;15.6;19.6;31;21.8;11.4;3
2014;1;1;0;0.3;13;6.4;0;65;9.9;NA;0;NA;4.2;0.6;1;2.2;1.2;0;0.2;1.6;3.8;16;14.8;0.4;14.8;20.4;3.2;1.6;2.2;25.8;4.2;10;19;8.4;3.2;0.5
2014;1;2;4.1;0;0;0;0;1;0;NA;0;NA;0.2;0.4;1.2;0;0.2;0;0;0.2;0;1.6;0.2;0;0;0;0.2;0;0;0;0.8;0;0.4;2.2;0;0
2014;1;3;19;0;0;0;0;0;0;NA;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0;0;0;0
2014;1;4;8.9;0;0;0;0;0;0;NA;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2014;1;5;9.9;0.5;7.1;1;1;25.9;1;NA;8.9;NA;8.8;15.2;30.6;16.2;9.6;31.2;32.4;24.4;22.4;22;33.6;7.4;0.6;0.6;0;1;4.2;0;0.6;0;0;0.2;0;0
2014;1;6;3;0;3;14;6.1;1;5.1;NA;0;NA;0.2;0.2;0;0;0.2;0.4;0;0;0;0;4.2;2.6;16.4;5.6;6.8;11;16.4;10.6;8;9.2;0.2;9;18.6;0.8
2014;1;7;0;0;0;0;0;0;0;NA;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2;3.4;0;1.4;0;0;0;0.6;0.8;0
2014;1;8;0;0;0;0;0;0;0;NA;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0.2;0;0;0;0;0;0;0.2;0
2014;1;9;0;0;0;0;0;0;0;NA;0;NA;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0.2;0;0;0.2;0;0;0;0.2;0;0
2014;1;10;0;0;0;0;0;0;0;NA;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.4;0;0;0;0;0;0;0;0.2;0
2014;1;11;0;0;0;0;0;0;0;NA;0;NA;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0.2;0;0;0;0;0;0;0;0;0
2014;1;12;0;0;0;0;0;0;0;NA;0.5;NA;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0.2;0;0;0;0;0;0.2;0;0;0
2014;1;13;0;0;0;1;0;0;0;NA;0;NA;0;0;0;0;0;0.6;0;0;0;0;0;0;0;0;0;0.2;0;0;2.8;0;0.2;0;0;0
2014;1;14;17;0.3;0.3;3;6.1;0;4.1;NA;7.9;NA;0;1;2.2;0;0;1.4;3.6;1.2;1.2;16;5;0.2;0;0;0.2;0;0;0;0;0;0;0;0.2;0
2014;1;15;4.1;0;0;2;2;11.9;0.3;NA;1;NA;0.4;8.8;4;0;1.4;0.4;0.4;0.8;0.8;3.6;10.2;1.4;5;4.4;11;17;35.6;6.4;14;11.6;3.2;6.4;6.6;0
2014;1;16;0;0;0;0;3;0.3;0;NA;0;NA;0;0;0;0;0;0;0;0;0;2.2;0.8;0;0.2;2.8;0.2;0;0;0.4;0;0;0;1.2;0;0
2014;1;17;0;0;0;0;0;0;0;NA;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0;0.2;0;0;0;0;0;0;0;0;0
2014;1;18;0;0;0;0;0;0;0;NA;0;NA;0;0;0;0;0;0;0;2.8;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2014;1;19;0.5;1;17;3;0;3;0.8;NA;3;NA;0.2;10;41;2.2;3;1.6;2.8;7.2;4;2.6;0.2;15;0.6;1.2;7.6;0.8;1;0.6;0.8;1.2;2.8;3.8;0.2;0
2014;1;20;32;1;13;0;1;0;1;NA;21.1;NA;1.4;8;40.2;1.6;3;0;0;0.4;0;0;0;8.8;0.2;0.4;5.2;0;0.2;2.8;0.4;4.6;0.2;4.6;0;3
2014;1;21;34;3;0;0;3.3;0.5;14;NA;2.8;NA;10.8;32.4;122.6;6.6;22;0.4;0.6;0;0;0.8;0.8;18.4;21.6;8.2;3.8;5.4;4.4;0;2.6;5;6.8;12.8;9;4.1
2014;1;22;0.3;0.5;0;0;0;2.3;0.5;NA;0.5;NA;3;3.4;15.6;0;5;0;0;0;0;0.8;3;2.6;1;0;13.8;3.8;4;0;10.8;1;0;3.2;2.2;4.1
2014;1;23;4.1;0;0;0;0;0;0;NA;3.3;NA;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0.4;0;0;0;0;0;0;0;0;0
2014;1;24;20.1;0;10.9;13;3;5.3;9.9;NA;6.1;NA;16.6;19.8;46.2;14.6;20.8;31.4;21;19.2;18.4;5;10;13.6;1.8;8;0;1.6;0.4;0;3.8;17;4.8;0;2.6;2
2014;1;25;2;4.3;3.6;0.3;7.1;20.1;24.1;NA;17;NA;10;9.2;10.4;3.8;16.6;1.4;0;1.4;0.6;5.8;24.8;2.8;12.6;9.2;13.4;20.6;18.2;28.4;15;5.6;2.8;22.6;40.4;7.9
2014;1;26;0;1;1;0;0.5;0.5;0;NA;0;NA;0;0;0;0;0;0.6;0;1.8;0.8;8;4.8;0;4;1.8;11.2;0.2;0;8;0.2;4;0.2;11.8;1;0.8
2014;1;27;17;0;0;0;7.1;8.9;2;NA;0.8;NA;2.6;4;3.2;1;2.6;0.8;1;0.4;1.2;3.8;4;1;0;0;0.4;0;0;13.6;0;5;3.2;0.2;0;1.5
2014;1;28;2;0.8;13;22.1;2;21.1;1;NA;5.8;NA;7;12.4;11.8;3;9.8;1.2;2.8;5.6;1.2;12;14;6.8;3.6;3.8;3.8;19.4;16.4;30.6;20.4;5;1.8;7.8;1;3
2014;1;29;2;0;0;2;0.5;3;0.3;NA;13;NA;3.4;0.8;3.8;1.4;3;1.2;4.6;0.2;0;0;1.8;3.4;3;2.8;0.4;1.8;2.6;12;0.2;0;0;2.8;3;0
2014;1;30;0.5;0;0;3;0;0.3;0;NA;1.5;NA;0;0;1.2;3;1.2;0;0;1.4;0.8;0;0;0;0;0;0;0.2;0;0;0;0;0;0;0;0
2014;1;31;1.5;0.3;0;0;0.3;0.3;0.5;NA;0.5;NA;6.8;0.2;5.4;7;17.8;4.2;4.6;18;14.4;2;0.6;1;0;0;0;0;0;0.2;0.8;0;2.8;0;0.6;0
2014;2;1;6.6;3.8;18;11.2;0.5;9.9;5.1;NA;0;NA;53.8;31.2;34.2;72.6;79.6;41.2;33;126.2;105.6;NA;14.8;27.2;1.2;5.4;4.6;0;0.4;1.2;22.6;2.6;9;2.4;0.8;5.1
2014;2;2;13;5.6;7.9;13;9.1;3;9.9;NA;4.1;NA;32.2;3.8;13.8;50.8;50.6;23;22.6;63.4;60.6;NA;5.2;12;14.6;6.8;50.4;21.2;31.6;27.4;79.6;22.8;48;44.2;8.2;0.8
2014;2;3;6.1;36.1;1.5;2;15.5;5.1;4.3;NA;3.3;NA;32.8;27.4;29.2;77.4;38;35.8;29.4;19.4;27.8;NA;68.6;17.6;20.8;19.2;9;15.8;7.4;15.8;4.4;8;4.4;22.6;14.2;2
2014;2;4;3;13;8.9;9.9;3;0;0.8;NA;5.1;NA;1.8;1.6;0.2;0;2.6;0;0;0;0;NA;11.2;0.6;3.4;10.2;0.4;7;4;3.2;0;0;0;1;3.8;0
2014;2;5;0.8;0;0;1;1;0;9.9;NA;0.3;NA;0;0;0;0;0;0;0;0;0;NA;0;0;0.2;6.2;0;0;0;0;0;0;0;0;5.4;0
2014;2;6;9.9;1.5;2;4.1;0.3;2;0.3;NA;0;NA;1.6;4.6;14.8;0.6;4.8;0.4;0.2;0;0.2;NA;2.6;5.8;0.4;0;1;0.4;0.2;1.6;0.4;0;0;0.6;0.2;0.8
