yy;mm;dd;aeronautica_6827;aeronautica_6828;aeronautica_6856;aeronautica_6869;aeronautica_6874;aeronautica_6881;aeronautica_6883;aeronautica_6891;aeronautica_6919;aeronautica_6923;calabria_146;calabria_7;calabria_34;calabria_127;calabria_140;calabria_191;calabria_196;calabria_212;calabria_213;calabria_246;calabria_294;calabria_386;sicilia_11806;sicilia_11807;sicilia_11839;sicilia_11842;sicilia_11843;sicilia_11857;sicilia_11864;sicilia_11876;sicilia_11888;sicilia_11933;sicilia_13881;aeronautica_6812
1986;11;30;0;0;0;0;28.4;0;7.4;36.9;8.2;10.8;0;0;0;0;0;0;0;0;0;0;0;0;0.6;0.2;0;6.6;10;0;1.2;0.8;36.6;0;5.8;0
1986;12;1;0;0;0;0;0;0;0;0;2;5.7;0;0;0;0;0;0;0.2;0;0;0;0;0;0;0;0;0;0.2;0;0.4;3.6;18.4;0;0.6;0
1986;12;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0
1986;12;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0;0;0;0
1986;12;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1986;12;5;0;0;0;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0;0;0
1986;12;6;0;0;0;0;0;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1986;12;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0.4;0
1986;12;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1986;12;9;0;0;0;0;0;0;0;0;0;0.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
1986;12;10;0;0;0;0;0;0;0;8;0.1;5.6;0;0;0;0;0;0;0;4.8;3;0;0;0;0;0;0;0;0;0;8.2;0.8;2.6;0;0;0
1986;12;11;0;0;0;0;0;0;0;0.4;3.2;0;0;0;0;0;0;0;0;4.2;3;0;0;0;0;0;0;0;0;0;28.2;0;0.2;0;0;0
1986;12;12;0;0;0;0;0;0;0;0;0;0;0;8.6;0;0;0;0;0;0.6;0;0;0;0;0;0;0;0;0;0;3;0.2;0;0;0.2;0
1986;12;13;0;0;0;0.1;0;0;0.8;0;0;0;0;16.4;0;0;0;0;0;0;0;0;0;0;0.6;9.8;0;0;0;0.2;0.4;0;0;0;1;0
1986;12;14;9.6;0.1;0;5;0;0;0;0;8.4;4.4;0;0;0;0;0.6;0;0.4;0;0;0;3.5;0;0.2;0.2;0;0;0;0;0;0;0;0;2;0
1986;12;15;21.2;0.1;0;3;5;4.8;7.6;8;10.8;9.2;0;0;0;0;0;7;0.1;1.2;2;0;0;0;1;0.4;18;0.4;2.4;0;5;3.8;3.4;0;1;0
1986;12;16;4.6;0.2;0.7;0;0.4;0;2.2;0.2;0.4;0.1;0;0;20;0;0.8;8;3.3;0.8;2;0;0;1;1.6;1.2;13;8.8;5.6;0;18.8;8.4;3.8;0.8;6;0
1986;12;17;0.2;7.2;4.2;0.2;0;1.2;0.1;0;0.6;0.6;6.5;10.4;22.7;0;11.8;0;0.9;0;0;0;6.3;5.6;0.2;0.4;0;0.8;1.2;15.8;1.2;0;0;1.6;0;0.1
1986;12;18;0;2.4;0;0;9;0;5;0;0.1;0.1;0;0;0;0;0.2;0;0;0.6;0;0;0;4.5;20;15.6;7;3.6;8.4;0;0.4;0;0;7.2;5.6;0
1986;12;19;0.2;3.2;0;0;0;1;1.2;0;0;0;9.3;14.6;10;6.4;22.2;1;2.5;0;0;1.2;0.8;0;0.8;1.2;0;0;0.4;2.6;0;0.4;0;0.2;0.8;0
1986;12;20;0;3.8;4;0;1.6;19;0;0.2;0;0;14.5;0;0;5.6;10.8;10;4.4;0.2;12;1.7;0;7;0;0;5;0;0;3;0;0.8;0;0.8;0;0
1986;12;21;0.2;0;0;0;2.2;11.8;3.2;0.2;5.8;4.8;8.3;18.6;0;0;5.2;20;23.1;21.2;17.2;14.5;12.5;0;0;0;0;0;0;16.6;0;7.2;0.2;0.2;0;0
1986;12;22;2.2;4;0;4.8;15.8;24.6;6;4.6;0.2;0.9;3.6;24.7;27;0;24.4;3.5;5.2;20;2;17.9;21.7;7.5;19.8;9;0;15;10.2;28.2;30.4;12;1.8;8.2;14.4;2.2
1986;12;23;0;2;0.4;0.2;0.4;1.8;0.2;0;0;0;7.4;0.8;6.3;0;6.2;10;9.1;1;0;8.3;13;3;1;0;0;0;0;19.2;0.4;2.6;0;2.6;1;2.4
1986;12;24;0;0.2;0;0;13.8;0.2;5.4;20.6;0.6;0.2;10.3;10.7;0;0;0;0;0.8;3.6;8;0.2;0;0;0;0;0;0;0;4.4;8.8;0.8;13.4;0;0;1.6
1986;12;25;0;1;0;0;6.4;0;24.4;0.8;0;0;0;0;0;0;0;0;0;7.2;3;0.1;0;0;14.8;4.8;4;0;1;2.6;25.6;0.8;4.6;8.6;5.8;0.1
1986;12;26;0;0.6;3;0;0.8;0.6;3.6;10.2;2;3.2;0;0;0;0;0;0;0;2.6;0;0.3;0;0;15.4;13.2;6.5;0;0;6.2;0;0.2;5.2;7.8;36;0
1986;12;27;0;1;0.8;0;3.8;15.6;4.8;0.4;6.6;7;0;0;0;0;0;0;0;0.4;4;0.6;0;0;0.4;0.4;8;4.4;4.2;28.2;6;2;0.4;7.4;2.4;1.2
1986;12;28;0;2.2;1.2;0.2;0;9.6;1.2;0.2;0;0;0;8.7;3.5;0;6;16;13.1;13;14.5;13.5;7;0;3.2;1.2;2.5;5.2;3.2;39.2;1.4;13.2;2.6;8.2;7.8;10.6
1986;12;29;0;0;1.8;0;0;0;0;0;0.1;0;0;6.5;0;0;0;0;0;1;0;0.4;3.6;0;0;0;0;0;0;0;0.2;0;0;0;0;0
1986;12;30;3.2;0;0;0;0.2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5.8;0;0.8;0;0;0;0;5.4;0;0;0;0;2.2;0
1986;12;31;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.6;0;0.2;0;0;0;0
1987;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1987;1;2;0.8;0;0;0;0;0;0;0;0;0;0;0;0;0;1.2;0;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1987;1;3;0.2;1.6;0;0;0;10.6;1;0;0.4;0.6;0;8.7;1.8;0;0;0.6;2;0.6;0;5;1.3;3;0;0;0;0;0;0;0.2;0.4;0;0;0;0
1987;1;4;0;1.8;2.9;0;0;3.4;2.2;0.4;0;0;0;0;0;0;5.6;0.4;1.2;4.2;0;7;6;1.5;2.6;0.6;0;0;0;0;0;2.2;0.6;2;0.6;3.8
1987;1;5;0;0;0.6;0;0;0;0;0;0;0;0;0;0;0;0;0;1.4;0;0;0;4.5;0;0;0;0;0;0;0;0;0.8;0;0.8;11;0
1987;1;6;2;0;0.6;0;0;0.1;0;0;0;0;8.6;18.9;2;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.4;0
1987;1;7;4.8;2;1.4;14;0;13.6;0;0;0;0;2.2;16.5;46;16.4;19.4;0;11.3;0;0;12;17.6;2.6;0;0;0;0;0;0;0;0;0;0;0;0.8
1987;1;8;0;1;8.4;3;7.8;41.4;2.4;0;0;0.1;1.3;0;32;15.3;8.6;18;0;3.8;7.8;57;95;24;3.6;2;7;0;0;19.8;0;1.6;0;1.4;0.2;9.6
1987;1;9;0;0;0.6;0;0.2;8.4;0;0;0;0;1;0;0;0;0.6;27.4;17.1;20.8;11;0;13;0;2;0.8;15;0;0;9.8;0;3.6;0;3;1.6;1.4
1987;1;10;3.6;0.1;0;0;0;0;0;0;3;1.9;0;0;0;24.3;3.8;0;0;7.6;0;22;0;0;0;0;18;0;0;9.8;0;2.2;0;3;0;0
1987;1;11;47.4;0.1;10.8;3.2;22.4;18.4;11.6;2.6;8.2;9;0;14.6;34;0;6.6;20;20.1;0;20;23;6.5;5.6;20;8;15;1.8;3.6;22.4;2.8;17.2;12.4;6.8;10.6;0.6
1987;1;12;1.4;0;0.4;0;0.2;0;0.2;0;0;0;0;27.8;210.1;15.4;18;3;4.1;20;0;2;5.7;28.1;3;1.4;0;0.4;1.4;0.2;4.6;4.2;1.2;1.4;12.6;0.4
1987;1;13;10.8;0.3;0;0;0;0;0;0;0;0.1;0;0;0;0;0.6;0;0;0;0;0.3;0;2.5;0;0;0;0;1.6;0;0.2;0;0;0.2;0;86
1987;1;14;3.2;0.6;0;0;0;0;1.2;0;0.8;1.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.5
1987;1;15;8.8;0.1;0;0;4.4;0;8;0;2.4;7;0;12.5;0;0;0.2;0;0;0;0;2;0;0;4.2;8.8;0;0;0;1.6;0;0;0;0;1.6;0.1
1987;1;16;12.2;0;0.1;0;3;0.1;9;2;0.1;2.3;0;0;42;0;0;0;0;0;0;0;0;6.5;11.6;9.2;0;0;0;0;0;0;0;0;1;0
1987;1;17;2;9.8;3;2.1;19.8;8.2;10.2;15.4;1.6;8.2;0;4.6;0;0;0.2;0;0;2.6;0;3.5;0;6;16.2;32.4;17;22.6;25;8.8;26;10;19.8;1;20;4.3
1987;1;18;6;1;1;0.8;1.2;0;10.2;0.6;0.7;1.5;0;8.2;5.3;0;2.6;1;2.1;0.2;1;8;0;1.7;21;23.8;8.5;15.6;15.8;11.2;30.4;5.2;0;2;8.6;0.2
1987;1;19;0;5.4;19.8;28.2;0;12.3;0;0;0.1;0.2;3.2;14.5;2.8;0;0.4;0;0.4;0.2;0;3.5;12.8;14;0;2.6;0;1.6;1;0;0.4;0;0;0.6;2.8;0.3
1987;1;20;0.2;0.1;5.2;0.4;0;0;0.1;0;0.1;0.2;5.7;6.7;4;14.3;4.6;3;8.4;3.8;0;21;7.5;4;0;0;0;0;0;9.4;0;0;0;1;0.6;0
1987;1;21;0;0.1;1.1;0;0.2;0.2;1.8;0;0;0;0;0;7;6.3;0.2;0;0;3.2;5;0;0;2.5;1.2;0;0;2;1.2;5;0.6;0;0;0;0;0.2
1987;1;22;0;0;5.4;0;0;0;0;0;0;0;0;0;0;0;0;9;0;8.4;15.4;0;0;0;0;0;0;0;0;1.8;0.2;0;11;0;0;0
1987;1;23;0;0;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1987;1;24;0;0;0.2;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0
1987;1;25;0;0;0;0;0.8;1.4;0.2;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0.2;2;0;0;0;0;0.2;0;0;0.4;0.2;0
1987;1;26;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0;0;0;0.6;0;0;0;0;0;0;0
1987;1;27;1.8;0;0.2;0;0.6;0.8;0.4;0.2;0.1;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1987;1;28;0;0.8;0.4;0;0;0.8;0;0;0.1;0;0;0;16;0;1.6;0;0;0.2;0;0;0;1.7;0.2;2.2;0;0.2;0;2.8;0;0.8;0;0.2;2.2;0
1987;1;29;7;0;0.1;0;0;0.4;0.1;0;0.1;0.1;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1987;1;30;2.4;0.6;0;0;0;0;0.1;0;1.8;1.4;1.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.6
1987;1;31;0;0.1;5.4;0;1.4;0;0.4;0.1;12.1;9.8;0;4.5;3.5;4.2;0;0;0;0;0;0;0;6.1;0.6;1.6;0;0;0;0;0;0.6;0;0;0.2;0
1987;2;1;0;0;2.4;11.2;0;3.8;3.2;0.1;0;0;0;0;0;0;0.8;5;5.2;0.4;0;0;0;0;30.2;0.6;0;0;0;11.8;13.2;3.4;0.2;7.2;1;0
1987;2;2;0;0;0.6;4.2;0;0;0;0;0;0;0;0;0;0;0;1;0;0.4;0;0;0;0;0;0;0;0;0;8.8;2;1;2;1;0;0
1987;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1987;2;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1987;2;5;0;4.8;0.4;0.6;0;0.1;1.6;0;46.2;79.4;0;4.7;0;0;0;0;0;0;0;0;0;0.8;0;0;0;0;0;0;0;0;0;0;0;0.3
1987;2;6;0.4;1.6;1.3;2.2;0;13.2;1.6;0;0;0.2;23;0;14;56.4;35.6;81;26.2;41.6;45.2;17.5;0;7.5;1.2;0.4;0;0;0;2.2;0;3.2;6.2;5;0.4;0.6
1987;2;7;0;0;0;0;0;0.6;0;2.8;0;0;0;0;0.9;0;0.6;0;0.8;6.4;2;2.6;0;0.7;0;0;0;0;1.4;3.8;6.8;0.6;0;9.8;0.6;0
1987;2;8;0;0.2;0.4;0;0;0.4;0.1;0;0;0;0;0;0;0;0;0;0;0.6;0;3.1;0;0;0;0;0;0;0;2.4;0;0;0;0.2;0.2;0
1987;2;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.8;0;0;0;0;0;0
1987;2;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1987;2;11;0;0;0;0.4;0;0;0;0;0.1;0;0;0;0;0;0;0;1.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1987;2;12;3.2;0.8;3;0.8;0;0;0.1;0;1.6;2.7;0;0;0;7.4;5.6;2;1;12;20;1.7;0;0;0;0;0;0;0;0;0;0.2;0.8;0;0;0
1987;2;13;0.6;12.4;0;0;2.4;2.2;2.8;0.1;2.2;0.2;3.4;0;6;38.3;2.2;5;6.6;1.4;8;2.1;0;0;5;0.8;0;0;0.2;4.2;0;1;0;1.8;0;0
1987;2;14;2.6;2.8;0.4;1;11.4;12.8;4.2;1;0.1;0.2;31.2;34.2;44.5;26.5;71.2;24.4;32.8;14.6;14.5;6.4;8.6;21;0;0;12;0;0;19.6;0.4;1.6;2.6;0.4;1.8;16.8
1987;2;15;0.2;3.2;9.4;5;5.8;13;0;1;0;0;0;14.6;7;0;2.6;4.6;3.6;17.6;8;1.7;10.7;12;31.4;4;0;0;2.6;94;10.2;16.6;0.8;33.8;0;0.1
1987;2;16;3.6;0;0;0;3;2.8;8.6;5.2;0.8;1.4;12;12.4;2.4;0;8.8;0;6.4;0.4;0;0;13;3;4.6;0;23;0;4.6;7.2;0.2;0;2.6;0;2.6;1
1987;2;17;6;0.2;11.6;11;0;15.4;0.6;0.2;0;0.1;8.9;20.5;50;4;23.6;20;15.6;41.4;1;7.8;15.8;4.7;7.8;3.4;0;9.6;10.2;17.2;6.4;8.6;0;4;6.4;0
1987;2;18;0;1;0.1;0;1.2;11.6;0;0.2;0;0;14.5;2.6;24;0;2;2;8.4;7.4;0;8.3;9.5;2.1;0.2;1.8;0;0.8;0.8;3.4;1.4;0;0;0;1;0.2
1987;2;19;45;0.6;0.2;0;5.4;1;0.6;0;2.8;2.1;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0.2;0.2;0;0;0;0.6
1987;2;20;15.6;14.8;0.1;0;9;0;7.8;0;0;0.1;0;4.7;9;0;0.4;1;1;1.6;1.5;0;0;2.5;34;16;0;2.2;1;6;0;0;0.2;2.6;24.8;3.6
1987;2;21;11;0;0.1;1.4;7.4;0.1;0.8;0.1;1;0.1;0;7.8;7;0;1.4;0;0.2;0.8;0;0;0;12;4.2;1.2;7.5;6.2;3.4;0;3.6;0.4;0;0.8;0.6;0.1
1987;2;22;40.2;1.9;0.2;0;16.8;0.8;2.6;0;7.2;3.6;0;0;2;0;0;0;0;0;0;0;0;2.5;0;0;0;0;0;0;0;0;0;0.2;0;7.2
1987;2;23;8.6;28.2;8.6;9;10.6;39.4;5.6;1.4;1.5;1.9;0;3.2;31.3;23;24.2;31;10.8;14.8;16;6.2;12.6;5.7;17.6;6.8;15;12;15;28;15.2;15.2;3.8;0.4;11.4;6
1987;2;24;0;0;0.2;0;0;3.2;0.1;0;0;0;0;0;11.6;10;2.6;8;1.2;1.6;5;12.6;0;1.6;2.2;1.2;0;0.8;0;99.8;0.6;18;0;37.4;0;0
1987;2;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0;0.2;0;0;0;0;0;0.2;0;0;0.2;0;0.8;0.2;0;0
1987;2;26;0;0;0.1;0;0;0.1;0.6;0;0;0;0;0;0;0;0;0;0;0;0;7.1;0;0;0;0;0;0;0.8;0;0;0;0.6;0;0;0
1987;2;27;0.4;0;0;0;0;2.2;0.2;4.3;0;0.1;0;0;0;0;0;1.5;2.4;8.8;10;0;0;0;0;0;13;0;0.6;3.6;0;0.2;15;0.6;0.2;0
1987;2;28;2.2;0;0.1;1.6;2;1;1.4;3.7;0;0;0;4.6;0;0;0;0.4;0.4;0.8;0;2.3;0;0;2.4;0.8;4.5;0.2;1;1.8;0.8;0;0;3;1.4;0
1987;3;1;5;1.2;0;0;0.2;9.4;1.1;0;0;0;0;0;1;0;0.2;0.6;0.2;0.8;6.7;1.4;0;0.8;2.6;3.2;0;2.4;3.8;12.2;4.6;5.2;5.2;14.4;0.2;2.8
1987;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0.6;3.8;0;0;0;0;0;0;5;0;0;1.2;0.2;0;0;3.2;0;0
1987;3;3;0.5;3.4;18.8;6;0;16.6;0;0;0;0;2.3;7.8;21;0;13.8;2.5;6.2;0;2;2.2;0;1;0;0;12.5;0;0.6;0.2;0;0.6;0;0;0;8.8
1987;3;4;0;0;0.1;0;7.2;9.4;0;0;0;0;1.3;9.2;4.5;16.4;39.4;26;16;25.4;15.7;5.7;13;7.3;1.2;0;0;0;0.2;8.4;0.2;3.6;0.2;25.8;0.8;0
1987;3;5;0;0;0.1;0;0.2;0;0;0.2;0;0.4;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0.2;0;0.4;1.4;0;0;0;0;1.4;1;0
1987;3;6;0;3.4;0.2;0;0;0.4;0;0.2;0;0.2;0;0;0;0;0;0;0;0;0;0;0;0;4.6;1.6;0;1.6;1.6;1.4;2.2;0.2;7.4;5.8;0.8;0
1987;3;7;0.2;0.2;4.1;0.5;0.2;0.6;1.2;0;0.2;0.7;0;0;0;0;0;0;0;0.4;0;0;0;0;4;1.2;13;0;0.8;0;1;0.6;0;3;0;8.1
1987;3;8;0.2;0.5;0.4;0;0;3.6;0;0;4.6;4.4;0;0;0;0;0;0;0;0.2;0;6.3;1.5;0;0.6;0.2;0;0;0;0.8;0.2;0;0;2;0;0
1987;3;9;0;0.1;0.1;0;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0.4;0;0;0;0;0;0;0;0;0;0.4;0;0.2;0;0;0;0
1987;3;10;0;2.4;8;0.4;2.6;8.2;0.4;0.2;0.2;0.8;0;18.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0;0
1987;3;11;0;0.4;2.1;2.4;0;0;0;0.2;0;0;11;0;0;0;3;0;0.4;0.2;0;0;2;0.9;0.8;0;0;0;0;7;5.6;0.2;0;2.4;0.4;0
1987;3;12;0;0;0.1;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0;0;0.4;0;0
1987;3;13;0;0;0.1;0;0;0;0;1.8;0.2;0.1;0;0;3.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1987;3;14;0;0;0;0;0;2.4;6.2;5.8;6.4;8;0;0;4;0;0;0.5;1.2;0.6;0;0;4.6;0;3;2.2;0;3.6;2.4;0;1.8;2.4;8;1.8;5.6;0
1987;3;15;0;0.8;31.4;27.2;20;15.2;6;2.4;1;0.1;0;0;0;0;7;5;4.8;1.8;6;5.2;13.7;1.1;8.6;5.4;0;6.4;11.2;0.2;25.4;1.4;6;4.6;7.8;0
1987;3;16;2.2;0.1;3.2;1.6;0;0;0;0;0;0;0;4.2;6;0;0.4;0;0.4;6.8;0;0;0;0;0.8;0;0;0;0;7.2;0.2;0.4;0;2.2;0;0
1987;3;17;6;4;16.6;2.8;0;0.2;0;0;0;0;0;0;7;0;6.2;0;0;0;0;0;0;2.3;0;0;0;0;0;3.6;0;0.4;0;0;0;2.8
1987;3;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;6.8;0;0;0;0;0;0
1987;3;19;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1987;3;20;4.4;0.1;0;0;0.2;0.4;0;0.1;0.6;0.2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1987;3;21;0;0;0;0;0;0;0.6;0;0;0;0;0;21.3;0;0.2;0.4;0;0;0;0;0;3.7;0;0;27;2;0.2;2.8;0.2;0;0.2;0.8;0;3.4
1987;3;22;0;0;56.2;25.8;13.4;30;17.2;55.6;0;0;12.3;4.6;9;16.2;14.2;28;13.6;0;34.1;0;14;7.5;21;19.6;13.5;15;9.6;1.2;30;6.4;58.4;15.8;17.4;0
1987;3;23;0;0;3;9;0;3.4;0.1;0.2;2.4;2;35.6;22.5;16;45.4;18.6;36;35.6;48.8;24;7.5;18.5;8;2;0.6;0;2.8;1.4;27.4;32.2;12.2;4.4;6.8;0;0
1987;3;24;0;0;0;0.2;0;0;0;1.4;0;0;6.9;0;0;0;0;1;8.6;3.6;2.3;14.2;0;0;2.4;0.6;0;0.2;0.2;10.2;0.2;16;1.8;3.4;0;0
1987;3;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0;0;0;0;8.6;0;7.6;0;0;0;0
1987;3;26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1987;3;27;0;0;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1987;3;28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.4;0;0;0
1987;3;29;3.8;0;2.2;0;0;0.2;0.4;0;1.6;2.4;0;10.4;0;0;0;0;0;0;0;0;0;0;0;0;2.5;0;0;0;0;0;0;0;0.8;0
1987;3;30;17;1.4;14.2;2.2;1;1;1;0.1;2.6;1.8;3.4;0;0;0.6;2;2.4;0.8;1;0;7.3;5.4;1.6;2.6;1.2;1.5;0;0.2;0;5.4;0;0.2;1.4;4.2;0.2
1987;3;31;0;3.5;29.2;0;0;11.2;3.2;0.1;0.8;0.1;0;4.7;17;0;0;0;2.6;2.8;14.2;12.5;9.8;2.7;1;1.4;2;10;12.2;4.2;0;5.6;2.8;1.4;0;0
1987;4;1;0;0;0;0.2;6.8;7.2;8;0.2;0.2;0;0;6.3;2;0;0.8;10;4.2;2.8;6.5;5.6;1.5;11;3;9.2;0;1.6;0.2;11.4;6.6;7;0.2;0.8;6.6;0
1987;4;2;0;0;0;0;6;7.2;0;0.4;0;0;0.6;0;2;0;0;0.4;1.4;2;0;4.9;2.3;0;21.6;2.6;0;0.2;0.4;7.2;2.4;1.6;18.6;5.2;10.6;0
1987;4;3;1.8;0;0;0;0;0;0;0;0;0;0;4.6;1;0;1.4;0;0;0.6;0;0;0;0;0;0;0;0;0;15.6;0.2;0;0;0;0.2;0
1987;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0
1987;4;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1987;4;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1987;4;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1987;4;8;0;0.1;0;0;0;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1
1987;4;9;0;0;0;0;21;0;0;0;2.2;7.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1987;4;10;0.1;0.4;0;0.2;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0;0.1
1987;4;11;0.8;0;0;0.2;0;0.2;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0
1987;4;12;0;0;0.2;0.2;0;0;0;0;0;0;0;0;0;0;7;0.3;1.4;0;0;0;0;13;0;0;0;0;0;0.2;0;0;0;0;0;0
1987;4;13;8.4;0;0;0;0;3.4;2.7;0.4;0.1;0.3;0;24.5;0;0;0.4;0;0;0;0;0;6.5;3;1.4;0;0;1.6;0;0;0;0;0;0;0.2;0
1987;4;14;1.2;0;0;1;4.4;0.4;0.3;1;0.1;0;8.2;6.4;28;0;4.8;1;0;0;0;0;3.4;27.5;4;4;0;0;0;2.4;3.2;1;0;2.6;0;0.1
1987;4;15;0;8;0;0;0;0.4;0;0.8;0;0;5.3;0;0;5;5.4;6;2.7;7;10;0;2.1;7.5;0;0.6;0;0;0.6;0.6;6.4;1.4;2.8;0.2;1.2;0
1987;4;16;0;0;0.1;1;0;0.1;0;1;0;0;0;0;2;6;0.2;3;2.2;0;0.5;0;0;0.2;0;0.2;0;1.2;4.8;3;5.6;0;3;0;0;0
1987;4;17;0;0;0;0;0;0;0;0;0;0;0;0;5;0;2.4;5.6;8.2;1.2;3;0;0;0;0;0;0;0;0;0;0.2;0;0.6;0;0;0
1987;4;18;0;0;0;0;0;0;0;0;0;0;0;6.4;0;0;0;0;0;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1987;4;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1987;4;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1987;4;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1
1987;4;22;0;5.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.8
