yy;mm;dd;14158_1;14246_1;14271;9573;9317;14444;9068;9101;9167;9177;9191;9192;9230;9244;9287;9289;9310;9404
2010;1;31;3.8;3;0;0.6;0;NA;0;4.6;0.8;2.8;2;0.6;0.2;0;4.4;5.4;0.2;0.8
2010;2;1;3.6;0;7.4;0;5.4;NA;0;3.2;0.8;10.2;0;1.6;0;0.2;0;0;0;2.6
2010;2;2;0;0;0;10.6;1.2;0;13.6;0;0;0;0;0;3.8;13.4;15.2;4.4;0;1.8
2010;2;3;0;0;0;4.4;0.2;0;0;0;0;0;0;0;5;0;0.6;1;0;0
2010;2;4;0;0;0.2;0;0;0;0;0;0;0;3.6;3.4;8.2;0;0;0.4;0;0
2010;2;5;0.2;8.2;2;0.8;0.6;2.2;0.2;0.2;2.8;0.2;28.6;17.8;11.8;0.2;0;7.2;0.4;0.2
2010;2;6;13.8;9.8;11.2;4.8;13;13.6;2.6;16.6;21.2;19.6;78.2;73.6;35.4;15.4;14.2;34.8;9;17
2010;2;7;6;0;0;0.4;13.4;3;26.2;10.2;1.8;4.4;5;0;10;11.4;11.4;3.2;6.4;14.6
2010;2;8;0;0;0;15.2;0;0;3.6;0;0;0;4.4;0;2.2;0;0;6.6;0;0.2
2010;2;9;0;0.2;0.2;0.8;0;0;0;0;0;0;3;0;0;0;0.2;0;0;0
2010;2;10;5.4;15.4;16.4;0;4.2;0.8;0;9.4;2;1.2;0.8;1.2;0;0.4;0.8;0;0.2;2
2010;2;11;25.6;4;3.8;0;19.2;18.4;0;14;1.8;16.2;0;0.4;0;0;12.6;0;1;14
2010;2;12;14.8;0.4;1.4;0;4.2;6.8;2.4;3;0.6;8;0;4.8;0.4;1.8;11.8;0.6;5.6;4.4
2010;2;13;0;0;0;0;0;0;0;2.8;0.2;0;0;0;0;0.6;7;0;6.4;0.2
2010;2;14;0;0.2;0;23.4;0;0;30.4;0;0;0;0.2;0;18.8;38;4;9.6;0;0.2
2010;2;15;0;0.2;0;3.2;0.2;0;1.8;0;0;0.2;0;0;1.6;7.4;0;1.4;0;0.4
2010;2;16;0;0.6;1.2;0.2;0;0;0.2;0;0;0;0.8;0.2;0.2;0;0;0;0;0
2010;2;17;1;4.2;2.8;1.4;2;1.6;2;3;0.6;0;0;0.8;5.8;2.8;2.8;1.4;1.8;2.4
2010;2;18;1.8;2.2;1.2;7.2;3.8;6.2;2.8;8.6;5.4;8.4;26.6;28.8;28;2.2;1.6;22.4;2.4;3.4
2010;2;19;0.2;7.4;8.8;5.8;0.6;3.8;1;2.8;6.6;2.6;62.2;20.6;21.4;0.2;1.2;16;0.6;2
2010;2;20;8.2;5.2;6.2;18.4;1;7.4;11.4;12.8;19.6;3;121.4;98.6;80.4;9;4.8;65.8;6.2;14.6
2010;2;21;7.8;0;0.2;0.2;1.8;4;4.8;2.6;1.8;0.4;6.8;14.8;2.4;6.8;9.6;0.6;8;3.2
2010;2;22;1.6;1;0.8;4.4;0.2;0;4.2;1.4;3.6;1.4;4.4;20.4;13.6;3.6;1.8;1.6;1.6;1.8
2010;2;23;5.8;5.2;7.4;3.4;5.6;6;2.2;7;1.2;8;40;28;13.8;2.8;5;14.2;7.2;1.4
2010;2;24;0.4;0;0;1.4;3.4;0.4;0.4;2.6;0;1.6;10.4;0.2;0.4;0.4;0.6;0;0.8;0.2
2010;2;25;0;0.4;0.2;0;0;0;0;0.8;0;0;0.4;0;1.8;0;0;0.2;0;0
2010;2;26;0.2;5.8;3.6;1.4;1.8;2.6;0;1;4.8;2;65.6;70.2;30.2;0;0;18.4;0;0.4
2010;2;27;3;0;0;5.6;5.2;3.2;4.2;1.6;3.2;6;7.2;7;5;3.6;4.8;7.2;4.8;6.4
2010;2;28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2010;3;1;0;0;0;1.2;0;0.4;1;2.6;0.2;0;15.6;9.2;2;0.2;0.2;1.4;0;0
2010;3;2;0;0;0;0;0;0;0;0;0;0;3;0.8;0;0;0;0.2;0;0
2010;3;3;0;12.2;17.2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
2010;3;4;45.4;9.8;21.4;27.4;29.4;30.4;31.6;29.8;15;24.8;1.8;27;25.2;42.2;41.2;4.2;50.6;39.6
2010;3;5;7.2;2;1.4;5.2;3.4;3;10.4;30.6;3.6;0.4;0;5.4;12.2;6.4;5.8;1.8;5.4;3.6
2010;3;6;3.6;0;0.2;0.6;3.4;4.2;1.4;7;3.2;1.8;0;3.2;0.6;5.8;9.6;0.2;4.8;9.2
2010;3;7;4.2;0;3.6;14.4;5;0;10.6;0;0.6;1.6;2;7.8;12.4;2.4;3.4;5.6;0.8;2.8
2010;3;8;1;0;0;0;0.4;0;0;6.2;2.2;0;0;5.8;0;2.6;3.6;0;2;2
2010;3;9;0;2.4;8.6;0.2;0;0;0.8;0;0;0;0.8;1.8;1.8;0;0;1.6;0;0
2010;3;10;37.6;9.6;8.2;0;26.4;NA;0;67.4;7.8;20;0;11;0;0;0.6;0;0;0.8
2010;3;11;5.6;4.4;14;0;4.4;NA;0;3.2;1;3;0;1.4;0;0;0.2;0;0;5
2010;3;12;0;0;0;0.8;0.4;0;8.6;0;0;0;1;5.8;1.6;8.8;10.4;3.4;12.2;15.8
2010;3;13;0;0;0;18.4;0;0;14.6;0;0;0;1;2.2;13.4;28.6;29.8;4.2;1;4
2010;3;14;0;0;0;23;0;0;0;0;0;0;18.6;0;23.8;3.4;2.6;24.2;0;0.2
2010;3;15;0;0;0;0;0;0;0;0;0;0.4;16.2;0;0;0;0;0;0;0
2010;3;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2010;3;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2010;3;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2010;3;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2010;3;20;0;0;0;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0
2010;3;21;0;0;0.2;0;0;0;0;0;0;0;5;2.2;0.4;0;0;0.4;0;0
2010;3;22;5.6;8.2;4.8;3;3;0;5.6;2.6;0.8;5.6;31.2;33.2;4.4;5;5.2;5.8;3.4;5.2
2010;3;23;1.4;0;0;0.6;1;6.4;2.8;0.6;3.4;0.8;4.4;2.6;2.4;3.2;3.4;5.6;3;3.2
2010;3;24;0;0;0;0;0;1.2;0.4;0;0;0.2;0;0;0;0.2;0;0;0;0
2010;3;25;0;0;0;0;0;0.2;0;0;0;0;0;0;0;0;0.2;0;0;0
2010;3;26;0;0;0;0;0;0;0;0;0;0;1.6;0.2;0.2;0;0;0.2;0;0
2010;3;27;0;1.2;12.6;0;0;0.2;0;0;0.4;0;20.8;24;1.4;0;0;4.4;0;0
2010;3;28;0.4;0;0;0;2.4;0;0;0;0;0.2;3;4;0;0.2;0;0.6;0.6;0
2010;3;29;0;0;0;0;0;0;0;0;0;0;1.6;0;0;0;0;0;0;0
2010;3;30;0;3.4;2.8;0;0;0;0;0;0;0;1;0;0.8;0;0;0.8;0;0
2010;3;31;2.4;0;0;8;3.6;5.6;2.6;7.6;4.8;4;15.6;15;18.4;0.6;2.4;15;4.6;6.2
2010;4;1;0;0.8;0;0.8;0;0;0;0;1.2;4;5.8;7.4;4.6;0;0;4.2;0;0
2010;4;2;0;0;1;1.4;0.4;0.2;0.4;0.4;1.8;0;20.8;26;4.6;0.2;0;8.8;0;0
2010;4;3;0;0;0;3;0.2;0;1.4;1.6;0.6;0;30;2.4;0.6;0;1.8;0;2.2;4
2010;4;4;0;5.6;21.2;0;0;0;0;0;0;0;16;9.4;0;0;0;0.2;0;0
2010;4;5;23.8;8;15.2;33.2;35.6;15.8;35.2;36.6;38;29.8;10.2;21.8;30.4;27;28;12.8;31.8;26.8
2010;4;6;0;0;0;0;0.2;0;0.2;1.8;0;0;18.2;0;0.2;0.2;0.2;7;0;0
2010;4;7;0;0;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0;0
2010;4;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2010;4;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2010;4;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2010;4;11;6.8;7.2;4.4;3.8;7.6;5.8;5.2;10.4;2;10.4;1;5.4;8.4;3.8;5;1.6;5.4;9.6
2010;4;12;0;0;0;1.4;0;0;0;0;0;0;4.2;0.4;9.6;0;0;2;0;0
2010;4;13;2.2;0;5.6;3.2;6.4;0;2;2.8;0;1;0;0;1;1.8;1.6;0;3.4;2.4
2010;4;14;0;0;0;0;3;0;0.8;0;0.4;0.4;2.8;0.4;1.8;0.2;0.2;3;0.2;0.6
2010;4;15;0;0;0;0.4;0;0;0;0;1.4;0;1;0.2;3.2;0;0;0;0;0
2010;4;16;0;0;0;6;0;0;0;2.4;0;0;5.6;1.6;0;0;0;1.4;0;0
2010;4;17;9;27.2;9.6;4.2;6.4;NA;10;3.2;7.8;9.4;6.8;4.8;7.4;7.4;11.4;12;8;5.8
2010;4;18;2.8;29.2;0.2;2.6;2.4;NA;2.4;3.2;8;5.2;13;14.8;9.8;4;3.2;4.6;2.8;2.6
2010;4;19;0;0;0;0.2;0;0;0;0;0;0;0.2;0;0;0;0;0;0;0
2010;4;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2010;4;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2010;4;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2010;4;23;0.2;9.8;7.2;1.4;0;1.2;1.4;0.8;3.8;0;5;4.4;4.4;0.6;0.8;4.6;0.4;2
2010;4;24;28.4;2.4;14.6;25;11.8;13.6;18.6;21.8;16.2;10.6;30.8;37.6;39.6;20.4;19;12.4;22.6;18
2010;4;25;1.4;0;0.2;6;0.8;0.4;4.6;4.8;3.8;0;3;2.8;5;3.8;5;2.2;5;2
2010;4;26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2010;4;27;0;0;0;0;0;0;0;0;0;0;6;4.2;0;0;0;0;0;0
2010;4;28;0;0;0;0;0;0;0;0;0;0;0.2;0.2;0;0;0;8;0;0
2010;4;29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2010;4;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2010;5;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2010;5;2;0;7.2;6.4;0;0.4;0;0;0;0;0;5;3;1.4;0;0.4;1.6;0;0
2010;5;3;6.6;0;0;1.4;4.2;2.2;4.4;1.6;2.2;6.8;91.8;84.2;22;2.6;6.8;15.6;10.6;4.4
2010;5;4;9.4;14.8;10.2;15.2;3.2;9.8;10.4;9.6;11.2;3.8;14.2;9.2;17.6;9.2;9.8;16.2;9;11.4
2010;5;5;16;10.8;3;22.4;4.6;19;18.2;14.8;22.2;9.4;45;36.4;36;15;16.4;29.8;15;27.6
2010;5;6;1.8;0;0;2.4;3.8;8;11;2.4;5.6;0.6;30;21.4;7.6;3.8;6.2;14.4;2.6;10.4
2010;5;7;0;6.2;1.6;0;0;0.4;0.2;0;3.6;0;37.2;28;10.6;0;0;11.8;0;0.2
2010;5;8;0;0;0;0;0.8;1.4;0;0;0;2;6.2;4.4;0.2;0.4;0;1.4;0;0
2010;5;9;0;0;0.2;0.6;0;0;0.2;0.8;0;0;7.8;1.6;0;0;0;0;0.2;0.6
2010;5;10;0.6;3.4;0;0.6;1;3.6;0.4;1.4;4.4;2.6;24.2;17.6;8.4;0.6;0;7;0;0
2010;5;11;1.2;6.6;6.6;5.2;1;0.4;4.2;2.6;2;0.4;74;45;24;3.6;2.4;16.4;4.4;2.4
2010;5;12;5.6;1.4;0;7.4;5.2;10.2;9.2;6.8;16.4;5.4;37.6;50.8;18.2;6;6.6;29.6;3.6;2.8
2010;5;13;0;17.8;6.4;1.6;0.2;3;0.2;1.8;0;2.2;1.8;3;1.4;3.6;0.8;0;0;1.2
2010;5;14;2.2;0.2;0.4;0;1.4;7.2;14.8;0;0.2;3.2;13.4;15.8;4;3.2;1.6;4.2;4.6;3.4
2010;5;15;18.6;23.8;29.2;18.6;20.2;10.8;21.6;23.6;19.4;13;21.4;11.8;21.6;17.2;15.2;16;13.8;14.6
2010;5;16;20.6;0.2;1.6;39.8;32.6;11.4;36.2;25.8;19.6;17.8;9.2;4.8;11.4;24;34.6;16.4;23.2;27
2010;5;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2010;5;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2010;5;19;8.4;0;0;0;20.2;0;22.6;0;0.4;11.6;0;0;0;0.6;10.8;0;0.2;3.4
2010;5;20;2.4;0;0;3;0.2;0;10.2;0;0.4;1.8;0.8;2.4;6.8;3.8;0;0.4;0.2;3.6
2010;5;21;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0;0;0;0
2010;5;22;0;0;0;0;0;0;0;0;1.4;0;0;0;0.6;0;0;0;0;0
2010;5;23;0;0;0;0;0;0;0;0;0.2;1;0;0;0;0;0;0;0;0
2010;5;24;0;0;0;0;0;0.8;0;0;0;0;1.4;0;0;0;0;0;0;0
2010;5;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2010;5;26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2010;5;27;0;14.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2010;5;28;7.4;0;3.6;0;0;2.2;0;0;0;12.4;0;0;0;0.8;0;0;0;0
2010;5;29;0;2.2;11.2;0;0;1;2.6;0;0;0;0;0;0;0;3.4;0;0;0
2010;5;30;5.4;0;0.2;21.8;1;8.8;1;34.2;4;0.8;0;0;0;0;8.2;0;6.2;16
2010;5;31;0;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2010;6;1;0;0;0;0;1.6;0;0;0;0;4;0;0;0;0;0;0;0;0
2010;6;2;0;2.2;0.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2010;6;3;0;2.2;2.4;3;0.2;0.2;0;1.8;0;5.8;0;0;0;0;0;0;0.4;0
2010;6;4;1.8;0;0;6.8;2.4;1.8;1;3.6;0.4;1.4;0;0.2;2;1;4.8;0.2;5.4;0.4
2010;6;5;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0
2010;6;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2010;6;7;0;1.2;0;2.8;0;0;0;0;14.2;0;0;0;0;0;0;4;0;0
2010;6;8;1.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2010;6;9;0;0;0;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0
2010;6;10;0;0;0;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0
2010;6;11;0;0;0;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0
2010;6;12;0;0;0;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0
2010;6;13;0;6.6;0.4;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0
2010;6;14;0;0;0;0;0.6;18.6;0;0;0.8;0;2.4;3.4;0.6;0;0;2.6;0;0
2010;6;15;0;14.4;18.6;0;0;1.2;1.4;0;1.8;0;1.2;2.2;6;2.2;0;4.4;0;1.4
2010;6;16;13.8;4.6;1.2;20;19.2;19;34.2;14.6;22.4;22;46.2;48.8;55.8;26;21;39;20;32.4
2010;6;17;0;2.2;6.4;0;0;0;0;1.4;0.4;0;17.8;21;1.8;0;0;4.2;0;0
2010;6;18;6.6;0;0;6;3.8;1;7.2;11.2;5.6;3;5;3.2;8.4;4.6;4.8;7.8;4.4;7.2
2010;6;19;0;30.4;4.8;0.2;0;0;0;0;0.8;0;1.4;1.8;1.6;0;0;0.2;0.6;0.4
2010;6;20;23.4;103.8;8;19.2;0.6;31.6;29.8;2.8;48;0.6;24.6;49.2;58.8;21.6;12.4;93.2;15.4;33.4
2010;6;21;44.4;5.2;1.6;36;13.6;38.2;62;13.8;29.2;75.2;30.2;37.6;26.2;58.6;46.8;25.2;17;25.4
2010;6;22;0;0;0;1.8;0.8;0;0;0.8;0.2;0;0;0;0.2;0;0;0.4;0.4;0
2010;6;23;0;1.2;0;0;0;0;0;0;0;0;2.6;0.2;0;0;0;0;0;0
2010;6;24;0;0;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0;0
2010;6;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2010;6;26;0;0;0;0;0;0;0;0;0;0;1.4;7.2;11.6;0;0;24.2;0;0
2010;6;27;0;0;0;0;0;0;0;0;0;0;0.2;0;2;0;0;0;0;0
2010;6;28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2010;6;29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2010;6;30;0;0;0;0;0;0;0;0;0;0;0.2;3.2;0;0;0;0;0;0
2010;7;1;0;0;0;0;0;0;0;0;0;0;2.4;12.4;0;0;0;0;0;0
2010;7;2;0;0;0;0;0;0;0;0;0;0;0.2;2.2;0;0;0;0;0;0
2010;7;3;0;0;0;0;0;0;0;0;0;0;2.8;3.8;0;0;0;0;0;0
2010;7;4;0;0;0;0;0;0;0;0;0;0;17.2;0;0;0;0;6.8;0;0
2010;7;5;0;7;0.2;17.8;0;5.8;0;0;2.4;0;0;0;1.8;0;0;0;0;16.4
2010;7;6;0.2;0.6;0.2;0;0;0;3.8;0;1.4;0;0.2;9.4;0.2;0;0.6;0.2;0;2
2010;7;7;0;0;0;0;0.2;0;0;0;0;0;0;0;3;0;0;0.2;0;0
2010;7;8;0;0;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0;0
2010;7;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2010;7;10;0;0;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0;0
2010;7;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2010;7;12;0;0;0;0;0;0;0;0;1.2;0;1;14.8;0;0;0;8;0;0
2010;7;13;0;0;0;0;0;0;0;0;1.2;0;0;8.4;0;0;0;0.4;0;3.2
2010;7;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2010;7;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2010;7;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2010;7;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2010;7;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2010;7;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2010;7;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2010;7;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2010;7;22;0;0;0;0;0;0;1.4;0;1.4;0;0;0;0;0;0;0;0;5.4
2010;7;23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2010;7;24;0;0;0;0;0;0;0;0;0;0;4.6;0.4;0;0;0;0;0;0
2010;7;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2010;7;26;2;0;0.2;2.4;0.2;0;2.4;0;0;0.2;0;0;0;1.8;2.4;0;2;1.8
2010;7;27;5.6;0;1.4;0;0;0;0;0.4;0;7.8;0;0;0;0;2;0;0.8;0
2010;7;28;0.2;0;0;0;0;0;0.2;5.8;2.2;0;3;0.6;5.8;2.2;4.2;8.6;4.4;0
2010;7;29;0.2;6.6;8.6;0;0;0;2.6;3.6;8;0;2.2;4.8;3.6;1.6;0.8;10.8;0;3
2010;7;30;11.2;0;0.2;19;7.2;6.2;15.4;15.2;24.4;6.8;32.4;23.4;42.6;15.8;15.2;19;13.8;23.4
2010;7;31;0;0;0;0.2;14.2;0;0;0;0;1;0.2;0;1.2;0;0;2;0.2;0
2010;8;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2010;8;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2010;8;3;0;16.8;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0;0;0
2010;8;4;22.6;0;4.6;0;22;0;8.2;2.4;0;2.6;0.6;0;2.4;1.8;1.4;0;0.8;7.6
2010;8;5;1;26;20.2;0;0;2.8;1.8;11.6;8;0;28;22;17;1.6;0;8;5;1
2010;8;6;26;3.4;6.6;14.6;16.6;41.2;25.8;21.6;19.6;33.4;10.6;12.2;20.4;22.2;18.6;4.6;20;23
2010;8;7;0;0;0;0;13.8;0;0;0;0;24.4;0;0;0.2;0.2;0.2;0;0.2;0
2010;8;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2010;8;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2010;8;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2010;8;11;0;0;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0;0
2010;8;12;0;1.2;0;1.6;0;0;12.2;4.2;48.2;0;0;0;0;0;0;12.4;0;4.4
2010;8;13;10.6;13.6;22.2;0.4;0;41.4;2.6;0.8;18;19;16.6;25.6;1.2;4.4;1;17.6;6.8;2.2
2010;8;14;5.8;17;15.6;13.8;5.6;6.6;15;20.4;3;10;0.8;1.2;12.8;11.8;20.2;2.8;12.2;13.2
2010;8;15;15;0;0.2;22.4;23.2;27.2;23.8;15.8;26.8;50.2;49.8;84.2;44.2;19.2;16.6;46;12.8;22.8
2010;8;16;0;0;0;0.2;0;0;0;0;0.2;0;1.4;1.8;0;0;0;0.8;0;0
2010;8;17;0;0;0;0;0;0;0;0.8;0;0;0.2;0.2;0;0;0;0;0;0
2010;8;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2010;8;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2010;8;20;0;0;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0;0
2010;8;21;0;0;0;0.4;0;0;0.2;0;1.2;0;2;0.2;0;1.6;0.2;1;0;0
2010;8;22;0;0;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0;0
2010;8;23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2010;8;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2010;8;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2010;8;26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2010;8;27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2010;8;28;0;1.8;0;0;0;0;0;0;0;0;1.8;5.4;0;0;0;0;0;0
2010;8;29;0;0.2;0;0.8;0;4.2;0.2;0.6;14.4;22.4;0;0.6;3.6;0;0;0.2;0;0.8
2010;8;30;0;0;1.2;0;0;0.2;0;0;0;0.2;0;0;0;0;0;0;0;0
2010;8;31;0;0;0;3.2;4.8;0;0;2.6;4.4;0;4.2;3.6;7.4;0;0;8.6;0;1.2
2010;9;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2010;9;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2010;9;3;0;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0;0;0
2010;9;4;0;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0;0;0
2010;9;5;0;0;4.8;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0;0
2010;9;6;13;0;0.2;0;0.2;0;24.4;0;5.2;3.6;0.2;0;2;1.4;2;0.6;0.8;5
2010;9;7;0;0;0;0;0;0;0.2;0;0;10.4;1;0;0;0;0;0;0;0
2010;9;8;1.4;5.2;10.4;6.4;0;14.8;0.4;17.4;8.6;0;65.6;19.8;6.6;0;0.4;5.8;0.2;0.6
2010;9;9;3.8;0;0;18.2;9.6;1.8;2.6;2.6;6.4;5;0.8;3.6;1.4;0.8;4.6;0.6;8.4;5.4
2010;9;10;11.4;0;0;0;1.4;0;0;0.4;2;6.2;0.4;0.4;1.4;1.2;0.6;13.8;0;0
2010;9;11;0;0;0;0;2.6;0;0;0.6;0;0;0.2;0;0;0;0;0;0;0
2010;9;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2010;9;13;0;0;7.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2010;9;14;7.8;0;0;15.2;0;5.2;16.6;23.6;22.4;0;18.4;31;21.6;14;7.4;34.2;6.8;20.4
2010;9;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2
2010;9;16;0;0;0;0;0;0;0;0;0;0;1.6;3;0;0;0;0;0;0
2010;9;17;1;0.2;2.4;0.8;0;0;0.2;0.4;0;0;20.6;39.2;2.2;0;0.4;0.4;0.4;0
2010;9;18;1;1.2;10.2;0.2;3.6;0.2;0.6;0;0;2.2;39.4;51;11;2;2;3.2;0.8;0
2010;9;19;17;0.8;7;35;30.2;6;14.4;35.6;8.4;14.4;25;38.6;28;21;12;27.2;12;12.2
2010;9;20;0;0;0;0.2;0.6;0;0;0;0;0.2;0.2;0;0;0;0;0.2;0;0
2010;9;21;0;0;0;0;0;0;0;0;0.2;0;0.2;0;0;0;0;0;0;0
2010;9;22;0;0;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0;0
2010;9;23;0;0;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0;0
2010;9;24;0;2;6;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0;0
2010;9;25;10;6.4;4.8;7.4;4;16.2;13.2;7;21.8;5;34.2;49.2;13.6;16;6;22.4;5.6;14.2
2010;9;26;0;0;0;3.8;0;0;0;1.6;0.2;0;0.2;0;2.8;0;1.4;0;1.4;0
2010;9;27;0;0.4;0;0;0;0.6;0;0;1;0;25.4;23;0.6;0;0;3.6;0;0
2010;9;28;0;0;0.8;0.8;4.8;0;0.2;0;1.4;0;87.8;112.8;5;5.6;0;12.2;0;0
2010;9;29;3.8;0;0;0;9;0;8.4;0;12;0.6;7.2;17.8;5.8;8.8;9.2;7;9;17
2010;9;30;0;0;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0;0
2010;10;1;0;1;1;0;0;1.4;1.4;0;0.4;0;4;2.2;0.8;0.8;0.6;0.6;0.2;0.4
2010;10;2;0;0;0;0.8;0;0;1.8;0;0.6;0.4;1.6;2.2;0.2;0.4;0.2;0.6;0.4;0.2
2010;10;3;0;0;0;0;0;0;0.2;0;0;0;0.2;0;0;0;0;0;0;0
2010;10;4;0;0.2;5.4;0;0.2;0;2.6;0;0.2;0;5;3.8;2.6;0.8;0;1.2;0;0
2010;10;5;9;6.2;10.6;15.6;8.6;5.6;6.4;13.4;24.2;13;85.4;60.8;50.6;5.2;13.2;31.4;13.8;10.2
2010;10;6;0.2;0;0;0;0;0;0;0;0;0;1;0.6;0;0;0;0.2;0;0
2010;10;7;0;0;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0;0
2010;10;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2010;10;9;0;0;0;0;0;0;0.2;0;0;0;0.2;0;0;0.2;0;0;0;0
2010;10;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2010;10;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2010;10;12;0;0;0;1.4;0;0;0;0;0.4;0;0.8;0.2;2;0;0;0.2;0;0
