yy;id;January;February;March;April;May;June;July;August;September;October;November;December
1975;aeronautica_6709;1.7777777777777777;2.452740147783251;2.875;5.038461538461539;6.4399999999999995;4.083333333333333;NA;3.655172413793103;NA;3.4615384615384617;2.416666666666667;2.08
1975;aeronautica_6720;3.7;3.380904732582688;4.448275862068965;4.678571428571429;4.1000000000000005;3.071428571428571;2.310344827586207;2.7586206896551726;2.8666666666666667;4.655172413793104;5.275862068965517;3.0384615384615383
1975;aeronautica_6721;3.25;3.507856293528113;4.0344827586206895;4.413793103448276;5.111111111111111;4.178571428571429;3.75;3.793103448275862;2.888888888888889;4.448275862068965;4.75;3.3703703703703702
1975;aeronautica_6729;3.3333333333333335;3.552820197044335;3.583333333333333;4.88;6;5.92;3.5199999999999996;4.76;3.64;3.9629629629629632;5.038461538461538;3.346153846153846
1975;aeronautica_6730;3.7777777777777777;3.4339650611202335;4;4.037037037037037;4.8076923076923075;5.538461538461538;3.9629629629629632;4.592592592592593;4.148148148148148;4.178571428571429;4.96;3.444444444444444
1975;aeronautica_6769;2.5999999999999996;2.891222184474265;3.3666666666666667;3.310344827586207;3.5333333333333337;3.0689655172413794;2.5517241379310347;3.379310344827586;4.066666666666667;4.142857142857143;4.133333333333333;3.8333333333333335
1975;aeronautica_6771;3.2962962962962963;3.8050652253238457;3.6666666666666665;3.5925925925925926;2.7600000000000002;1.6153846153846154;0.6296296296296295;1.4814814814814814;2.3703703703703702;4.074074074074074;3.769230769230769;3.115384615384615
1975;aeronautica_6773;4.655172413793104;4.392898193760263;4.655172413793104;4.7;4.033333333333333;2.6551724137931036;1.4137931034482758;2.8333333333333335;3.4827586206896552;5.366666666666667;5.758620689655173;5.142857142857143
1975;aeronautica_6779;3.75;NA;NA;NA;NA;NA;NA;NA;NA;4.083333333333333;NA;NA
1975;aeronautica_6782;5.06896551724138;5.149014778325123;NA;6.576923076923077;5.84;4.75;3.4583333333333335;4.653846153846154;4.958333333333333;NA;NA;6.208333333333333
1975;aeronautica_6827;5.6923076923076925;5.160147783251232;4.629629629629629;4.384615384615385;2.5384615384615383;1.7307692307692308;1.0384615384615383;2.3333333333333335;4;5.37037037037037;7.076923076923077;6.384615384615385
1975;aeronautica_6828;NA;NA;NA;NA;2.6666666666666665;NA;2.5384615384615383;2.321428571428571;3.48;2.8846153846153846;NA;NA
1975;aeronautica_6841;4.433333333333334;3.7655069786535305;3.6428571428571423;2.3793103448275863;1.7142857142857142;0.7777777777777778;0.4;1.0769230769230769;2.9;4.928571428571429;5.785714285714286;4.833333333333333
1975;aeronautica_6856;3.5333333333333337;3.8339285714285714;3.7666666666666666;2;1.6666666666666667;1.0344827586206897;0.7241379310344828;1.3333333333333333;2.3;3.7;3.2413793103448274;3.7241379310344827
1975;aeronautica_6859;3.7;3.5068965517241377;3.7586206896551726;2.3666666666666667;1.6;1.1724137931034482;1.0714285714285714;1.6666666666666667;2.517241379310345;4;4.133333333333333;3.928571428571429
1975;aeronautica_6881;6.533333333333333;6.34749235603873;5.06896551724138;3.5;1.7586206896551724;0.8214285714285714;1.0357142857142858;1.1724137931034482;2.8666666666666667;5.25;6.066666666666666;7.06896551724138
1975;aeronautica_6883;3.142857142857143;2.993194751146594;3.379310344827586;2.107142857142857;1.107142857142857;0.21428571428571427;0.10344827586206896;0.5862068965517241;1.8620689655172413;3.655172413793103;3.8965517241379306;4.620689655172414
1975;aeronautica_6891;2.730769230769231;NA;1.8333333333333333;1.8076923076923077;1.1666666666666667;NA;NA;0.8518518518518519;1.52;NA;2.6;3.4615384615384617
1975;aeronautica_6919;3.222222222222222;4.105295566502463;2.9285714285714284;3.0357142857142856;1.4285714285714286;0.6428571428571429;0.14814814814814814;0.6785714285714285;1.9285714285714288;3.346153846153846;4.178571428571429;3.8148148148148144
1975;aeronautica_6923;3.0333333333333337;3.0928879310344826;2.5666666666666664;2.433333333333333;1.5333333333333332;0.5862068965517241;0.1724137931034483;0.4666666666666666;1.7666666666666666;3.033333333333333;3.931034482758621;3.392857142857143
1975;bolzano_102;2.033333333333333;1.6050082101806238;2.3;3.4333333333333336;5.933333333333334;7.8999999999999995;7.366666666666667;8.200000000000001;4.866666666666666;3.1333333333333333;3.4666666666666663;2.3666666666666667
1975;bolzano_150;2.733333333333333;2.664963054187192;3.4;4.766666666666667;7.1;6.9;6.766666666666667;7.166666666666666;4.866666666666666;3.9333333333333336;4.333333333333334;3.233333333333333
1975;bolzano_172;1.5333333333333332;1.4096207745880756;2.1666666666666665;3.5999999999999996;5.266666666666667;5.933333333333334;5.866666666666666;6.333333333333333;4.466666666666666;3.1333333333333333;2.9333333333333336;1.7
1975;bolzano_176;1.5555555555555556;1.45451638878363;2.5517241379310347;4.06896551724138;6.1724137931034475;6.068965517241379;6.517241379310345;6.275862068965517;4.0344827586206895;3.310344827586207;2.793103448275862;1.689655172413793
1975;bolzano_197;2.2758620689655173;2.1690164769831832;2.5517241379310347;4.586206896551724;6.655172413793103;6.310344827586207;6.551724137931035;6.517241379310345;4.344827586206897;3.655172413793103;3.5357142857142856;2.379310344827586
1975;bolzano_203;1.9;1.829987684729064;2.5;3.7666666666666666;4.8;4.966666666666667;5;5.166666666666666;3.7333333333333334;3.0999999999999996;3.1333333333333333;1.7333333333333334
1975;bolzano_223;2;1.8247091048072022;2.233333333333333;3.5999999999999996;5.666666666666667;7.199999999999999;7.066666666666667;7.1;4.433333333333334;3.7666666666666666;3.833333333333333;2.2
