id;1975;1985;1995;2005
abruzzo_1112;NA;0.07407407407407407;0.06666666666666667;0.03333333333333333
abruzzo_2;NA;0.1111111111111111;0.1;0.16666666666666666
abruzzo_2088;NA;NA;0.1111111111111111;0.11121286121286121
abruzzo_2094;NA;NA;NA;0.24166666666666667
abruzzo_2135;NA;0;0;0
abruzzo_2159;NA;0;0;0
abruzzo_2168;NA;0;0;0
abruzzo_2171;NA;0.037037037037037035;0;0.07407407407407407
abruzzo_2177;NA;0.14814814814814814;0.1724137931034483;0.2526455026455026
abruzzo_2214;NA;0.1111111111111111;0.14285714285714285;NA
abruzzo_2256;NA;0.14957264957264957;0.10467980295566502;0.06896551724137931
abruzzo_2258;NA;0;0;0.034482758620689655
abruzzo_2274;NA;0;0;0
abruzzo_2280;NA;NA;0.485;0.5175492610837439
abruzzo_2281;NA;0.37037037037037035;0.4;0.37606837606837606
abruzzo_606;NA;0.037037037037037035;0.03333333333333333;0.23363095238095238
aeronautica_6709;NA;0;0.034482758620689655;0.037037037037037035
aeronautica_6720;0.20499868050668543;0.21393722018722017;0.14763685388685388;0.03571428571428571
aeronautica_6721;0;0;0.038461538461538464;0.038461538461538464
aeronautica_6729;0;0.034482758620689655;0.034482758620689655;0.037037037037037035
aeronautica_6730;0.04;0.037037037037037035;0.037037037037037035;NA
aeronautica_6768;NA;0.27984084880636606;NA;NA
aeronautica_6769;0.067816091954023;0.03333333333333333;0.06666666666666667;0.07037037037037036
aeronautica_6771;0.0754985754985755;0.10600255427841634;0.14190981432360744;0.1072340813720124
aeronautica_6773;0.135632183908046;0.21428571428571427;0.21569968983762086;0.18039408866995074
aeronautica_6779;NA;NA;0.03571428571428571;0.034482758620689655
aeronautica_6782;NA;0.0787037037037037;NA;0.04
aeronautica_6827;0.038461538461538464;0.034482758620689655;0.034482758620689655;0
aeronautica_6828;NA;0.07151979565772669;NA;0
aeronautica_6841;0.03571428571428571;0.037037037037037035;0;0
aeronautica_6856;0;0;0.150997150997151;NA
aeronautica_6859;0.06904761904761905;0.037037037037037035;NA;NA
aeronautica_6881;0.1416256157635468;0.17733990147783252;0.1724137931034483;0.1763729246487867
aeronautica_6883;0.14039408866995073;0.13916256157635468;0.1380952380952381;0.03571428571428571
aeronautica_6891;NA;0.03571428571428571;0.03571428571428571;0.08012820512820513
aeronautica_6919;0.037037037037037035;0;NA;NA
aeronautica_6923;0.0693452380952381;0.06811371100164204;0.07019704433497537;NA
bolzano_102;0.03333333333333333;0;0;0
bolzano_150;0;0;0;0
bolzano_172;0;0;0;0
bolzano_176;0.034482758620689655;0;0;0
bolzano_197;0;0;0;0
bolzano_203;0.06696428571428571;0.06696428571428571;0.06696428571428571;0
bolzano_223;0.03333333333333333;0;0;0.034482758620689655
bolzano_23;NA;0.034482758620689655;0.03333333333333333;0.03571428571428571
bolzano_5;0;0;0;0
bolzano_94;0;0;0;0
calabria_108;0.3499361430395913;0.39171683999270207;0.412807881773399;0.3783251231527094
calabria_127;0.13333333333333333;0.1357142857142857;0.1713464696223317;0.34669540229885054
calabria_135;0.6620828245828245;0.8303776683087027;0.6011396011396011;0.7531929181929181
calabria_140;0.41676701331873744;0.4;0.30114942528735633;0.3014367816091954
calabria_157;0.7230509943440978;0.7939347290640394;0.5462233169129721;0.7731226542341074
calabria_160;0.875709706959707;0.9161368644127265;1.061941251596424;1.3888660041900232
calabria_18;0.03571428571428571;0;0;0
calabria_184;NA;NA;NA;1.2826338389762035
calabria_191;0.26666666666666666;0.4324712643678161;0.39913793103448275;0.43362068965517236
calabria_196;0.436863711001642;0.569047619047619;0.4091954022988506;0.40804597701149425
calabria_198;NA;1.4548296913814156;1.2987979453496694;1.7682254606823573
calabria_208;1.35377212187557;1.407512315270936;1.211855342932929;1.254396551724138
calabria_212;0.6488916256157635;0.8758620689655172;0.8454131054131054;1.1374135124135125
calabria_213;0.5205129082284254;0.49648786717752236;0.5322021528918081;0.8064129846680381
calabria_215;0.10260673234811166;0.17275352471547478;0.2728356265217145;0.41587521783716785
calabria_217;0.07019704433497537;0.24647874475460682;0.20944170771756979;0.20459770114942527
calabria_218;0.3216982091982092;0.3999033374033374;NA;NA
calabria_226;0.17126436781609194;0.17011494252873563;0.06904761904761905;0.07142857142857142
