yy;aeronautica_6827;aeronautica_6828;aeronautica_6856;aeronautica_6869;aeronautica_6874;aeronautica_6881;aeronautica_6883;aeronautica_6891;aeronautica_6919;calabria_7;calabria_34;calabria_127;calabria_191;calabria_212;calabria_294;calabria_386;sardegna_NU010B535;sardegna_NU034B536;sardegna_SS025B563;sardegna_SS038B556;sardegna_SS068B593;sardegna_CA013B093;sardegna_CA021B076;sardegna_CA035B106;sardegna_CA054B109;sardegna_CA073B050;sardegna_CA085B210;sardegna_CA102B148;sardegna_NU001B431;sardegna_NU021B197;sardegna_NU044B105;sardegna_NU052B015;sardegna_NU074B195;sardegna_NU085B070;sardegna_OR030B156;sardegna_SS013B169;sardegna_SS018B022;sardegna_SS044B149;sicilia_11806;sicilia_11839;sicilia_11842;sicilia_11857;sicilia_11864;sicilia_11876;sicilia_11888;sicilia_11933;aeronautica_6812
1971;12.501234567901236;10.256382978723405;7.896969696969697;7.496;6.840298507462687;9.68;5.103174603174603;7.524489795918367;5.734782608695652;13.206603773584906;18.622429906542056;10.514285714285714;10.384722222222223;11.23793103448276;9.602020202020203;9.375294117647059;11.792592592592593;10.4;6.273692307692308;6.735384615384616;10.102093023255813;10.297125;10.25632183908046;11.898142857142858;11.220483870967742;7.441750000000001;12.182278481012657;9.625698924731182;NA;6.082125;15.458846153846153;17.847169811320754;10.596470588235295;17.03076923076923;9.147142857142857;9.241090909090909;11.944155844155844;8.371428571428572;7.726086956521739;13.9;7.977777777777778;8.082758620689656;8.517567567567568;6.0779069767441865;11.211594202898551;8.028260869565218;NA
1972;11.636363636363637;14.13888888888889;9.74567901234568;NA;NA;8.136263736263736;5.632467532467532;9.8;7.112345679012346;10.07191011235955;16.517391304347825;16.789247311827957;12.082857142857142;NA;12.869620253164557;8.484615384615385;16.081720430107527;10.015476190476189;8.650746268656716;9.465060240963856;8.956043956043956;9.928571428571429;12.985714285714286;10.158904109589042;13.78;12.000533333333333;10.050617283950617;12.234090909090908;NA;10.178787878787878;22.313253012048193;16.408333333333335;12.432978723404256;18.870786516853933;8.807575757575757;10.442;11.520481927710843;8.923157894736843;7.212345679012346;15.07037037037037;8.567123287671233;10.611627906976745;8.89054054054054;7.9121951219512185;10.951898734177215;7.12051282051282;7.283333333333333
1973;11.689411764705882;11.025;7.74;9.286567164179106;6.08;7.811340206185568;5.379220779220779;10.818367346938777;5.756451612903225;11.881176470588235;13.82972972972973;18.324418604651164;10.575409836065575;NA;10.946590909090908;10.665168539325844;10.455;10.30921052631579;8.625925925925927;7.668421052631579;10.510769230769231;7.841791044776119;8.723684210526315;10.242857142857144;10.354385964912282;7.501492537313434;9.405714285714286;10.457333333333333;NA;7.005479452054794;17.58857142857143;13.48936170212766;7.533333333333333;15.151515151515152;8.97235294117647;9.97;9.830357142857142;7.1571428571428575;9.268292682926829;11.891666666666667;5.588235294117647;13.74909090909091;12.18611111111111;10.448717948717949;11.344927536231884;9.583908045977012;NA
1974;11.46179775280899;11.325000000000001;10.222222222222221;NA;7.18688524590164;9.674157303370787;7.019298245614036;5.568292682926829;9.21044776119403;12.855844155844155;9.984415584415585;15.083098591549296;10.372549019607844;11.482539682539683;8.282278481012657;8.155555555555555;11.236842105263158;12.006578947368421;8.24;7.7802816901408445;9.365432098765432;10.746478873239436;14.277777777777779;13.080281690140845;9.276190476190475;8.516666666666667;9.636363636363637;10.176623376623377;8.526229508196721;8.037500000000001;16.016000000000002;15.616071428571429;11.89625;15.433962264150944;9.493650793650794;7.068;11.318181818181818;9.634615384615385;8.936231884057971;12.804444444444446;7.542028985507246;10.15;7.205797101449275;8.005714285714285;8.731818181818182;8.509756097560976;6.1358208955223885
1975;9.05072463768116;6.41948051948052;8.988888888888889;14.57719298245614;6.345454545454546;8.537662337662338;6.480357142857143;8.7875;6.276388888888889;12.229999999999999;11.061643835616438;15.505454545454544;14.302439024390244;NA;9.520547945205479;8.172727272727272;8.425405405405405;11.167901234567902;7.491304347826087;7.6763157894736835;10.208229166666667;8.337307692307693;9.241935483870968;10.824675324675324;7.491551724137931;6.901587301587302;9.176296296296297;8.146911764705882;7.488333333333333;7.353947368421053;11.539240506329115;14.774117647058825;9.212125;9.10344827586207;10.591379310344827;7.074626865671642;9.77246376811594;7.878378378378378;8.716129032258063;10.271794871794873;7.6;11.712087912087911;14.271232876712329;8.12463768115942;11.392857142857142;7.718918918918919;6.001923076923077
1976;10.743;NA;8.372727272727273;12.69655172413793;6.781176470588235;10.329545454545455;11.647297297297296;9.609859154929577;8.296470588235294;13.698684210526315;17.78974358974359;21.427272727272726;16.926666666666666;20.590243902439024;11.386458333333332;10.571875;11.613829787234042;10.350980392156861;9.243023255813954;9.281720430107528;9.690265486725664;8.795789473684211;12.48314606741573;11.452083333333334;6.780487804878049;6.732608695652174;9.316822429906543;7.913978494623656;12.894520547945206;8.896103896103897;12.846728971962616;17.034117647058824;11.099038461538461;10.476190476190476;9.839285714285714;7.801176470588236;10.418518518518518;8.187051282051282;10.008163265306122;12.529577464788733;12.3475;12.224528301886792;15.024489795918369;9.03495145631068;16.4;13.029545454545454;6.015789473684211
1977;8.987878787878788;4.601694915254237;7.923076923076923;5.261904761904762;4.7384615384615385;9.737333333333332;4.854166666666667;4.7027777777777775;6.3484375;12.329032258064515;15.677941176470586;13.880952380952381;7.762222222222222;6.677551020408163;10.186153846153847;7.18448275862069;7.497222222222222;11.359154929577464;8.89076923076923;7.266666666666667;10.11011235955056;9.117068965517241;13.005882352941176;9.728813559322035;7.834615384615384;7.3999999999999995;10.036065573770493;9.018461538461539;10.494545454545456;9.18125;12.574285714285715;15.078571428571427;8.543661971830986;12.348837209302326;9.446153846153846;8.998;8.35;8.227848101265822;5.91578947368421;8.955882352941176;5.8;11.113253012048192;8.244;6.7186440677966095;9.25;6.196491228070175;4.1692307692307695
1978;9.054255319148936;7.01044776119403;8.038666666666666;6.697402597402598;5.141025641025641;10.561797752808989;7.425609756097561;6.7140350877192985;8.283950617283951;13.93157894736842;15.466071428571428;14.936764705882354;7.570786516853932;12.979569892473117;8.443333333333333;7.662222222222223;8.081521739130435;12.641304347826088;8.408219178082192;6.425;10.517525773195876;11.305813953488371;12.105263157894736;13.590540540540541;9.755324675324674;7.351904761904763;12.222222222222221;10.826966292134832;9.714285714285714;7.797872340425532;10.579347826086956;14.63684210526316;10.25863157894737;11.583333333333334;11.07638888888889;7.297435897435898;12.11948051948052;6.622077922077922;9.337078651685394;12.27962962962963;9.06764705882353;10.752293577981652;11.648837209302325;7.170526315789474;NA;9.021505376344086;4.8374999999999995
1979;12.121052631578948;6.978409090909091;9.594736842105263;10.047826086956523;6.924731182795699;8.206818181818182;8.364197530864198;9.1921568627451;6.7459770114942526;12.584883720930232;19.366935483870968;13.905797101449275;8.8125;8.670786516853934;10.08705882352941;7.33939393939394;8.713333333333335;10.314583333333333;5.466962025316455;7.617752808988764;8.920099009900989;7.374736842105263;9.565656565656566;11.09390243902439;7.11;6.445326086956522;9.147474747474748;8.673469387755102;15.039285714285715;6.774845360824742;12.757894736842106;14.309589041095888;9.838842105263158;10.60875;10.82484375;6.902739726027397;9.410470588235293;9.774814814814814;7.758536585365854;NA;6.676056338028169;9.573333333333334;11.997402597402596;6.131868131868132;15.485714285714286;6.491358024691357;7.5375
1980;11.815957446808511;6.7;8.386585365853659;8.852307692307692;5.843589743589744;8.7;5.39873417721519;6.375;6.026388888888889;17.727027027027027;22.236974789915966;17.076470588235296;8.372619047619047;13;10.254545454545454;8.39795918367347;13.494520547945205;12.024096385542169;10.459016393442623;8.592307692307694;14.336619718309858;9.684;10.661538461538461;12.583823529411765;8.6515625;7.3583333333333325;10.534883720930232;9.334090909090909;10.519672131147543;10.044736842105262;12.42705882352941;13.868055555555555;8.837078651685394;18.395833333333332;10.203571428571427;9.001694915254237;9.332857142857142;11.232098765432099;7.821428571428571;8.127692307692307;NA;11.22340425531915;10.881081081081081;6.5285714285714285;10.049056603773586;6.415000000000001;5.632835820895522
