yy;mm;dd;abruzzo_2168;abruzzo_2171;abruzzo_2;abruzzo_1112;abruzzo_1961;abruzzo_2135;aeronautica_6773;aeronautica_6779;aeronautica_6841;lazio_240;lazio_275;lazio_282;lazio_285;lazio_289;marche_101;marche_103;marche_108;marche_110;marche_124;marche_128;marche_142;marche_152;marche_502;toscana_10;toscana_12;toscana_20;toscana_25;toscana_68;toscana_75;toscana_106;toscana_121;toscana_148;toscana_198;toscana_221;toscana_289;toscana_291;toscana_298;toscana_349;toscana_767;toscana_860
1974;6;15;0;0;0;0;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0
1974;6;16;0.40000001;0;1;2.5999999;0;1.2;0;0;0.1;0;0;0;0;0;1;2;0;1.4;7;2.4;1;11.8;1;1.8;0.4;2;0.2;0;0;0;0;0;0;0;1.6;0.6;0;0;1;0
1974;6;17;5.5999999;21.4;4.5999999;7.5999999;2.8;5.1999998;0;0;0;0;0;8;0;0;2.4;3.5;2;1.8;3.8;0.4;7;0.6;0;0;0;0;0;0;0;0.2;0;0;0;0.2;0;0;0;0;0;0
1974;6;18;0;0;0;1.8;0.2;0;0.1;0.2;0;0;0;0;0;0;9.8;0;0;0;0;0;1;0;0;1;2;0;0.6;0;7.4;0.8;0;0;0;0;0.2;1;0;0;0;2.4
1974;6;19;2.7;12.2;2.8;11;19.4;2.4000001;0;0;0;0;0;9;0;0;3;10.6;5;3.8;5.6;12.2;2.2;4.2;8.5;6.6;0.2;5.1;6;1.8;7.8;0;3.4;6.4;2;0.6;0;0;0;0.6;0;0
1974;6;20;0;0;0;0;0.2;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0.6;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0
1974;6;21;0;0;0;0;0;0;0;0;0;0;0;41;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0
1974;6;22;0.60000002;11;0;0;0;0.2;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0.6;0;0;0.8;0;0;3;1.6;2;0;0;0;3.8;0;0;0;2.4;0;0
1974;6;23;0;0;0;0;0;0;9.2;0.4;0;0;0;0;0;0;0;0;0;0;0;0.4;0;0;0;0;11;0;0;0;0;0.2;0;0;0;0;0;0;0;0;0;0
1974;6;24;0;0;1.8;0;0;0.2;0;3.6;0;0;2.6;0.3;0;0;9.2;0;6.3;0.8;0;0.4;0;0;5;10.8;0;5.1;18.6;13.3;10.4;13.4;22;3.4;15;15.8;0;2.2;0.2;24.8;4.2;1.2
1974;6;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.4;0;0;4.2;0;0.2;0;0;0;0;0;0;0;0;0;0;0
1974;6;26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1974;6;27;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.6;0;0;0.4;0;0.4;0;0;0.2;0;0.4;0;1;0;0.4;0;0.4
1974;6;28;0;0;0;0;0;0;0.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.4;0;0;3.6;0.4;0;0;0;4.2;0;0
1974;6;29;0;0;0;0;0;0;9.4;5;0;0;0;0;0;0;0.6;0;0;0;0;0;0;0.2;0;3.8;0;0;6;0;13.2;0;1.5;0;60;34;0;0;0;21;0.6;0
1974;6;30;0;0;0.2;0;0;3;0;0.2;0;0;0;0;0;0;25.799999;5.6;7.6;3.2;2.6;2.8;5.8;13;2.3;7.2;0;12.1;5;0;11;0.4;4;8;10;48.6;0;0;0;16.6;8.2;0
1974;7;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0;0;0
1974;7;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1974;7;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1974;7;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1974;7;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.6;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0;0.6;0;0;0;0;0;0
1974;7;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0;0;0.2;0;0;0
1974;7;7;0;0;0;0;0;0;0;4.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1974;7;8;0;0;27.200001;30.799999;4.8000002;0;0;0;0;0;0;0;0;0;0;0;0;0;0.8;0;0.4;0;5.3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1974;7;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1974;7;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1974;7;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1974;7;12;4.3000002;7.8000002;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9.2;0;0;0;3.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1974;7;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0;0;0
1974;7;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1974;7;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1974;7;16;0;0;0;0;0;0;0.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1974;7;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.2;2;0;0;0;1.6;0;0;0;0;0;0;0;0;0.2;0.6;0;0;0;0.4;0.6
1974;7;18;0;0;0;0;0;0;3;0;0;0;0;0;0;0;2.2;0;0;0.8;14;2.8;0.2;0;30;0;3.6;0;3.2;8.4;10.4;1.8;5;1.4;10.5;0.2;0;3;0;6;19;0.4
1974;7;19;0;2.2;0;0;0;0;13.2;18;0;0.4;0.2;0;0;1.6;0.2;0;0;0;0;4.2;0;0;28.5;10;2.2;0;0;0;0.2;3;0;0;1;17;10.8;3.6;0.8;29.6;9.6;0.6
1974;7;20;1.7;0.40000001;0.2;0;0;6.8000002;1;6;0.2;0;0.4;9;1;0.2;32.599998;38.299999;36.400002;46.799999;10;29.6;8.6;23.200001;3.4;50.6;22.4;15.1;28.4;8.2;11.6;5;16.5;13.6;5;34.4;15;2.8;0;2.6;6.6;0.6
1974;7;21;0.40000001;0;3;0.60000002;3;1.6;0;0;0;0;0;0;0;2.2;0;0;0;0.4;0;0.2;7.4;0;0;0;0;0;0;0;0;0;0;0;0;1.4;0.6;0;0;0;0;0
1974;7;22;0;0;0;0;0;0.40000001;0;0;0;0;0;0;0;0;0.4;0;0;0;0;0.2;0.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1974;7;23;1.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1974;7;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1974;7;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1974;7;26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.2;0;4.8;0;6.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1974;7;27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0
1974;7;28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1974;7;29;0;0;0;0;0;38.599998;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1974;7;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1974;7;31;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1974;8;1;0;0;0;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1974;8;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6.6;0;0;0;0;0;3.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.8;0;0;0;0
1974;8;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1974;8;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0;0;0;0
1974;8;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1974;8;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1974;8;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0;0.4;0;0;0;0;0;0
1974;8;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1974;8;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.6;0;0;2;0;0;0;0;0;0;0;0;0;0
1974;8;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.2;0;0;0;0;0;0;0;0
1974;8;11;0;0;0;0;0;0;0;2.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.8;0;2;0;0;0;0;0;0;0;0;0
1974;8;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.8;5.7;9;1;1;4.2;0;2.2;10;4.4;0;6.8;7.4;0;0.8;0;6;0;0;0;0;0;0;0;0;0
1974;8;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1974;8;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1974;8;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1974;8;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1974;8;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1974;8;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1974;8;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1974;8;20;0;4.8000002;0;0;0;3;0;26.8;0;0;0;0.2;0;0;0;0;0;0;0;0;0;0;0;10.8;0.2;0;1.2;0;0.2;0;0;1.8;0;0;0;1;0;0;0;0
1974;8;21;1.5;0.2;0;0;0;0;0;0.6;0;0;0;2.8;0;0;0.2;0;0;0;0;0;0;0;0;8;0.6;0;12.4;0;0;0;2;0;0;10;0;0;0;0;0;0
1974;8;22;0;0;0;0;0;0;0.4;4.4;0;0;0;0;0;0;0.2;0;0;0;0;0;2;0;0;0.2;0.4;10.2;0.2;0;0;0;0;0;1;0;0;0.4;0.2;0;0;0
1974;8;23;0;0.80000001;0;0;0;3.2;8.4;8;0;0.4;0.4;5.4;5;0.6;10.8;10.5;3;1;18;2.8;0;7.2;0;3;0.8;5.1;6.8;0;3.6;0.6;2.3;18.2;1;0;0;8.2;0;1.2;0.2;0
1974;8;24;0.69999999;0.60000002;27.799999;3.2;32;63;0;3.8;0.8;0.3;0.6;4.8;5;0;22.6;30.6;22.6;23;22;11.2;17.799999;37.400002;18;18;2.2;0;19.2;0;0.6;17.6;2.7;0;1;0.8;19.4;4.6;3.2;1.2;3;8.6
1974;8;25;4;1.4;0.60000002;0;0.40000001;6;0;3.6;0.6;0.6;1.4;26.6;0;2.4;5.2;3;3.5;20;50;4.2;2;0;7.3;1.6;0.2;0;0;0;0;1;1.5;0;1;1.2;0;0;12.6;0;0;0
1974;8;26;0;0;10;4.4000001;4;0.2;0;12.6;0.1;0;1;1.6;0;0;0;0;0;1.2;1;4;8.2;4.2;6.6;0;6.6;0;0;0.8;1.6;1.8;0;8;21;1.6;1;0;0;0;0;1.4
1974;8;27;10.3;0;18.4;2.4000001;25;1.6;6.6;1.4;0;0;0;0;0;0;1;7.3;18.6;16.200001;0.6;11.6;3.8;0;0;11.2;2.2;0;8.8;1;0.2;0;0;3;0;8.8;4.6;7.6;0;0;0;2.6
1974;8;28;3;0;14;13.2;0.2;0;29.2;75.2;0;0;0;0;0;0;1.2;2.3;41;2.2;0.8;0.6;2.6;1.6;23.299999;8.4;0;15.1;1.8;33;10.6;15.2;13.7;21.4;31;21.2;2.2;0.8;2.2;1;3.2;3
1974;8;29;0;0.2;40.400002;0.60000002;1.2;3;0;0;0;0;9.2;0;0;0;28.6;36.599998;38;43.599998;20.799999;63.400002;38.200001;9.8;106;29.8;21;21.8;9.6;3.2;11.4;19.8;18;13;0;16;0.6;0.4;1.4;0;2.8;1.6
1974;8;30;0;0.2;2.8;1.4;0;0;0;0;0;0;0;0;0;0;0;0;1.3;0;0.2;4;0.2;0;0;1;0;0;0;0;0;0;0;0;0;0.4;0;0.2;0;0;0;0
1974;8;31;0;0;2.4000001;0.40000001;0;0;1;0.4;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0
1974;9;1;5.3000002;6.5999999;1;0.2;0.2;9.6000004;14.6;7.6;0.6;17.2;4.5;6.6;95;1.8;1.6;0;0;0.2;0.4;0;1.4;0.4;1.5;2.2;1;15.1;3;13.8;40.8;9.4;28;17;52.5;31.8;0.4;1.6;0.4;58.6;3.8;5.8
1974;9;2;0;0;0;0.2;0;2.2;0;0;0;0;0;0;0;0.4;0;0;0;1.2;0.2;0;0;3.6;0;0;0.2;0;0;0;0.2;0;0;0;0;0;0;0;0;0;0.2;0
1974;9;3;0;0;0;0;0;0;0;0;0;0;0;1.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1974;9;4;6.3000002;0;0;1.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2
1974;9;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1974;9;6;0;0;0;0;0;0;0.2;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.2;0;0;0;0;0
1974;9;7;21.700001;7.1999998;5;6;14.4;11.6;3.4;10.4;0;1.2;1;56.4;0;0;0.8;3.5;2.5;1;3;0;22.799999;1.6;10.3;4.2;9.8;12.1;1;4.7;3.2;11.8;1;10.6;7.5;6.2;6.6;9.8;9;5;6.6;6
1974;9;8;0;0;0;4;20;0;0;0;0;0;0;0;0;0;0.2;0;0;0;0.2;0;0;0;0;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1974;9;9;0;0;0;0;0;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1974;9;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1974;9;11;0;1;0.2;0;0;33.799999;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.4;0;0;0;0;0;0;0;0;0;0;0;0;0.6;0;0;0;0;0;0
1974;9;12;0;0;1;1.6;0;1.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0;2.2;0;0;0;0
1974;9;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1974;9;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1974;9;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1974;9;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0
1974;9;17;0;0;0;0;0;0;0;0.1;0;0;0;0;0;0;24.6;0;0;0;0;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1974;9;18;2.3;0.60000002;0;0.80000001;0.2;7.5999999;0;0;0;0;0;0;0;0;0.4;0;0;0;0;0;1.4;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0
1974;9;19;0;0;0;0.2;0;2.2;7.6;2.4;0;0;0;0;0;0;14.8;0;0;0;0;0;1.2;0;0;0;0;0;0;0;0.6;0;0;0;1;0.2;0;0;0;0;0;0
1974;9;20;23.5;7.1999998;9.1999998;18.6;5;30.799999;9.2;18.6;6.6;27.2;30.4;21.6;51;26;0.4;0;1;1.6;2;0;23.799999;0;10;6;18.4;11.2;6.2;3.7;14.4;28.6;9.5;8.8;40;11;18.2;10.8;52.8;12.6;44;26.8
1974;9;21;1.5;14.4;4.4000001;7.4000001;3.8;5;0.8;0.8;0;32.9;19.2;1.2;5;21;1.6;4;1.3;1.8;3;1.6;15.6;1.2;7.5;1.8;10.4;13.1;2.8;13.5;0.2;0.4;0;6.6;5;23;0.6;10;1.2;2;0.8;0.2
1974;9;22;0;3;9;0.80000001;0;1;NA;0.4;3;2;0;0;2;0.8;0;4.2;2.5;6.8;62.400002;11.2;2.6;4.2;7.4;1.6;6;5;7.2;15.9;0.6;5.2;0;11.8;0;13;0;0;0.2;0;4.2;3.2
1974;9;23;0;0;0.80000001;0;0;0;0;0.1;1;0;0;6.2;0;0.4;0;0;0;0;11;0.2;0;0;0;0;30;0;5.4;0;0;0.2;0;0;2;0;0;0;0;3;0.2;0
1974;9;24;0;0;0;0;0;9;NA;2;0.1;0;2.8;0;0;0;0;0;0;0.2;0;0;2.2;0.4;0;0;1.4;0;0.2;0;5.6;0.2;0;0;11;32.8;12;9.4;19;28.6;0;1.6
1974;9;25;23;41.599998;4;8.1999998;6.5999999;40.599998;4.2;9.2;13.6;5.2;26.5;48.2;6;17.2;4.6;0;8;8.2;3.2;2.4;39.200001;3.6;34.700001;13;14.4;14.1;14.8;8.3;0.6;10.8;21.5;6.2;5;21.8;6.2;30.6;3.8;0.8;8.8;9.2
1974;9;26;3.2;12;0.60000002;1.6;1.4;9.6000004;3.8;9;0.4;0.6;8;11.6;1;0;14.4;8.2;7.3;4.4;11.2;4.8;13.4;9.6;14.3;20.6;8.6;17.8;11.2;12.7;13.2;27.4;4;12.6;23;3.8;0;0.4;0;0;3.6;10.8
1974;9;27;0;0;0;0;2;0;0;0.2;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1974;9;28;0;0;0;0;0;0;0;3.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1974;9;29;4.6999998;4;0;0;0.2;2;20.2;13.8;60.8;25.2;13.8;1.2;35;20.6;4.4;6.4;2;0.6;0;0.2;1.2;1;4.6;17;0.8;12.1;15.4;12;8.6;8.4;7;9.2;20;33.8;2;5.6;4.6;88;11.2;8.8
1974;9;30;33;59.400002;20;36.799999;40;19.6;0;0.1;6.6;12.4;6.5;13.4;18;59.4;0;0;0;2.6;2.2;9.8;9.4;0.2;0;0;0;0;0.2;0;0;0;0;0.2;0;0;0;0;0;0;0;0
1974;10;1;5;5.1999998;0;0.2;13.6;1;0.4;5.6;0;0.4;0;0;0;0;4.2;0;0;0;1.2;0;4;0;1.5;3.8;0;0;5.2;0.7;6.6;2.8;8.5;0.6;11;20.4;3.8;2;0.2;14.6;3.6;10
1974;10;2;4;13;1;0.2;1.6;5;9.2;3.4;8.6;8.5;8;1.2;30;7.8;1.4;1;10;5;4.2;4.4;5;2.2;10;3.6;10.6;9.1;6.2;1.8;8.2;4;2;5;18;15;6.4;7.8;5.4;4.8;3.2;4.6
1974;10;3;0;2.5999999;0.40000001;0;0;2.4000001;0.4;0;0;0;0;12.8;0;0;0;2.5;0.6;0.4;7.6;1.4;9.6;13.8;0.7;0.4;1.6;0;1.2;3.3;0.6;2;0;0.2;1;2.4;0;0.6;0;1.6;2.8;0.2
1974;10;4;0;0;0;0;0;0;15.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.4;0;83;0.4;10.3;0.2;38;67.8;0;0;0;46.4;0.2;0
1974;10;5;0;0.2;4.5999999;0;0;27.799999;0.8;1.6;0;0;0;0;0;0;0.6;10;4.5;6.8;5;10.8;4.8;4.2;20.5;20.2;7.2;5.2;31.8;0.7;5;0.8;8;0.4;5;11;0;13.2;0.2;0.8;5.4;0.2
1974;10;6;0;1.6;0;0.80000001;3.5999999;0;0.1;1;0;0;0;0;0;0;0;3.2;0;1.8;44;27.6;4.6;1.2;0;3.6;2.8;0;2.8;0;1.4;0;0;4.2;3;1.4;0;0;0;2.8;0;0
1974;10;7;0;0;0;0;0.2;0;2.2;0;0;0;0;0;0;0;0.2;0;0;0;0.2;0;0.4;0;0;1;0;0;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0
1974;10;8;16;28;1.6;4.1999998;1.4;10.4;3.8;31.2;2.6;18.3;13.2;10.4;19;21.6;0.2;10.5;13.4;2.8;3.2;5.4;14;3.4;18;16.2;29.2;22.1;5.2;16.3;11;8;16.3;1.4;35;65.6;20;30.4;7;46.4;1.8;28.4
1974;10;9;0;0;0;0;0;0;0.8;7.2;0;0;0;0;0;0.6;0;2.4;1;0;0;0;0;2.6;0;3.6;0;11.6;5.4;0;2.6;2;32;0.4;5;21;0;0;0;0;0;0
1974;10;10;0;0.80000001;0;0;0;0.2;1.8;0;0;0;0;0;0;0.2;0.2;0;3.3;7.4;1;3.4;2.4;0;5.2;1.2;1;0;2.2;0;3.2;0;1.8;0;0;0.2;0;0;0.2;0.6;0;0
1974;10;11;0;0;0;0;0;0;0;0.2;11.6;0;0;0;0;0.8;0;0;0;0;0.4;0;0;0;0;2;0;0;0.8;0;2.2;0;1;0.4;5;5.6;0;0;0;20;0.2;0
1974;10;12;2.5;0.40000001;0;0;0.80000001;0.80000001;1.4;8.2;15.4;5.8;18;0;5;3.4;28;3;1;1;0;0.6;2;3;1.3;7.2;8;8.2;6.2;4.2;0.6;6.8;3;1.8;10;10.4;4;15;22.8;6.4;3.6;6.4
1974;10;13;26;47;4;11.2;16.799999;19.799999;0;0;12;39.6;11.6;30.8;50;11.4;12.6;18.6;27.299999;6;7;7.8;6;20.4;36.900002;2.8;7.8;0;2.4;4.5;1.4;0;2;4;5;1.8;5;6;2.8;0;0.2;1.2
1974;10;14;2;2;3;2.8;4.8000002;3;0;0;0;0;0;0;0;0;0;0;3.6;0.2;2.2;2.2;3.4;0;1.7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1974;10;15;6;12.6;11;13;11.4;3.8;0;1.8;0;0;0;0;0;0.2;0;0;6;0.4;0;1.2;4.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0;0;0
1974;10;16;3;7;1;4.8000002;6.5999999;0.60000002;2.4;0.8;0;0;0;0.2;5;0.4;7.2;0;4.3;2.4;1.6;3;0.4;1;12.7;7.6;1.4;2.1;10;0;1.8;4.2;3;0.6;8.5;15.2;2;0.6;6;0.2;4.6;3.6
1974;10;17;0;1.6;0;0;0;0.60000002;1.8;0.2;0;0;0;0;0;0;0;0;0;0;0.8;0;1;0;0;0.2;0;0;0;0;0;2.4;0;0;0;6.6;0;0;0.2;0;0;0
1974;10;18;0;0;0;0;0;0;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0;0;0;2;0;0;0;5;1.6;0;0;0;0.4;0;0
1974;10;19;0;0;0;0;0;0.2;1.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0;0;0.2;0;0.4;0.2;0;0;0;0.4;0;0;0;0;0;0
1974;10;20;0;30.4;0;0;0;0.60000002;12.2;3.4;3.8;1.6;0;2.6;10;4.6;12.2;0;0;0;0;0;0;0;0;15.8;3;5;31.2;7;25.2;6.8;28;8.4;30;35;0;0;0;6;17.8;1.4
1974;10;21;6.1999998;1.6;2;0;0;21.799999;0.2;1.1;4.2;3;2.6;7.2;15;15.2;12.2;10.1;7.3;7.4;1.6;2.2;0;5.4;41;24;2.8;15.5;15.2;0;15;1.2;45.5;6.4;40;55.4;1;3;6;2.4;0.8;2.2
1974;10;22;4;29.4;0.60000002;0.2;2.8;2.4000001;6.4;0.6;7.2;2;13.8;2.2;8;11.8;2.6;44.700001;55.700001;27.6;14.8;21.200001;18.6;35.400002;27.5;7.2;0;4.3;0.4;14;0;10;0;17.2;0;0;15;7.6;14.8;0;26.4;7.6
