yy;mm;dd;abruzzo_2168;abruzzo_2171;abruzzo_2;abruzzo_1112;abruzzo_1961;abruzzo_2135;aeronautica_6773;aeronautica_6779;aeronautica_6841;lazio_240;lazio_275;lazio_282;lazio_285;lazio_289;marche_101;marche_103;marche_108;marche_110;marche_124;marche_128;marche_142;marche_152;marche_502;toscana_10;toscana_12;toscana_20;toscana_25;toscana_68;toscana_75;toscana_106;toscana_121;toscana_148;toscana_198;toscana_221;toscana_289;toscana_291;toscana_298;toscana_349;toscana_767;toscana_860
1971;1;1;NA;NA;NA;NA;NA;NA;1.8;4.2;2.8;12.9;10.8;37.4;10;16.2;14.2;8.5;9.3;2.2;1;3.6;0;3.8;10;16.1;6.2;10;12.4;8.8;12.4;12;20;19.8;25;24.6;0.6;17.9;6.4;0.4;9.8;4
1971;1;2;NA;NA;NA;NA;NA;NA;0.2;3.2;8.8;30;25.4;19.6;30;32.8;5;5.7;17;10.4;20.6;12.2;30;15.8;12.4;12.5;8.4;1;10.8;7.9;5.6;3.6;5;10;0;3.8;5;0;5.4;7;1.2;4
1971;1;3;NA;NA;NA;NA;NA;NA;0;0;0;6.8;0.8;2.2;10;15;12.4;16.4;10.2;15;10;3;5;8.2;6.7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0;0
1971;1;4;NA;NA;NA;NA;NA;NA;0.4;0;2.2;3.3;1;4;4.2;3.2;0;0;0;0;0;0;0;0.4;0;0;0.4;0;0;0;0;0;0;0;1.5;2.2;0;0;0;0.6;0;0
1971;1;5;NA;NA;NA;NA;NA;NA;0;0;4;24.4;13;7.8;20;11;7.4;11.6;10;18;8;10;15;7.2;14;1;1.2;0;0;0.8;0;0;0;0;0;0;0;0;0;0;0;0
1971;1;6;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0.8;0;0;0;0;0;0;0;0;0;0;0;0;1.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1971;1;7;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1971;1;8;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1971;1;9;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1971;1;10;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.2;0;0;0;0;0;0
1971;1;11;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0.6;0;1.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1971;1;12;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;5;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1971;1;13;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;0.2;0;0;0;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1971;1;14;NA;NA;NA;NA;NA;NA;0;0.4;0.2;0;0;1.4;0;0;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1971;1;15;NA;NA;NA;NA;NA;NA;9;0.9;1.4;0;0.2;2.4;0;1.8;0.8;0;0;0;0;0;0;0;0;3;0.6;0;2.4;3.6;6.8;4.2;1;7.4;2;1.4;0.6;1.1;1.8;1.6;3.8;1.4
1971;1;16;NA;NA;NA;NA;NA;NA;0;0;8.4;0;1.4;0;0;0;0.4;0;0;0.2;0.6;0;2.2;0;0;2;0.8;1;6.8;0.6;20.8;1.6;17;0;32.1;30.2;0.2;2.1;0.8;18.6;3.6;1.2
1971;1;17;NA;NA;NA;NA;NA;NA;0;0;1;0.2;0;0;0;3;2;1;0;2.6;5.8;4;3.2;1.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1971;1;18;NA;NA;NA;NA;NA;NA;0.2;0.6;1;0;1;1;0;0;1;3.6;0.4;2;2;0.4;1;0.4;0;0.6;0;0;0;0;0;0.2;0;0.8;0;0;0.6;0.5;0;0;1.8;0.4
1971;1;19;NA;NA;NA;NA;NA;NA;4.2;2.4;0;0;3.4;0;0;0;0;0;0;0;0;0;0;0;0;0.4;1;2;0.4;0;2;1;1;1.6;0;3.2;3.4;5.5;13.2;3.2;0;2.8
1971;1;20;NA;NA;NA;NA;NA;NA;14.8;9.6;21.2;7.7;3.6;2;4.5;7.2;1;0;0;0;0;1.6;0;0;2;18;0.6;8;10.6;8.2;13.6;11;20;6.8;62;28.6;1;10.8;1;40;10.4;29
1971;1;21;NA;NA;NA;NA;NA;NA;3.6;11.6;6.6;26.8;110.6;7;61.4;65.4;22.799999;15.4;5.5;1.4;0.4;1.8;0.6;9.4;18.6;40;21;22;16.4;30.6;19.6;35.8;24;11.2;28;32.8;41;60.9;30.4;29.2;17.8;27.4
1971;1;22;NA;NA;NA;NA;NA;NA;4.6;11;0.2;7.5;13.6;14;8.5;6.4;11.2;6.3;8.6;3.6;0.6;0.8;11;2.6;29.6;25;6.8;10;19.8;15.7;28;12.8;24;8;42;66;6.2;22.1;12.6;60.8;4.8;10
1971;1;23;NA;NA;NA;NA;NA;NA;0.2;1.8;0;1.7;2.6;12.6;0;2.4;8.6;0;1.4;1.8;0;0;0;0;3;9;2;4;4;0;16.2;0;12;0.8;7;55.8;0.6;5.2;0;1;0;0.4
1971;1;24;NA;NA;NA;NA;NA;NA;5;8.2;11.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0;4.6;0.2;0;0;5;2.4;0.2;0;0.2;34;0.2;0
1971;1;25;NA;NA;NA;NA;NA;NA;NA;0.4;0;12.5;32.6;5;22;16;9.8;6.4;2.5;0;1;0.4;1.8;2.4;8.6;15.9;3.2;8;7.8;16.2;18;22.8;20;20.1;20;35.2;7.6;24.2;9.8;7.6;12.5;21.4
1971;1;26;NA;NA;NA;NA;NA;NA;NA;4.6;0;1.6;1;3.2;0;0;9.6;4.4;2;2.2;2.4;3.6;13.6;2.4;19;20;0.8;15;16;4.3;7.4;0.6;8;2.2;10.5;22;0.2;15.9;0;19.6;0.2;1.2
1971;1;27;NA;NA;NA;NA;NA;NA;NA;4.6;0;0;0.2;0;0;0;1.4;0;0;0;0.6;0;0;0;0;1;1;0;0.4;2.5;6.8;0.4;0;0;5.3;6.8;0;3.8;0;24.4;0.8;0.6
1971;1;28;NA;NA;NA;NA;NA;NA;0;0;0;0;1.2;4;0;0;0.4;0;0;0;0.8;1.2;13;0;7.5;12.7;0.4;0.8;2.4;0;1.8;0;8;0;0;18.4;0;1.1;0;5.6;0;0.2
1971;1;29;NA;NA;NA;NA;NA;NA;0;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.2;0;2.2;0.4;1;0;5.5;0.2;0;0;0;0;0;0
1971;1;30;NA;NA;NA;NA;NA;NA;2.6;0.2;0;0;0;0;0;0;0;0;0;0;0;0.2;0;0;0;1;0.8;1;0.2;1.4;2;0.6;0;0;2.5;16;1.2;2.6;0.6;9;0;4.4
1971;1;31;NA;NA;NA;NA;NA;NA;0.2;0.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.2;0;0;0.2;2.2;0;0
1971;2;1;NA;NA;NA;NA;NA;NA;3.8;8.8;7.4;1.5;0;1.4;0;0.6;12;3.6;3.2;4.4;2.2;7.8;6.6;3.4;6.3;15.6;4;8;33.8;8.3;19.6;2.6;20;20.6;20;21.2;1.2;4.2;2.8;31.8;3.4;5.8
1971;2;2;NA;NA;NA;NA;NA;NA;1.2;2.2;0.2;0.4;0;0;18;10.4;1.4;0;0;0;0;0;4;2.6;0;5.3;19.8;0;8.8;13.7;1.6;9.4;2;10.2;4.8;11.2;0.8;1;0;1.8;6.4;4.6
1971;2;3;NA;NA;NA;NA;NA;NA;0;0;0;0;0.2;0;0;0;0.8;0;4.6;0;0;0;0;0.2;3.4;0;0;0;0;0;0;3.2;0;0;0;1.6;0;0;0;0;0.2;1.4
1971;2;4;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.6;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0
1971;2;5;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1971;2;6;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1971;2;7;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1971;2;8;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1971;2;9;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0;0;0;0;0
1971;2;10;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0
1971;2;11;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1971;2;12;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1971;2;13;NA;NA;NA;NA;NA;NA;0.6;0;0;0.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.2;0;0.8;0;0;0;0;0;0;0;0;0;0;0
1971;2;14;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0.2;0;1;0;0;0;0;0;0;0;0;0;0.1;0;0;0;0;0.8;0;0;0;1;1;0;0;0;0.4;0;0
1971;2;15;NA;NA;NA;NA;NA;NA;2.2;3.2;2.4;2.5;15.4;0.6;11.5;1.8;3;0;1;0;0;0.6;0;0.2;0;3.3;0;10.2;1.8;0;4.6;0.2;0;0;28;1.8;0;0;0;9;0;0.2
1971;2;16;NA;NA;NA;NA;NA;NA;26.4;9.2;5.2;1.5;3.2;0.8;0;4.4;1.8;0;0;0;0;0;0;0.6;3;1.2;1.4;1.3;3.4;0;13.6;2.4;2;1.4;2.6;32.6;0.6;0;0.4;22.8;6.2;7.2
1971;2;17;NA;NA;NA;NA;NA;NA;8.8;6.4;3.6;34;25;10.8;11.6;9.8;9.8;1;2.3;2.4;2.4;3.4;6.8;1;10;16.3;17.2;24.1;23.2;17.3;35;42.6;15;25.6;50;54;32;33.2;17.2;38.4;26.6;26.6
1971;2;18;NA;NA;NA;NA;NA;NA;9.4;4.2;0;0;13.4;1.4;0;0;0;26.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;31.8;0;0;0.4;0;0;0
1971;2;19;NA;NA;NA;NA;NA;NA;0;8.4;0;5.8;0.2;6;8.6;17.8;16.200001;8.4;29;15;11.2;16;15.8;38.200001;8;4.4;9.2;15.2;16.4;24.2;16.2;8.8;11;11.8;27;20.2;0;2.1;0;6.6;4.6;8
1971;2;20;NA;NA;NA;NA;NA;NA;0;0;0;0;2;0;0;0;4;0;24.4;8.2;5.8;4.4;16.200001;9.4;31;2.3;0;0;0.2;0;0;0;0;0;0;0.4;0;0;0;0;0;0
1971;2;21;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1971;2;22;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1971;2;23;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;0.4;0;1.3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.2;0;0;0;0;0;0
1971;2;24;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;2.6;0;0.3;2;3.4;0.6;11.2;0;1.4;0.1;0;0;0;0;1;0;0;0;0;1.8;0;0;0;0;0;0
1971;2;25;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1971;2;26;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1971;2;27;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.4;1.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1971;2;28;NA;NA;NA;NA;NA;NA;0;0;0.2;0;0;0;3.5;2.8;0.2;0;0;0;0;4;7;0;1.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1971;3;1;NA;NA;NA;NA;NA;NA;0;30;0;0;0;0;0;0.2;4;7.2;4.5;4.8;10;10;15;4.6;4.3;0.6;0;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0
1971;3;2;NA;NA;NA;NA;NA;NA;0;0.4;4.8;0;0;0;0;0;4.6;0;4.6;0;2;10;5;2.2;0;2.5;0;0;0.2;0;0;0;0;0;0;0.4;0;0;0;0;0;0
1971;3;3;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0.4;0;0.2;0;0;0;0;0;0;0;0.2;0;0;0;1.7;0;0
1971;3;4;NA;NA;NA;NA;NA;NA;0;0;7.4;3.9;NA;NA;15.6;6.8;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.4;0;0;0;0;0;0
1971;3;5;NA;NA;NA;NA;NA;NA;0;0;0;0;NA;NA;0;0;0;0;2.5;1;8;26;6;0;2.5;0.5;0;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0
1971;3;6;NA;NA;NA;NA;NA;NA;0;0;1.2;11.9;NA;NA;20;1.2;7;5.7;8;7;4;15;4;2;8.3;0.5;0;0;0.4;1.4;0;0;0;0;0;0.4;0;0.6;7.6;0;0;0.4
1971;3;7;NA;NA;NA;NA;NA;NA;0;8.8;0.4;0;35.2;NA;10.7;11.4;0;0;0;0;0;0;0;0;0;0;0.4;4.9;0;0;0;2;0;0;0;0;0;0;0;0;0;0
1971;3;8;NA;NA;NA;NA;NA;NA;0;0;0;0;0;5;0;18.6;0;0;1.3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1971;3;9;NA;NA;NA;NA;NA;NA;0;0;0.6;0;0;0;0;0.4;0;0;1.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1971;3;10;NA;NA;NA;NA;NA;NA;0.6;0;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1971;3;11;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.2;0;0;0;0;0;0;0;0;1.2;0.8
1971;3;12;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1971;3;13;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1971;3;14;NA;NA;NA;NA;NA;NA;1.4;1;5.2;0;0.4;0;0;19.4;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0;2;0.8;0;0;2;0;0;0
1971;3;15;NA;NA;NA;NA;NA;NA;0.8;0;0.4;0;6;3.4;12;8.4;1.4;1;3.2;2.6;0.6;3.4;1.2;0.8;4.7;0.2;2;2.2;0.4;1.3;0.6;2;0;1.2;0;1.8;4.2;3.8;0.4;0;0;1.8
1971;3;16;NA;NA;NA;NA;NA;NA;14.8;6.6;3.2;0;14.2;1.4;13.2;0;2.8;3.4;1.2;2.2;0.4;1.4;0.4;3.8;3.6;4.2;8.4;7.2;11;6.2;18.6;13.8;4;5;30;25.8;3;18.2;7;0;14.8;7.6
1971;3;17;NA;NA;NA;NA;NA;NA;0;0;0;0;1.8;5.8;1.1;0;0.2;0;0;1;6.4;2;1.4;0;1.8;0.7;1;14.1;7.8;18.5;2.8;4;3.5;0;3;9.6;3.8;0.4;5;2;1.2;2
1971;3;18;NA;NA;NA;NA;NA;NA;0.4;0;0;0;0;0.4;0;0;0;0;0;0.8;0.8;1.6;2.6;0;0;0;0;0;1;0;0.8;0;0;0;0;0.4;0;0;0;0;0;0
1971;3;19;NA;NA;NA;NA;NA;NA;6.6;0.6;0;0;1;0;0;0;2.4;0;0;0;0;0;0;0;0;3.8;0;0;0.4;1.8;14.2;1.8;9;1.4;31;90;0;2.8;0;76.2;0.4;1.2
1971;3;20;NA;NA;NA;NA;NA;NA;12.8;8;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;29.5;0;0;20.4;4.4;53.2;7.6;85.5;11;34;136;0.4;4.6;0.2;103.4;14.6;3.8
1971;3;21;NA;NA;NA;NA;NA;NA;1;0;0;0;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0;1.4;0;0;0;0;0;0;0;7.4;0;0;0;9.3;0;0
1971;3;22;NA;NA;NA;NA;NA;NA;2.4;0.6;1.8;12.2;8;9.8;30.5;6.6;3;0;0.3;0;0;0;0;0;0;1.8;0;7.1;7.6;0;8.4;7.2;15.5;1.9;17;15.2;1;12.8;1.8;14.6;7.2;5.2
1971;3;23;NA;NA;NA;NA;NA;NA;1;0;1.2;1.5;4.6;8;0;4.2;6.6;0;1.4;0;0;0.2;0.8;0;4.2;0;1.6;0;0.2;0;2.6;3.2;0;0;5.5;3;1.4;4.2;0.8;5.3;0;0
1971;3;24;NA;NA;NA;NA;NA;NA;0;0;0;1.3;8.2;0;0;1.4;0;0;0;0;0;0;0;0;0;0;0.2;0;0;0;0;6.2;0;0;0;0;2.8;0;0;0.2;0;0
1971;3;25;NA;NA;NA;NA;NA;NA;0;0;0;0;0.6;13.4;0;0;0;0;0;0;0;0;8.8;0;0;0;0;0;0.4;0;0.6;6.2;0;0;1;0.2;0;0;0;0;0;0.4
1971;3;26;NA;NA;NA;NA;NA;NA;2.2;3.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0;3.6;0;0;0;25;11.2;0;0;0;3.3;0.4;0
1971;3;27;NA;NA;NA;NA;NA;NA;0.2;5.5;5.8;0;4.4;7.8;9;12.2;16.6;23.299999;22.299999;22.6;10.6;21.799999;5;35.799999;16.4;3;13.2;4.1;4.6;14.7;5.4;14.6;8;24.8;2.5;10.4;4.8;2.8;8.2;1.4;0;9
1971;3;28;NA;NA;NA;NA;NA;NA;1;0.8;0.8;0;1.4;7.5;0;0.6;45.400002;66.400002;41.299999;27;31;19.4;32;38.400002;21;3;4.6;7.2;2.4;23.3;0;11.2;3;4.9;0;10.8;1.4;1.6;0;2.9;3.6;1.8
1971;3;29;NA;NA;NA;NA;NA;NA;0;0;0;0;3.8;0.4;0;1.6;7.6;10.5;20.4;12.8;35.799999;15.6;48.400002;0.4;20.4;0.6;0;0;0.4;0;0;0.2;1;0;0;0.4;0;3.4;0;0;0;0
1971;3;30;NA;NA;NA;NA;NA;NA;0;0;0.6;0;0;0;3;4.2;0;0;0;0;0.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1971;3;31;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1971;4;1;NA;NA;NA;NA;NA;NA;1.2;4.8;12.4;0.9;3.6;2;4.2;1.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.2;1.2;1.7;0;0
1971;4;2;NA;NA;NA;NA;NA;NA;1;1.6;0.6;5;12.2;2.4;0.2;10.4;6.2;14.3;9.3;9.6;3.4;9.8;5.4;7.8;6;2.2;6;10.1;9.6;2.4;0.4;7.2;1.8;1.8;0;0;7;17;8.2;8.4;1.2;5
1971;4;3;NA;NA;NA;NA;NA;NA;0.8;2.8;0;0.3;6.6;8.6;6.8;2.4;0;0;6.4;0;0;0;1.4;0;3.2;0;2.4;6.1;2;5.3;6.6;12;0;3.2;13;5.4;4;9.8;0;0;0;3.6
1971;4;4;NA;NA;NA;NA;NA;NA;14;7.4;0;0;2;0.6;0;0;2;0;2.2;0;0;1.6;0;0;2;8.6;1.4;0;3.4;0.8;15;7.8;12.4;4.2;81;96.2;1;7.2;1;82.6;1.2;4.4
1971;4;5;NA;NA;NA;NA;NA;NA;0;13.4;0.4;0;7.4;3.2;1;2.6;17.200001;11.3;4.3;9.4;0.6;4;2.4;6.8;11;20.6;11;2.5;16.2;1.5;5;0;6.8;10;7;22;0;8.8;0;11.6;0;1
1971;4;6;NA;NA;NA;NA;NA;NA;0;0.6;2.4;9.1;13.5;12;11;10.4;3.2;7.3;16.5;5.4;2.4;3.2;8.8;10;43.700001;7.6;9.6;10.1;13;10;3.2;3.8;11.5;14.2;11;2.4;14.5;5.4;10.4;0;0.2;6.4
1971;4;7;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0.4;0;0;0;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0.2;0;0;0;0;0;0;0;0;0;0;0
1971;4;8;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0
1971;4;9;NA;NA;NA;NA;NA;NA;0;0;0;0.6;0;0;0;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1971;4;10;NA;NA;NA;NA;NA;NA;0;0;0;2;0.2;1.6;0;1;0.8;0;0;0.2;1.8;2;25.4;0.6;0;0;0;0;1.4;0;0.2;0;0;0;0;9.6;0;0;0.4;0;0;0
1971;4;11;NA;NA;NA;NA;NA;NA;0;0;0;0.2;2.2;0.4;2.5;1.8;0;0;2.6;2.6;6.2;4.6;17.799999;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;3.8;0;0;0
1971;4;12;NA;NA;NA;NA;NA;NA;0;0;0;0.4;0;0;0;0;0;0;0;0;0;0;1.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1971;4;13;NA;NA;NA;NA;NA;NA;0;0;0;1.6;0;1;0;1.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1971;4;14;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1971;4;15;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1971;4;16;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1;0;0
1971;4;17;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;5;0;0;0;0;0.8;0;0
1971;4;18;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;2.4;1.8;0;0.6;1;0;0;0;0;0;0;0;0;0;12.8;0;17;0;0;0.2;0;0;0;0.2
1971;4;19;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0.2;0;0;1.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1971;4;20;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0
1971;4;21;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.4;0;0;0;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1971;4;22;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;2.4;0;0;0;0;0;0.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1971;4;23;NA;NA;NA;NA;NA;NA;0.4;0.8;0;0;0.8;1.2;0;0;0;0;0;0;0;0;0.2;0;0;0.2;0;0;0.6;0;0.8;5;0;0.2;0;0;0;0.2;0;0;0;0.2
1971;4;24;NA;NA;NA;NA;NA;NA;11.2;4.6;2;3;8.4;0.6;5;1.8;1.8;0;0;0;0;0;1;0;0;9;0;6.1;9.8;1.6;13.8;15;18;0;50;54.4;0;15.4;0.8;37.6;0.2;2.8
1971;4;25;NA;NA;NA;NA;NA;NA;19.4;0;0.4;10;5.4;27.6;7.2;24.6;6.4;0;8.5;0.2;2;0;6.4;0.6;6.4;20.4;7.2;23.5;26;12.4;2.6;120;14;15.8;1;24.2;1;18.4;2.8;1.3;0;14.2
1971;4;26;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0;0;0;0.2;0;0;0;0
1971;4;27;NA;NA;NA;NA;NA;NA;2.4;0;0;0;0;0.4;0;0;0;0;0;0;0;0;0;0;0;0.4;0;0;0.6;0;0;0;0;0;0;0;0;0;0;0;0;0
1971;4;28;NA;NA;NA;NA;NA;NA;5.4;14.4;0.4;0.8;0.2;0.2;1.8;2.6;1.2;0;0;0;0;0;0.2;0;0;3.8;5.6;6.1;3.4;0;0.4;9.2;1.5;0;0;2.2;0;18;0.4;0;0;39.8
1971;4;29;NA;NA;NA;NA;NA;NA;0;0;0;0;0.4;0.4;0;0;0.2;0;1.4;0.2;0;1.8;0.6;0;1.8;0;0.6;1.1;0;0;0;0;0;0;0;0;0;0.8;0.8;0;0;0.4
1971;4;30;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0.2;0;0;0;0;0;0.2;0.2;0.8;0.4;0;1.5;0;0;0;0;0;0;0.2;0;0;0;0;0;0;0;0;0;0
1971;5;1;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0.2;0;0;0.2;0;0;0;0;0;0;0;0;0.2;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1971;5;2;NA;NA;NA;NA;NA;NA;2.6;0;0.2;6.7;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1.6;2.5;1.2;1.8;1.7;4;1.8;0.8;0;0.4;0;2.6;7;0
1971;5;3;NA;NA;NA;NA;NA;NA;13.8;14.8;1.4;0;9.2;10.8;9.5;7.2;6.2;2.8;9.2;12.4;5.8;9.8;6;8;4.2;10.8;7.4;12.2;11.8;18.7;13;15.2;8;10.6;18;16;11;8.4;8.4;7.9;0.4;9.4
