yy;aeronautica_6709;aeronautica_6721;aeronautica_6729;aeronautica_6768;aeronautica_6769;bolzano_5;bolzano_23;bolzano_102;bolzano_150;bolzano_172;emiliaromagna_9573;emiliaromagna_14158;emiliaromagna_14246;emiliaromagna_14271;emiliaromagna_9177;emiliaromagna_9230;emiliaromagna_9578;friuliveneziagiulia_2;friuliveneziagiulia_7;friuliveneziagiulia_12;friuliveneziagiulia_14;friuliveneziagiulia_15;friuliveneziagiulia_21;friuliveneziagiulia_47;liguria_5884;liguria_14437;lombardia_6031;piemonte_5649;trentino_6510;trentino_6541;trentino_6638;trentino_6576;trentino_6598;trentino_6615;valledaosta_26;valledaosta_44;valledaosta_83;veneto_5677;veneto_5720;aeronautica_6771
1971;-0.8904477123178847;-2.981726749025283;0.4228241970019173;-1.4648613203542764;-0.21176944478182413;-1.0550432878428948;NA;-0.40837189370287685;-0.7910402673111658;-0.33630870817052916;-1.8467434914873717;-0.7146996941480701;-2.038752968315034;-1.8944762769425125;0.10789047463766188;0.30288980190381665;-1.5322844817443375;-0.17648961292469068;-0.2046085683696095;0.6697223112622837;-1.9930736804806184;-0.9938561652333373;-1.690835421332201;-0.8107667617534968;5.292882158727513;1.2652641460986622;-0.6266825706277235;-0.9705345233250142;-2.496532876232516;-1.162791120553381;NA;0.5413113769950844;NA;-2.0270885028281995;-0.7757670662849172;-0.9637995063436247;-1.004966775313255;0.1402181663584745;NA;0.7234582353503693
1972;0.07742114014113177;-1.7025467513952321;-0.23431063445875644;0.9180993950721046;0.18166489865251734;-2.3333929610455098;-1.7957574491759019;-0.3639501249953936;-1.541656030857963;-0.8035454439636878;1.0892856309053869;1.5964114169630417;-1.2236992048741744;4.425627037736781;2.3831699777432522;2.3702775570058563;0.5954461651273508;0.7537877368441812;-0.7857815781140474;0.09290158297096696;-0.8023219787937297;-1.0495847724657033;-1.2097668963612378;1.8578773060431146;-0.4814233968280437;-0.3222733914388769;-2.0121350333997743;-3.4622011899916814;-1.0869552240875215;-1.7545078395134883;NA;-0.32761885556305614;NA;-2.838384464250743;-0.11081248906618946;-2.7791355993852154;-0.5504567020531805;-0.9175481566655819;1.5183280921701137;-0.5013613894692543
1973;1.2792820174118447;-0.6403474386804557;-1.7580430288249538;2.804252786530654;2.440794657782277;0.15190115660154913;-1.0490907825092357;-1.1000810773763456;-0.6844592079211171;0.6950683535862812;1.0347583400144593;2.9186336391852628;0.6497886983516334;5.506514366976035;3.253903267814634;3.080055334783637;2.0693963788562915;-0.42577936272291694;-1.061659703430374;1.2873821024514847;-0.7468312444080052;-0.9608629679544247;-1.4216962041668317;2.008936628077011;0.7030795271485655;0.35193081276532645;-2.3615794778442183;0.6111321433416492;0.8557251882836123;-0.6506503001980413;0.7726497058378712;1.6255093495651476;NA;-0.058412893532903354;-0.22503807829177802;-0.7232876461688438;1.417626631280152;-0.3578882927200038;NA;0.8593755480118705
1974;-1.2411453867364894;NA;-1.510487105046991;-1.2087322880962112;0.03698055521817345;-1.7672477795686623;-1.7293969049582154;-0.4069924530377209;-1.2165504713927966;-0.8685264990496684;NA;-2.2474558269042033;-1.2624972605524762;-1.1661623851079437;-0.27817606156586017;-2.536738836436765;-1.6205091194254955;-2.730303172246728;-0.1645473438798124;-2.717235502166119;-2.5462846896549305;-2.378422491763949;-3.6848274290488874;-0.46342575724408874;-0.23924812296262843;-2.180487487888268;-3.2445794778442174;-4.462792587841143;-0.7842748117163882;-1.14888530986922;0.8214859599452105;-2.4059824919266948;NA;-1.7130164988827783;-2.0393539170921517;-4.750316360276209;-1.3835585539050328;-1.4631037122211366;NA;-1.1425996033102077
1975;0.43127271778964094;0.8431613332493679;-0.047205371300862;-1.5110610552194998;0.2016108369083156;0.7519011566015497;1.322507155635094;-0.29237301708800967;0.3371306272148704;0.32430186517273363;-0.973385095497397;1.9540137561443292;0.31440018483811905;NA;1.5599815719461514;1.2669204141487178;-0.6394018134894228;2.4492769804250294;1.6998040074715384;1.4121456883801216;0.9688070534643352;-0.14902892740751383;0.5838100693087505;-0.15169770028119522;-1.7088223867270322;0.1348498334809598;0.9034205221557823;-0.32220118999168257;-0.10955783058431301;-0.23942990678174247;2.922360044518797;-0.01977633587801897;1.1836792851385116;1.6762612964925783;-0.590335281088981;-0.05173209061328521;1.8772363873777138;1.1863356353833492;NA;-0.504824592932458
1976;-0.1042111531781007;1.9984122512420264;NA;-0.026391862564297597;0.7007305552181755;0.11354499221798786;1.1790671122276066;-0.33924713039549115;0.19501825248229387;0.2711506046685326;0.13457208559091605;-1.0278310072793833;1.1379136983516318;0.6918113484755466;0.25144259818978654;3.24751120186567;-0.48645264559629453;0.5620881321010991;0.8582565776888149;3.388792519990936;1.5728070534643361;0.7215775082360523;NA;0.4025687035487113;0.17879882539418013;0.9971299741909032;0.12018819892345789;5.245106502316009;2.2933338839357855;0.6822510537671427;1.8223250305131966;0.7955948196506188;1.7331358068776428;1.8881160894591122;0.5194089695057862;2.1575488082631153;3.237737742391264;0.2902082535908299;NA;-1.1451407984660555
1977;0.041131235050537285;-0.07756426715941878;-0.015229001805694864;-0.7773037166676406;-2.439676421526012;0.54180014650054;0.8241975057790523;0.17413668494982382;0.05413677786587989;-0.5129340000471414;-1.6076678612352708;0.4103003058519299;0.19007586051379377;0.5974674570728329;1.9733062528892606;NA;-0.11377835019472649;-2.093287668370756;0.42537573304326415;-0.18027768873771777;-1.61895156722532;-0.8696187283230881;0.3006017672332355;-0.7539601973198113;0.930515137450918;NA;NA;6.367504692361258;0.4522389497515036;0.5559561721781456;0.871476084377365;-1.2638293818788462;0.9925385084394822;0.7467915191861092;1.5029339496802514;9.309351242720044;2.376884363238913;0.24245184333442005;1.2404268576022108;1.6959026797948145
1978;0.048415924045752234;-2.272737375787374;-0.20515969106252818;0.28950300602143564;1.0249775431699817;-0.9294941922356603;0.5251565293187213;-0.2788585499038181;-1.6911623674332645;-0.4811221226041962;-0.5200517621640639;0.23262056728983715;0.2907043960260527;-8.168566526585153e-4;-0.5111264224437511;NA;0.6507746643582877;7.362583006615061;2.4510613517723616;-0.09893071516568064;1.2179054141200734;-0.14927426167545477;1.0633759607816202;2.3619128185532023;-1.4547410807091072;-2.8269034313148182;NA;-1.002534523325016;0.87756192297749;1.021152943956162;-0.39961627075978967;0.47492659898239786;-0.6336399919699236;2.7966155357492557;-0.48821989647359665;-1.4349363916885576;2.784605354684407;1.133124626209037;NA;0.26184207373420776
1979;-2.2322658941360665;-1.8084633807094406;-0.16440867367444234;2.992833976964029;0.6370110430230511;1.500288253375743;3.6630936835101817;1.0305260654807977;1.1070474717214562;2.8843565847349772;0.01658984184596335;-0.4822210616694367;0.711634628584191;0.9666831433473426;3.2802714270186133;NA;0.2476926349604689;3.363982542038986;-0.1837787488384901;-1.3006698456004617;-0.3521929465356646;-1.9915100986015553;1.904518817924476;0.7888969455373296;-1.117201174605821;4.569975257209769;NA;-2.2011227586191335;2.8991867267451497;1.2640692355853247;3.9955393162274806;0.2970478111036101;0.7170126184718448;3.947231299296053;-1.1454476192458731;-2.975178899123925;2.9785497082032286;1.072844000197163;-0.8180178413923151;2.167389859281993
1980;-1.8012169430871143;0.9552348906368131;-1.4040474765640187;0.4172251587122986;0.5850390658564724;0.29356782326821573;-0.5140907825092356;0.1359997496913241;-0.5604931548491585;0.8366267951447206;-0.508648253392133;-0.7961006603316445;-0.5395863016483666;-0.06395788229368371;-0.46639523964805285;-0.18469918718018974;2.8264111704295765;2.894696827753272;-0.9220235343560041;-1.9798187817706747;-0.16777189390408687;-0.7367558250972817;0.20020614946086468;-0.5908440736773741;-1.735545260627326;0.8319308127653287;-0.8122756803758637;-2.993391666182159;-0.04504404248561933;0.015887417403506632;-0.21090567556233886;0.004423697628434198;-0.3211284071691818;0.5082822024159235;-0.8526354808891803;-3.6255242984054945;0.8458126777917805;0.1257851766677529;0.39235586994788996;-3.2300139868718514
1981;2.034626914547786;-0.21234743868045491;0.7569393655412444;1.5056155379907459;-0.14766688067926204;1.3399963946967883;2.0176296475982927;-0.22375430835097898;0.7298280800277723;0.4926662841110403;3.1228332280893483;0.42320880258395555;0.7964851269230611;2.0533498100140086;-0.9998280754689475;3.369447368326611;0.01947315007805095;1.405696827753271;NA;0.14042905549843887;-1.670772385788002;1.2012098611772277;-2.7580785846729245;-0.011132179262437703;-1.8758678412724876;-0.0855295046949891;1.4671047326820972;4.6639709711804755;2.057073502890354;1.1730755780800415;1.3132550163689238;-0.021377097321298777;1.5817056009279842;5.657455134746753;5.302306419315878;9.715601242720044;3.6937614627408255;0.9290818799644551;1.0994392032812232;NA
