yy;mm;dd;aeronautica_6709;aeronautica_6721;aeronautica_6729;aeronautica_6768;aeronautica_6769;bolzano_5;bolzano_23;bolzano_102;bolzano_150;bolzano_172;emiliaromagna_9573;emiliaromagna_14158;emiliaromagna_14246;emiliaromagna_14271;emiliaromagna_9177;emiliaromagna_9230;emiliaromagna_9578;friuliveneziagiulia_2;friuliveneziagiulia_7;friuliveneziagiulia_12;friuliveneziagiulia_14;friuliveneziagiulia_15;friuliveneziagiulia_21;friuliveneziagiulia_47;liguria_5884;liguria_14437;lombardia_6031;piemonte_5649;trentino_6510;trentino_6541;trentino_6638;trentino_6576;trentino_6598;trentino_6615;valledaosta_26;valledaosta_44;valledaosta_83;veneto_5677;veneto_5720;aeronautica_6771
1974;12;26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0.2;0;0;0;6;0;0.2;0;0;0;0;0;NA;0;0;0;0;0;NA;NA
1974;12;27;0;0;0;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0;0;0.2;0.2;0;0;0;0;0;0;0;NA;0;0;0;5;0;NA;0
1974;12;28;0;0;0;0;0;2.5;0.6;1.9;0;0;0;0.2;0;0;0;0;0;0;0;0.4;0.2;0.4;0;0;0.2;0;0;0;0;0;0;0;NA;0;0;0.2;11;0;NA;0
1974;12;29;0;0;0.2;0;0;1.1;0;4.4;10.8;0;0;0.2;0.2;0.2;0.2;0;0;0;0.2;0.2;0;0.2;0;0;0.2;0;0;0;0;0;0;0;NA;0;0;0;0;0;NA;0
1974;12;30;0;0;0.4;7.4;7.6;4.2;0;0;0;0;0.4;1;0;0.2;0;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0;0;0;NA;0;0;0;0;0;NA;0
1974;12;31;0;NA;0;0;0;0;0;3.2;0;0;4;0.4;1;12.4;0.8;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;0;0;NA;0
1975;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0
1975;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0
1975;1;3;0;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0
1975;1;4;0;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0
1975;1;5;0;0.2;0;0;0;0;0;0;0;0;0;0;0;0.2;0.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0
1975;1;6;0;0.2;0;0;0;0;0;0;0;0;0;0;0.2;0;0.4;0;0;0;0;0;0;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0
1975;1;7;0;0.4;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0
1975;1;8;0;0.2;0.2;0;0;8.3;2;9.2;5.4;1.3;0;0;0;0;0.4;0;0;0;0;0.2;0;0;0;0;0;0;0;0;0;10.3;4.2;0;0;0;6.2;0;0;0.2;NA;0
1975;1;9;0;0;0;0;0;0;0.2;0;0;0;0;0.2;0.4;0;0.4;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0.3;0;4;0;0;1.2;NA;0
1975;1;10;0;0;0;0;0;0;0;0;0;0;0;0.2;0.2;0.2;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0
1975;1;11;0;0.2;0;0;0;0;0;0;0;0;0;0;0;0.2;0.2;0;0;0;0;0;0;0;0;0;1.6;2.2;0;0;0;0;0;0;0;0;0;0;0;0;NA;3.4
1975;1;12;0.1;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.6;1.2;0;0;0;0;0;0;0;0;0;0;0;0;NA;0
1975;1;13;0.2;0.2;0;0;0;0;0;0;0;0;0.6;0;0;0.4;1.2;2;0;0;0;0;0;0;0.2;0;0.8;2.6;0;0;0;0;0;0;0;0;0;0;0;0;NA;0
1975;1;14;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0
1975;1;15;2.2;0;0.2;0;0;0;0;0;0;0;0;0;0;0.2;0.8;0;0;0;0;0.4;0;0;0;0.2;0;0;0;3;0;0;0;0;0;0;0;0;0;0;NA;0.1
1975;1;16;6.4;0;0;0;0;0;0;0;0;0;0;0.2;0;0.2;0;0;0;0;0;0;0;0;0;0;6.4;7.6;1.2;30;0;0;0;0;0;0;0.8;4.6;0;0;NA;0.5
1975;1;17;1;3.9;0.4;0;0.1;1.2;0;0;2.3;0;0;0;0.2;0;0.2;3.3;0;4;0.8;0.4;1.8;0.6;6;0.6;10.4;15.2;30;8;1.6;0;1.2;1.9;2.5;0.4;16.4;14;10;0;NA;9
1975;1;18;3.6;1;1.6;0;0.1;7.5;2.4;2.3;5.8;0;5;0;0.4;1.6;0.2;22.5;1.5;8;5.4;4.2;9;2;18.4;8;6.2;15.8;10;65;1.4;0;22;9.6;11;5.6;3.6;4.2;14;3.8;NA;11.1
1975;1;19;10.6;17.4;1.9;0;0;5.6;4.8;0;5.2;8.3;0;0;2.2;0.2;1.2;38;0;30;2;1.8;4.4;0.6;16.8;1.8;86.4;55.8;47;14;19;1.2;28;21.2;23;16;14.2;23;11;4.6;NA;7.3
1975;1;20;4.2;2;0;0;0.4;2.4;7.8;0;3.2;5.2;0;0.4;0.6;0;0;8;0;15;2.2;0;0;0;0.8;0;3.2;16;30;8;2.1;3.2;0;17.3;19;22.8;1.6;0.8;2;3.2;NA;4
1975;1;21;0;0.2;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.2;3.6;10;0;0;0;0;0;0;0;0;0;0;0;NA;0
1975;1;22;0;10.8;1.2;0;0;0;0.8;4.6;1.8;0;6.2;6;4.6;2.2;0.4;11;0;0.5;0.4;0.2;0;0;0;0.8;0.2;2.6;3;0;4.2;0.3;0;3.6;0.4;0;0;0;0;0;NA;0
1975;1;23;0.2;0.2;0;0;0;0;0;1.4;0.5;0;0.2;0;2;0.4;0.2;0;0;3.9;0.4;0.4;0;0.4;1.2;1.4;0;0;0;0;0;2.1;0;2.4;0.6;0;0;0;0;0.4;NA;0
1975;1;24;0;0.4;0.2;0;0;0;0.2;0;0;0;0;0;0;0.2;0;10;0;0;0;0;0;0;0.8;0.2;0;1.6;0;0;0;0;0;0;0;0;0;0;0;0;NA;0
1975;1;25;0;0;0.2;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0
1975;1;26;0;0.2;0;0.2;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;NA;0
1975;1;27;0.5;2.8;0.1;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;15;0.2;NA;0.6
1975;1;28;2.2;18.8;19.8;3;2;0.5;3.2;3;2.7;3.8;7.6;2;3.2;5;4.2;12;7;31;20.8;31;23.2;25.4;33.4;7;1;40;10;1;12.1;4;13;22.7;20;5;29;0.4;12;8.6;NA;2.4
1975;1;29;0;0;0;0;0;15.6;9.4;6.1;9.9;2.4;5.6;5.6;3.4;10;0.2;4;9;1.2;0;2.6;0;1.8;0;0;0;0;0;0;0;2;1;0;0.6;1.6;0;11.8;9;1.8;NA;0
1975;1;30;0;0;0;0;0;7;0.6;14.8;18.8;0;0;0;0;0;0.2;0;0;0;0;0;0;0;0;0.6;0;0;0;0;0;0.3;0;0;0;0;4.6;3;0;0;NA;0
1975;1;31;0;0.2;0;0;0;0;0;0.9;0;0;0;0;0;0;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.6;NA;0
1975;2;1;0;9.6;3;0.6;0.2;0;0.8;1.6;0;2.7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.7;0;0;0;0;0;0;0;1;NA;0
1975;2;2;0.1;0.2;0;0.6;0;0;2.4;0;0;0;6.6;5.4;6.2;5.4;1.4;17;2;2.9;1.2;1.4;0;2;0.4;3.4;2.2;12;0;0;9.8;3.2;12;18.3;3.8;0;0;0;0;1.2;NA;9.2
1975;2;3;0;0;4.2;6.6;6.4;0;0;0;0;0;0;0;0;0;0.4;0;0;0.4;0;0.8;0;0;0;0.4;0;0;0;1;0;0;0;0;0;0;0;0;0;0;NA;1.6
1975;2;4;3.2;0.1;0;0.4;0.2;0;0;0;0;0;7.2;9.2;12.6;10.8;7.8;5;11;0.9;1;0;0;1;0;0.2;0.2;0;4.4;8;10.9;0;0;2.6;1.2;0;3.2;1;0;0;NA;0
1975;2;5;13.2;0;0;1.2;0.3;0;0.4;0;0;0;21.2;0.6;0;4.4;0;15;12;0;0;0;0;0;0;0;2;0;1;0;0;0;0;2.3;0;0;2.8;5.4;10;0;NA;5.8
1975;2;6;3.6;0.2;0;0;0;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0;0;0;0;0;13.2;15;4.8;0;0;0;8;0;0;0;0.6;18.2;13;0.2;NA;0.1
1975;2;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0;0;0;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0
1975;2;8;0;0.2;0.2;0;0;0;0;0;0;0;0;0;0;0;0.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0
1975;2;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0
1975;2;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.4;0;8;0;0;0;0;0;0;0;0;0;0;NA;0
1975;2;11;0.1;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5;0;0;0;0;0;0;0;0;0;3.2;0;16;0;0;0;0;0;0;0;0;0;0;NA;2.4
1975;2;12;4;6;0.2;0;0;0;0;0;0;0;0;0;0;0;0;15.9;0;0;0;0;0;0;0;0;34.2;36.8;14.4;0;0;0;0;0;0;0;11.6;4.8;0;0;NA;36.6
1975;2;13;1.2;29.6;1;5.4;3.2;2.6;2.4;0;1.2;2.5;6.6;10.4;3.2;8.4;0.8;40;3;1.1;2;0.2;1.6;0.2;2.4;0;9;38;35.8;0;1.2;0.4;19.4;2.9;15.2;5.7;0.4;9.8;7;0.8;NA;0.2
1975;2;14;0;0;2.4;0;0;0.9;0.8;1.2;0;1.8;1.8;2.6;9;2.2;4.2;1.5;0;0.2;1.6;0.2;3.6;1;0.2;3.6;0;14.5;2;0;0;0;2.6;2.3;1;2.5;0;0;0;0.6;NA;0
1975;2;15;0;0.2;0.2;0;0.1;0;0;0;0;0;21.8;0;0;0;0.2;4;0;0.1;0.2;0;0.6;0;0.2;6.2;1.2;0;0;0;0;0;0;0;0;0;0;0;0;0.2;NA;0.1
1975;2;16;0.2;0.2;0;19.8;22.2;0;0;0;0;0;1;27.4;3.4;24.6;9.6;7.5;15.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0
1975;2;17;0;0;0;0;0;0;0;0;0;0;0;0;0;5.4;0.2;0;8.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0
1975;2;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0
1975;2;19;0;0;0;0;0;0;0;0;0;0;4.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0
1975;2;20;0;0;0;3.6;1.2;0;0.4;0;0;0;5.6;0;0;0.4;0;3;1;0;0;0;0;0;0;2.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0
1975;2;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0.6;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0
1975;2;22;0;0;0;0;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0
1975;2;23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0
1975;2;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0
1975;2;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0
1975;2;26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0
1975;2;27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0
1975;2;28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0
1975;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;NA;0
1975;3;2;0.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;0;0;0;0;0;0;0;0;0;0;NA;0
1975;3;3;3.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.8;0;0.6;42;0;0;0;0;0;0;0;1.8;3;0;NA;2.2
1975;3;4;25.4;2.8;10.1;3.6;1;0;0;0;0;0;0;0;0.2;0;0.2;18;0;0;0.8;0;0;0;0;0;43.8;10.6;7.4;0;1;0;10.6;1.5;0.8;0;2;35;20;0;NA;38
1975;3;5;0;0.2;7.7;3.4;8.8;0;0;0;1.2;0;12.8;2;6.4;0.2;6.4;15.2;5;14.2;21.6;13.6;19.8;14;25;6.8;6.4;4.4;48;0;1.2;0;0;5.8;8.8;7.8;19.8;26.2;0;4.4;NA;0.4
1975;3;6;0;0.1;0;0;0;0;0;0;0;0.6;0.6;0;0;0;0;0;0;6.2;3;3.8;10;5.6;11.8;11;5.6;0;0;0;0.4;0;0;0;0;0;0;0;0;0;NA;0
1975;3;7;0.2;0;0;4.2;0;0;0;0.8;0;0;0;0;0.2;1.2;0.2;0;1;0;0;0;0;0;0;0;0;0;0;26;0;0;0;3.8;0;0;0;0;0;0.2;NA;0
1975;3;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;113;0;0;0;0;0;0;0;0;0;0;NA;0
1975;3;9;21.8;6.6;1.5;0;0;0;0;0;0;0.4;0.2;0;0;0;0;0;0;7.2;3;0;0.2;0;0.4;0.8;7;0;5.8;53;8.1;0.6;0;2.4;0.5;1.6;29.2;19.8;10;1;NA;39.2
1975;3;10;41;11.2;6;3;8.6;0;7.6;0;0;0.9;3.2;0.4;0.2;0;0;13;5;9.6;8.2;0;5.2;2.4;3.6;10.2;53.6;38.8;40.8;0;1.9;3.1;30.5;17.7;6.8;5.6;124;82.2;30;13.6;NA;24.6
1975;3;11;1.2;11.4;0.3;0.6;0.4;1.8;1;1.3;10.2;2.3;3.2;22;0;7.6;0.2;12;0.4;15.4;0;3.6;7.4;3.4;4.8;7.6;11.4;1.2;38;0;4.6;0;10;14;5.2;6.4;32;59.6;30;2.2;NA;0
1975;3;12;11.8;3.6;7.4;5.8;4;0;0;3.2;0;0;4.2;10.4;5;1.2;8.8;20;5;4.6;3;1.8;0.8;3.8;20.2;0.2;8.4;14.6;0;6;1;1.7;0;1.5;1.5;0;1.6;0;3;1.6;NA;9.8
1975;3;13;8;3.3;21.6;4.2;1.2;0.1;0.6;4.2;6.4;0;14.4;7.8;2.6;9.6;1.2;40;10;22.6;18.6;19;19.6;13.6;19;8.8;19;17.8;1.2;0;2.5;2.1;0.6;2.6;0;7.1;20;1.8;0;2.8;NA;12
1975;3;14;21.2;10.2;0.5;3.2;0.9;6.7;6;4.2;2.3;2.9;3;1.6;10.6;2.4;4;7.5;3.5;18.9;10.6;6.2;10.2;6.6;13.2;14.8;4;1.6;12.6;0;2.8;1.2;10.3;9.4;3.3;0;3.6;4.6;0;4;NA;0.6
1975;3;15;0;25;6.8;1.2;0.1;0;0.6;18;0;0;0.2;0;1;0.6;0.2;5;0.3;15.3;3.6;9.8;4.2;0;9.2;3.6;0;0.2;0;0;1.5;19.3;5.3;3.8;0;0;0.6;0;0;1.6;NA;0
1975;3;16;2.3;3.2;0.1;2.4;0.4;6.7;2;1.7;5.1;2.5;0;0;7.4;4.6;0;3;0;0;1.8;0;0.2;4.2;0;0;0.2;6.6;8.4;0;0;1.2;4.8;1.7;7.5;4.2;1.4;0;0;0.4;NA;0
1975;3;17;0;0.2;17.2;0.1;0;0;0.6;10.5;1.5;3.7;1;2.2;4.2;0;0.2;12;0.3;16.8;10.4;11.4;10.4;3.8;29;14;0;6.4;1.6;3;1.8;4.3;0;2.6;2;0;0;0;0;3;NA;0
1975;3;18;0.1;2;7.6;0;0;1.6;6.6;7.3;5;0.4;0;0.4;0;0;0;9;0.5;42.4;36.8;11.4;29.4;1.8;17;28;0;3.6;9.4;11;14.4;10.7;1.5;1.4;4.5;3.4;0.8;0;0;5.2;NA;0
1975;3;19;0.2;12.4;34.4;3.4;3.2;13.2;25;15.8;8.8;8.6;8.6;3.8;8;13.4;7.6;25;20;160.2;59.4;42.2;66.8;71.8;122.2;10;0;13.8;26;1;23.7;27.3;13.8;11.7;11.8;26.2;2.6;0.4;0;36.2;NA;0
1975;3;20;0;0;0;0;0;11.1;13;13.9;12.5;11.2;0;0;0;0;0.2;0;1;50;9;13;28;2.2;28.8;30;0;0;4.6;0;0;11.4;27;11.4;14.2;9.6;7;15.8;30;25.8;NA;0
1975;3;21;0;0;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0.2;0;0.2;0;5;0;0;0;1;0;0;0;0;0;0;0;0;0;0;NA;0
1975;3;22;0;0;NA;0;0;0;0;0;0;0;0.2;0;0;0.2;0;0;0;0;0;0.4;0;1;0;0.5;0;0;0;0;0;0;0;0;0;0;0.4;0;0;0;NA;0
1975;3;23;4.4;0;NA;0;0;0;0;0;0;0.4;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0.5;24.2;1;0;0;0;3.2;0;0;1.6;0;0.8;3.2;10;0.4;NA;19
1975;3;24;0;0;NA;0;0;0;0;0.7;0;0;3;0;0;0.8;0;4;0;0;0;0;0;0;0;0;0;1.6;0;0;0;0;1.1;0;0;0;0.4;0;0;0.4;NA;0
1975;3;25;0;0;0;0;0;0;0;0.4;0;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0
1975;3;26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;NA;0
1975;3;27;0;1.2;0.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;NA;0
1975;3;28;0;0.8;6.8;0;0;2.4;2.6;9.7;11.1;8.4;0;0;0;0;0;35.2;0;17.8;9.8;11.2;46.2;15.2;44.4;20;0.6;36.2;5;0;9.5;4.1;18.4;16.8;11;8.8;0;0;0;3.6;NA;0
1975;3;29;0;1.4;0.1;0;1.1;6.3;3.2;8.2;2;8.5;0;0;0;0;0;16;5.5;16.4;4.4;0.8;12.2;0;15.2;24;0;13.4;0;0;0;3;2.1;7.2;15;2.4;0;0.8;10;9.4;NA;0
1975;3;30;1.2;25;16.2;0;0.3;7.1;6.2;9.1;13.8;16.9;7;11.6;3.6;1.8;1.6;57.8;3;16.9;16.8;27.2;35;25.8;50.6;32;8.2;25.6;5;6;29.9;4.1;10.6;16.3;7.4;8.4;0.4;0;0;5.8;NA;6.2
1975;3;31;0;7;8.2;3.3;1.8;13.1;20.2;47.3;58.4;26.2;9.2;7.6;3.8;3.6;1.6;18;7;198;49.8;64.4;87;39;120.2;83;2.2;21.8;2.8;5;32.8;42.7;50.2;41.8;71;35.3;3.6;0;0;37.6;NA;0
1975;4;1;0;0;0;0;0;1;0;1.8;1;12.6;0;0;0;NA;0;15;0;1.2;3;1;8.8;5.6;2.8;1.8;0;0;3;0;0;0;0;0;6.6;0;0;5;10;7.4;NA;0
1975;4;2;0;0;0;9.8;3.8;0;0;0;0;0;3.2;0;0;NA;0.2;3.5;0;0;1.4;0;0;0;0.4;1.5;0.2;5.4;0.4;12;0;0;0;0;0;0;0.4;0;0;0;NA;1
1975;4;3;1.8;1.6;6.9;0;0.1;0.5;0;3.2;3;0.4;3;0;0;NA;0;10;7;2.9;2.2;0;0;0.2;3.2;0;0;4.2;6;41;0;2.2;0;0;0;0.2;3.8;0;0;7.4;NA;0
1975;4;4;2.4;10.6;11.4;0;0;0;1.6;1.1;7.3;0.8;1.8;0;0;NA;1.8;58;10;14.5;11.8;7.4;38.2;10.4;51;11.8;0;30.4;18.6;32;7.8;3.1;14;14.4;7;8.6;5.2;4.2;0;6;NA;0.2
1975;4;5;6;3.8;8;0.8;2.2;16.4;25.2;12.9;41.4;18;14.2;0;3.4;NA;0.6;32.5;0;193.3;35.8;10.4;23.8;14.6;58;101;2.6;40.2;32;22;21.5;0;62.6;49.7;62;41.8;8.2;13.2;0;55.2;NA;1
1975;4;6;5.2;4.4;14.6;5.4;0.8;0.9;5;8;6;2.6;2.2;0;0.6;NA;4.8;6.5;1.8;60.8;36.4;16.4;22.8;22;82.2;62.6;20.6;32.6;36;1;17.4;12.1;22.4;3.6;8;21.1;30;32.8;12;13;NA;12.4
1975;4;7;0.1;0.2;16;9.6;3.7;16.8;18.8;17.1;43.3;15.3;31.2;13;12.4;NA;13.4;110;5.3;104.8;38.4;64.4;72;48.2;79.8;105;2.2;30.8;4.2;0;4.9;41;49;33.9;41;28.2;0;13;0;26.6;NA;0
1975;4;8;0.6;0;0;0;0;0;0;0;0;0;0;0;0.2;NA;1.4;3.5;3.5;4.8;0.8;1;5.2;2.6;1.8;21.8;0;3.8;2;12;0;0;0;0;0;0;0;0;0;0;NA;0
1975;4;9;0.4;2;0.1;0;0;0;0;0;0;0;0;0;0;NA;0;10;0;0.7;0;0;1.6;0;3.6;1.6;0;2.6;19.8;0;0.7;0;0;0;0;0;4.4;0;0;0.4;NA;0
1975;4;10;0.2;4.4;18.6;2.8;2.4;4.5;17.8;3.1;21.6;7.8;1.4;0.2;0.4;NA;0;12.8;0;40.5;8.8;0;3.8;4;31.2;38.4;0;29.6;1;0;4.6;0;46;21.8;19;13.7;0;1.8;0;15.4;NA;0.2
1975;4;11;0;0;10.4;2.6;0.6;0;0.6;2.7;1.5;0.8;4.6;6.4;5.8;NA;16.6;1.5;4;9.4;11;24.8;23.8;12.6;7.4;3.2;5;1.6;0;0;0;0;0;9.2;0;0;0;0;0;0;NA;0
1975;4;12;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;3.5;0;0;0;0.2;5.2;0.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0
1975;4;13;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0
1975;4;14;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;1.2;0;0;0;0;0;0;0;0;0;1;0;0;0;NA;0
1975;4;15;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;0;0;0;0;0;1.4;0;0.4;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0
1975;4;16;0;0.2;1.9;0.8;0.3;0;3;8.3;7.1;11.7;16.4;2.6;0.6;NA;0;43;0;2.9;1.4;47.2;15.2;20;15;8.4;0.2;0;0;0;2.5;0;0;2.6;0;0;0.2;0.6;12;3.4;NA;0
1975;4;17;0;0.2;0;0;0;0;0;0;0;0;0.2;1.2;1.2;NA;2;2;0;0.5;0.2;0;0;2.2;0;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0
1975;4;18;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0
1975;4;19;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0
1975;4;20;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0
1975;4;21;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0
1975;4;22;0;0;0;0.2;0;0;0;1.8;0;6.3;0;0;0;NA;0;0;0;0;0;0;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0
1975;4;23;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0
1975;4;24;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;4.4;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0.1
1975;4;25;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0
1975;4;26;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0
1975;4;27;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0.2;0;0;0;0.6;0.6;0.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0
1975;4;28;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0
1975;4;29;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0
1975;4;30;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0
1975;5;1;0.1;0.1;0;0;0;0;0;4.9;8.9;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;12.2;NA;0
