yy;mm;dd;aeronautica_6709;aeronautica_6721;aeronautica_6729;aeronautica_6768;aeronautica_6769;bolzano_5;bolzano_23;bolzano_102;bolzano_150;bolzano_172;emiliaromagna_9573;emiliaromagna_14158;emiliaromagna_14246;emiliaromagna_14271;emiliaromagna_9177;emiliaromagna_9230;emiliaromagna_9578;friuliveneziagiulia_2;friuliveneziagiulia_7;friuliveneziagiulia_12;friuliveneziagiulia_14;friuliveneziagiulia_15;friuliveneziagiulia_21;friuliveneziagiulia_47;liguria_5884;liguria_14437;lombardia_6031;piemonte_5649;trentino_6510;trentino_6541;trentino_6638;trentino_6576;trentino_6598;trentino_6615;valledaosta_26;valledaosta_44;valledaosta_83;veneto_5677;veneto_5720;aeronautica_6771
1993;4;13;11.2;5.4;6.2;NA;5;1.2;2.4;25.9;13;2.7;0.8;0;1.2;0;0;17;0.2;6.2;12.8;1.5;8.2;6.2;8.8;4.6;2.2;28.4;9.8;3;5.8;2.4;5.4;8.4;4.2;3;7.4;15;0;0.6;1.6;19.2
1993;4;14;0;0.1;2.2;NA;0.4;1.2;2.6;4.9;5.8;0.5;6.6;5.2;0.4;10;0.2;20.6;8;4.1;0.4;1;9.2;14.4;22.8;NA;0.4;43.2;0;0;3.4;0.4;2;2;5.2;3;1.6;0.6;0;0;0;0
1993;4;15;0;0.7;5.4;NA;23.6;0;1.4;0;0;0;6.6;7;6.8;13.4;9;31.4;20;9.2;5.4;6;2.4;5.6;3.8;10.8;0;25.8;0.6;0;0;0;0;0.2;0;1;0;0;0;0.2;5.2;0
1993;4;16;0;0.2;4;NA;0.2;0;0;0;0;0;11.8;4.2;3.2;6.8;4;4.8;3.4;0.4;0.2;0.1;0;0.4;0;6;0;6.4;0;0;0.8;0;0.2;8.8;0;0;0;0;0;0;0.2;0
1993;4;17;0;2.4;1.6;NA;0;0;0;0;0;0;1.4;0;0;0;0;10.6;0;0;0.2;0;0;0;0.4;0;0;2.2;0;0;0;0;0;0.2;0;0;0;0.4;0;0;13.4;0
1993;4;18;0;0;0;NA;0;0;0;0;0.7;0;0;0.2;0.8;0.2;0;0;0;0;0;0;0.8;0;0;0;0;2.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1993;4;19;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1993;4;20;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1993;4;21;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0;0;0;0;0;0;0
1993;4;22;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0;0;0;0;0;0;0;2.2;0;0
1993;4;23;0;0;0;NA;0;0;0;0.5;0;0;0;0;0;0;0;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0
1993;4;24;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;1.6;0;0;0;0;0;0;2.4;0;0;0.6;0.8;0;0;0;0;0;0;0;0;0;0;0;0
1993;4;25;44.6;9.2;0;NA;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;44;16.2;50.2;88;0;0;0;0;0;0;26;20.4;22;0;0;52.4
1993;4;26;32.6;2.6;0;NA;0.2;0;0;0;0;0;5.2;2.4;0.6;3.2;1.2;7.8;1.2;0;0;0;0;0;0;0;0;14.2;19;67.2;1.2;0;7.4;6.6;2.8;3;60.4;152.2;54.4;0;0.2;14.6
1993;4;27;1.8;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.2;0;0;0;0;0;0;0;0;36;51.2;13.6;0;0;0
1993;4;28;20.2;0.2;0;NA;0;0;0;0.7;0;5;0;0;0;0;0;0;0;0;0.4;0;0;0;0;0.6;0;0.4;20.4;42.6;0;0;1.2;0;0.6;0;13.8;4.6;11;3.4;0.4;7.2
1993;4;29;14;2;2.6;NA;0.2;1.4;15.4;0.7;2;0.6;5.4;0;3;0;1.8;14.8;1.6;3.4;0.6;2.2;0;0;0;0;0;33;1.6;6;6;1;17.6;15.4;4.8;7;67;78.2;45;2.6;4.4;2.2
1993;4;30;23;0.2;0;NA;0;0;1.2;1.5;0;0;2.8;0;0.4;0;0;9.4;3;5.4;1;0;10.2;2.8;4.6;1.2;44;4.2;10.4;6.2;3;0.2;0.8;7.2;2.4;0.8;27.2;15.4;16;3;0.2;0.6
1993;5;1;6.4;15.4;0;NA;0.5;0.8;7.4;0.2;0.6;0;23.6;6;1;5.8;0;14.4;6;1.6;0.4;0;0;0;0.2;6.8;0;8.6;10.4;2;6.8;0.8;7.4;7.2;16.8;5.8;9.4;8.4;21;5.4;0.2;6
1993;5;2;1.2;0;0.1;NA;1.6;0.2;1.6;2.6;3.2;0.8;0;2.6;0;0;0.2;0.2;3.2;7.2;0.2;3.2;0.8;0;20;1.4;6;4.8;11;0;9.8;1;0.8;2.6;4.8;0.8;2.2;1.6;7.4;0;0;0
1993;5;3;2.4;0;4.6;NA;0;0;0.4;0;1.3;1.5;1;0;3.2;2.8;0;15;2.2;1.6;0;0;0;0;1.6;0;0;7;1.8;0;1.8;2;0;2.2;2;0.8;0;0;0;1.4;0;0
1993;5;4;12.2;3.2;0;NA;0;0.2;1.2;1.4;4;0.5;0;0;0;0;0;3.2;0;0;0;0;0.4;0;0;0.2;0;11.4;0;0;2.8;4.2;4.2;0;0;1.4;0;0;0;0.4;0;0
1993;5;5;0;0;2.6;NA;0;0.6;0;5.6;2.5;2.6;0;0;0;0;0;0;0;1.6;2.8;0;1.2;0;0;0;0;0;1;0;0;0.2;0.8;1.6;0;0;0;0;0;8.6;0;0
1993;5;6;4;0.5;0.1;0;0;1.8;2.6;4.8;0.7;0;0.4;0.8;0;0;3.4;0.6;0;4.8;0;0;1;0;1.8;0.6;0.4;0;5.2;26.2;3;2.2;13;10.6;1.6;10;0.2;0.6;0;1.8;0;3
1993;5;7;0.4;4;0;0;0;0.4;5.6;0.4;0;0;1.6;0.6;0;0;0;0;0;1.8;0;0.1;0;0;0;0.8;0;0.4;2.8;4;0.8;0;5;6;4.4;0.6;14.2;16.8;0;0;0;0
1993;5;8;0.4;1.6;0.4;0;0;0;0.6;0;0;0;0;0;0;0;0;1.2;0;3.5;0.4;0;0;0;0;0.2;0;0;1.2;0.6;1;0.6;0.2;3.4;0;5.6;6;6.2;0;0.8;0;0
1993;5;9;3.4;0.2;0;0;0;0;0.2;0;0;5.2;0;0;0;0;0;0.2;0;2.2;0.2;0;0.4;0.2;7.2;6.4;0;0.4;0.4;0.4;0;0;1.2;3.2;0;0.2;7;8.8;5.6;0.4;0;0
1993;5;10;26;0;0;0;0;0;0;0.8;0.9;0;0;0;0;0;0;40.8;0;0.2;0;0;0;0.4;1.2;0.4;0;13.8;0;0.4;1;0.4;0.4;1.6;5;7;1.2;0;10;0;0;0
1993;5;11;23;0;0;0;0;0;0.2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.6;0;7.6;22.4;1.6;0.6;0;0;0;0.4;17.4;18.2;7;0.4;0;6.8
1993;5;12;0.4;2.1;0;1.4;0.8;1;0.8;0.4;5.1;0;5.4;5.4;0;0.4;0.4;5.6;6.4;0;0.2;0;0;0;0;0;3.6;11;16.6;19.8;0.8;5;3.4;8.4;1.6;1;25.6;13.2;0;2;0;0
1993;5;13;0.1;29;2;49;0.1;0;2.8;0.6;2.5;0.6;0.6;5.8;0.4;0;4.4;6;9;1.8;0;0;0;0;0;0;0;5.4;14.8;0.8;1.4;1.8;2.8;1.2;0.8;4.4;7.4;5;6.4;4.6;2.2;0
1993;5;14;0.8;0;0;0.5;0.8;0.4;2;0;2.6;0.8;3.4;0.4;0;0.4;0;7;1.4;1.1;7.8;0;4.4;0;0;0.2;1;6;2.2;4;1.4;2.4;4.6;1.8;1.8;11.4;2;1.6;0;0;18.6;0
1993;5;15;1;0;14.2;0;0.8;0.8;0;2;1.9;0;2.8;2.6;1.6;2;0;0.6;0.8;0.2;24;2.9;9;0;0;0;0;6.2;19;0.4;0.2;1.2;0;3;0;0;0.2;0;0;10;0.2;0
1993;5;16;0;1.4;1.4;0;0;8;4.2;4.6;0.7;8.6;0;0;0;0;0.4;0;2.2;5.4;0.2;0.2;6;6.6;0.6;2.2;0;0;0.4;0;1.4;2.2;1.8;0.4;0;0.4;1;0;0;0.4;0;0
1993;5;17;8;0;0;0;0;0;0;1;0;0;0;0;0;2.8;0;4.4;0.6;0;0;0;0;16.6;0.2;1.6;0;0;0;0;0.2;0.2;0;0;0;0;0;3.2;0;0;0;0
1993;5;18;0.2;0;0;0;0;0;0;0.2;0;0.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.6;0;2.2;0;1.6;0;1.8;0;0;0.4;1.4;0;0;0;0
1993;5;19;4.6;0;0;0;0;0;0;0.6;0;0;0;0;0;0;0;0;9.8;0;0;0;0;0;0;0;0;0;1.4;1.6;1.4;0.2;0;0;0;0;4;4.6;0;0.4;0;8.4
1993;5;20;1.2;0.2;0;0;0;0.4;0.6;0.8;2.2;1.9;0.4;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0.8;7;51.6;1;2.4;0.6;0;0;0;1.4;7.4;10;1;0;3.4
1993;5;21;0;3.8;5.9;0;0;1;2.2;2;0;0.5;0;0;0;0;0;0.6;0;1.4;1.2;0;0;0;0.4;0;3.6;12;4.2;13.8;4.6;3;9.4;6.8;1.8;3.2;20.4;40;40;12.4;1.2;0
1993;5;22;0;0;0;0;0;3;3.8;1.4;13.1;8.3;0;0;0;0;0;0;0;15.6;0.2;0;0;0;2.8;4.4;1.2;2;0;0;10.4;11;10.4;4.8;2;9;3.8;0;6.4;0;0;0
1993;5;23;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1993;5;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0
1993;5;25;0;0;0;0;0;2.4;1.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2.4;0;6;0;1.6;1.6;0;0;10;0;0;0
1993;5;26;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0.7;0;0;0;0;0;0;0;0;0;0.2;0;0;3.8;0;0;0;0;0;0;0.8;0;0
1993;5;27;0;0.2;0.1;0;0;1.8;1.4;0.8;2.2;0;0;0;0;0;0;0;0;0.8;0.4;0;0;0;0;0.2;0.2;0;0.2;1.6;2.4;0;5;5;0;0.6;2.2;2.4;0.6;2.2;0;0.2
1993;5;28;0;0;0;0;0;3;1.4;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0.8;0;1.8;2.6;0;0.2;1.4;0.2;0;0;0.6;2.6;0;4.6;0;0
1993;5;29;0;0;0;0;0;5.8;6.8;11.4;14.2;13;0;0;0;0;0;0;0;1.8;0;0;1.4;0.4;2.3;25.6;0;0;0;0;3.2;NA;5.6;8.4;1;4.8;0;0;0.4;0;0;0
1993;5;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1993;5;31;0;0;0;0;0;1.6;0.6;5.4;7.3;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0;6.8;0;0;0;0;0;NA;0;0;0;0.2;1.6;0;0;4.2;0.2;0
1993;6;1;0;0;0;0;0;0.2;0;1.6;2.9;1.2;0;0;0;0;0;0;0;3.8;0;0;0;0.2;0;1.4;0;0;0;0.2;0.2;NA;0.2;0.4;0;0;0;0;0;0;0;0
1993;6;2;4;1;2.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0.5;0;0;0;0;0;0;21;14.2;0;1;0;0;0;0;5.4;1.8;0;26.4;1.2;0
1993;6;3;0;3.6;11.4;15.4;8.2;26.6;9.2;18.2;22.4;19.6;1;0.6;2.2;0;0;6.2;0;NA;17.8;8.8;19.8;2.2;31.8;6.2;0.6;0.4;0;0.2;19.2;14;12.6;11.2;10.8;9.2;9.8;8.4;5.4;4;14.6;0
1993;6;4;0;0;0.2;11.1;10.8;0.2;0;0;0;0;3.8;4.4;1.2;16;19;1.4;31;10.6;0.2;0;4.6;6.2;1.6;17.4;0;3.8;0;0;0.2;0;0;2.2;0;0;0;0;0;0;0;0
1993;6;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.4;0;3.8;0;0;0;0;0;0;5.8;0;0;0;0;0;0;0;0;0;0;0;0;0;1.2;0;0
1993;6;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.6;0;0
1993;6;7;0;0;0;0;0;0.4;4;0;5.4;0.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.4;4.6;0;0;8.6;0;0;0;2.6;0;0
1993;6;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.8;0;0;0;0;0;0;0;0;0;0;16;6.4;0;0.8;0;1.6;0;0;0;0.2;0;0
1993;6;9;16.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;36;0;0;0;0;0;0;0;0;0;5.2;15.6;28.6;0;0;0.6;0;0;0;0;0;0;0;0;0
1993;6;10;5.2;1.4;0;1.6;4.4;0.6;3.4;0;0.5;0.8;3.2;0.6;0;1.6;1;4.4;16;0;5;12;0;0;0;0;0.6;11.4;1.8;27.6;0.8;0.8;8.4;7.2;1.6;2.8;23.2;30.4;6;4.4;14.2;2.2
1993;6;11;0;0.6;5.2;0;0;4.6;5;3.6;12.8;10.5;0;0;0;0;0;0;0;1;0;0.3;14.1;3.8;1.2;1.8;0;0;22.8;39.6;18.4;9.4;10;0.4;2.8;4;18;23.4;3.6;0.4;0;0
1993;6;12;0;0;1.8;0.6;0.2;8.8;4.6;9.4;1.9;0;2;0;0;0;1.2;0.6;0.8;2.8;5.4;0.6;19.3;9.2;15;17.2;0;4.2;0;0;2;2.6;20.2;2.6;0.2;2;9.4;7.6;0;7.2;2.4;0
1993;6;13;0;2;0;0;0.1;0;0.4;1.8;0;0;0;0;0;0;0;0;0;5.4;0.6;15.4;24.4;13.6;5.8;10;0;1;0;0;0.4;5.4;5.2;4.8;7;0.6;0;0;0;12;0.4;0
1993;6;14;0;0;0;3.4;0.2;2.4;4.2;6.4;8.8;4.4;7.2;1.6;14.4;4.2;0.6;0.2;4.2;1;0;4.4;8.1;5;3.8;1.2;0.2;2.8;0.2;0;5;5.8;8.8;8.8;9.2;3.2;0;0;0;0;0;0
1993;6;15;0;0;0.6;0;0;0;0.6;0.4;0;6;0;0;0;0.4;1.8;0;0;0.9;0;0;0.6;0;9.4;0;0;3.2;2.8;0;8.4;1.8;4.6;2;2.4;1.2;0;0;0;1;0;0
1993;6;16;0;0;0;0;0;0;0;0.2;0;0;1.8;0;0;3;0;0;0;0;2.6;0;0.5;0.6;0;1.8;0;0;0;0;0.2;0.2;0.2;0;0.2;0.4;0;0;0;0;0;0
1993;6;17;0;0;11.6;0;0;0;0;0.2;0;0;0;0;0;0;0;0;0;0;0.4;2.9;0;0.2;0.2;0;0;0;0;0;0;NA;0;0;0;0;0;0;0;2.2;0;0
1993;6;18;0;0;1;0.2;3.6;1.6;1.6;5.2;0;1.3;0;0;2.8;0;7;0;0;4.2;0;0.1;8.3;1.2;4.6;4.8;0;0;0;0;4.2;NA;0.8;0;1.8;2;0;0;0;0;0;0
1993;6;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1993;6;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14.6;5.1;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;0;0.2;10.4;0;0
1993;6;21;0;0;2.6;0;0;2.4;0.2;1.6;2.2;3.3;0;0;0;0;0;0;0;13.6;2.2;16.5;14.9;11.6;21.2;12.8;0;0;0.6;4.2;3;2.8;2.6;3.6;13.4;11.4;0;0.2;0;6.2;0.2;0
1993;6;22;6;0.8;0.1;0;0;4.8;2.6;9.2;2.4;12.6;0;0;0;0;0;0;0;2.4;0.4;0.2;1.5;3;0;2;0;0;17.2;12.8;0;6;5.8;2.6;0;1.8;10.8;3.6;6;27.4;0;1
1993;6;23;1.4;15;1.6;0;0;15.4;6;24.4;0;24.1;0;0;0;0;0;5.2;0;10.1;52.2;17.1;1.6;0.8;18.8;4;4.2;19.8;28;6;31;31.2;21.2;11.2;27.2;13.6;18.4;11.8;15;11.4;1.4;0
1993;6;24;0;21.2;0;0.2;3;8.2;1.6;7;24;1.6;0.8;0;0;0.6;0;7.2;1.6;12.4;0.2;13.2;35.4;6.8;14.4;11.8;0;20.4;0;0.2;28.8;15.2;2;18;10.4;1.2;10.8;1.4;0.6;2.8;1.4;0
1993;6;25;0;1.2;0;0;0;0;0;0;9;0;0;12.2;8.2;0;0.4;1;0;0.2;0;0.1;5.5;41.6;0.2;0.6;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0;0;0
1993;6;26;0;0;0;0;0;0;0;0;0;0;0.6;0;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1993;6;27;0;0;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1993;6;28;0;0;0;0;0;0.2;0.2;0.2;0;0;0;0;0;0;0;0;0;0.2;10.2;NA;0;0;0;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
1993;6;29;20.4;0;0.3;0.1;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0;6;1;0.2;2.6;0;0;33.2;4;0;0;0;0;0;0;0;0;0;0;0.8;0.6
1993;6;30;0.6;0.4;0.2;0;0;0.6;2.2;0;0;0;0.4;0.2;4;0;2.4;8.4;0.2;0;0;0;0;0;0;0;0.6;0;0;0;2.8;0;15.6;4.8;3.2;0.4;15.4;27.4;17;0;0;0
1993;7;1;3.8;0;0;0.1;0;0.2;5.2;0;0;0;0;0;0;0;0.2;0.4;0;0;0;0;0;0;0;0;0;0.4;0;6.2;0;0;0;0;0;0;2.8;0.6;7;0;0;0
1993;7;2;9;0.1;2.6;0;0;0.6;1.4;7;42;0;0;0;0;0;0;0;0;0;0.4;0;0;0;0;0;0;0;3.8;7.6;5.2;6;11;6;9.6;0.8;5.4;7.8;2.2;8.6;9;0
1993;7;3;0.6;0;4.8;0;0.2;15.2;4.8;7;0;8;0;0;0;0;0;0;0;37.2;3.2;12.2;0;0;0.8;0;0;0;0;0;0;11.6;3.4;0;0;0;1;0.6;0;0.6;0.8;0
1993;7;4;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0;0;0;0;0;0.6;0;3;0;0;0
1993;7;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.2;0;0;0;0;0;0;0;0;8.4;0;0;0
1993;7;6;0.4;67;18.8;0.1;1.8;0.6;0;5.2;0;0;0;0;0;0;0;0;0;0;6;26.9;0;0;0;0;4.4;0;0;0;0;0;0;0;0;0.2;13.6;2.4;0;0;9;0
1993;7;7;0;0;0;1.4;0.8;0;0;1.4;1;0.8;5.2;28.4;9.4;5;11.4;15.8;11.4;3.6;0.2;0;5.4;6;5.6;19.6;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1993;7;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1993;7;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.4;0;0.6;0.6;0;0;0;0;0;0;0;0;0;0;0;0
1993;7;10;12.2;2.3;0.2;0.9;0.1;0;0.2;0;0;0;0.4;0.2;0.2;0;0;0;0;0;3.6;0.5;0;0;0;0;9.2;4.6;66.6;82.8;0;0;0.6;0;0;0;12.2;1.8;24;10;3.6;4.8
1993;7;11;14.6;16.2;10.8;1.6;0.8;38.6;30.4;36.6;51.8;34.7;1;0.2;2;1.4;0.8;36.8;0.6;114.2;5;1.8;9;9.8;37.4;29.8;0;30;29.4;4;40;30.2;59.4;32.2;49;61;46.8;44.8;13.4;21.4;0.2;23.4
1993;7;12;0;0;0.4;4.4;3.4;0.2;2.6;4;1.1;4.6;0;0;0.2;0;0;0;0;0;0.2;0.2;0;0;11;9.2;0;0;0;0;0;6.4;0.2;1.2;0.8;2.2;0;0;0;0;2;0
1993;7;13;0;0;2.8;0;0;0;0.2;2;0;0;1.4;0;4.2;10;0.8;2.8;3.6;1.9;0;7.3;1.4;0;0.2;1.4;0;0;0;0;0;0;0;0;0;0.8;0;0;0;0;0;0
1993;7;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0.1;0.8;0;0;0;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0;0
1993;7;15;0;0;0;0;0;1.6;0.2;1.4;1.5;0;0;0;0;0;0;0;0;0;0;0;2.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6.2;0;0;0
1993;7;16;0;0;0;0;0;0.2;0;0.2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0.4;0;0;0;0;0;0;0;0;0;0;0;3;1.8;0;0
1993;7;17;0;0;0;0;0;0.6;1.6;2.6;0.7;0;0;0;0;0;0;0;0;2.6;0;0;0;0;0.2;0;0.2;0;0;0;0;0;1.4;0;0;9;0;0;4.4;6.4;0;0
1993;7;18;0;0;0;0;0;1;0.4;12.6;5.4;1.1;0;0;0;0;0;0;0;0;0;0;0;0;0;5.6;0;0;0;0.4;0;0;0;0;0;0;0;0;1.2;1.4;0;0
1993;7;19;0;0;9.2;0;0;2.6;1.8;21.6;13.7;3.4;0;0;0.2;0;0;0;0;2;18.6;0;0.2;0;15.8;13.4;0;0;14.6;0.2;6.6;0.8;9.4;0;12;0.6;2.4;0.8;4;21.8;1;0
1993;7;20;2.8;0.1;3.2;0;0;10.2;8.2;30;25.3;37.8;0;0;0;0;0;0;0;6.5;35;0.8;5.6;0;7.4;14.6;0;3;0;0;15.4;21.2;32.8;2.6;35;21.8;1;5.6;0;19.2;0;0
1993;7;21;0.1;12.6;0;7;1;3.8;15.4;19.4;13.1;11.6;0;0;0;0;0;0;0;2.8;0.2;0;0;9.2;15;66.8;0;0;5.8;0;10.2;8.8;20.6;7.8;6.8;13.2;0;0;0;3.4;3.6;0
1993;7;22;0;0;4;5.2;55.8;0;0.4;3;0;15.1;1;11.4;6.8;4.6;12.2;4.4;16;0.4;1.4;0.6;0;14.4;0;0;0;2.2;0;0;0.8;NA;3.6;0;0.2;0;2.4;1.2;4.2;0.2;48.6;0
1993;7;23;0;0.8;0;0;0;0.6;0.2;0;0;0;0;0;9.2;0;3.2;0;2;0.6;0;0;0;0.2;0;0.2;0;0;0;0;0;NA;0.2;0;0.2;0;0;0;0;0;0;0
1993;7;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0
1993;7;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.6;0;NA;0;0;0;0;0.4;0;1.2;0;0;0
1993;7;26;0;0;0;0;0;1.2;1.4;11.6;2.9;0.4;0;0;0;0;0;0;0;0.6;3.4;4.6;0.8;0;1;12;0.2;0;0;0;0;NA;3.6;0;0;0;1.8;0;0.6;5;4.4;0
1993;7;27;0;0;0;0;0;0;0;0.8;0;0;0;0;0;0;0;0;0;10.4;0;0;82.8;13.6;14.8;11.4;0;0;0;0;0.2;NA;0;5.4;0;0;0;0;0;0;0;0
1993;7;28;0;0;0;0;0;1.2;1.4;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;1;0;0;0;0;0;0
1993;7;29;0;0;0;0;0;0;0;0.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0
1993;7;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10.6;0.8;0;NA;0;0;0;0;0;0;0.8;0;0;0
1993;7;31;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;NA;1.2;0;0;0;13;0;1.2;6;0;0
1993;8;1;0;0;0;0;0;0;3;10.8;9.5;0;0;0;0;0;0;0;0;3.4;0;0;0;0;12.6;3.8;0;0;0;0;0;NA;0.2;0;0;12.8;0;0;0;0;0;0
1993;8;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0.2;0;0;0;0;0;4;0.8;0;0
1993;8;3;0;0;0;0;0;0.8;1.4;0.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0
1993;8;4;0;0;0;0;0;3;5.8;15;3.6;5.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.4;0;NA;0;0;0;0.4;1.2;0.4;0;0;0;0
1993;8;5;0;0;0;0;0;0;0.6;2.4;2.4;0;0;0;0;0;0;0;0;0;0.4;0;0;0;0;0;0;0;0;0;0;NA;0.4;0;4.8;0;0.6;0;0;0.6;0;0.4
1993;8;6;0;0;3;0;0;0;0.4;0;0;0;0;0;0;0;0;0;0;1.1;0;0;0;0;0;0;1;0;0;0;0;NA;0;0;0;13.8;0.4;0;1.2;0;0;0
1993;8;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5.2;0;0;3.4;0;3;1.2;0;0;0;3;4.6;NA;0;0;0;0;0;0;0;0.8;0;0
1993;8;8;23.2;5;0.1;8.6;0.1;0.2;9;3.8;24.3;12.2;19;8.8;2.2;37.2;1.4;2.6;0;0.8;0;0;1;0;0.2;1.2;0;0;12.2;0.6;0.6;NA;9;0;0.2;3.6;0;0;2.4;8.2;0.2;6.6
1993;8;9;0.4;16.7;9;8.6;33.6;1.2;0.8;21.6;1.6;0.6;4;42.6;17.6;22.2;19.2;19.8;7.6;1;7.8;7.5;0.8;0;0;11.4;1;0.4;0;0;0;NA;4.8;0.4;0.4;7.6;0.4;0;5;0;5.4;1.2
1993;8;10;0;0.1;0.2;0;0;0;0;0.2;0;0;0;0;0;0;0;0;0;3;23;2.9;15.4;3;8.8;0;0;0;0;0;0;NA;0;0;0;0;0;0;0;1.6;0.2;0
1993;8;11;0;0;0.2;0;0;0.6;1;1.2;0.7;0;0;0;0;0;0;0;0;1.4;0;0.1;0;2.8;0;0.4;0;0;0;0;0.8;NA;1;0;0;2.2;0;0;3.2;0;0;0
1993;8;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0
